episode_id,variant_id,entry_variant,direction,entry_ts,exit_ts,exit_type,ep,sl,risk,tp_pts,exit_price,pts,r,context_family,context_tf,trigger_tf,context_id,context_zone_lo,context_zone_hi,contract
EP-02618,EP-02618-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,-1,2018-01-04 09:36:00-05:00,2018-01-04 09:36:00-05:00,STOP,6608.0,6613.240872030173,2.445740280747199,3.668610421120799,6613.240872030173,-2.445740280747199,-1.0,rb,3,3,RB2-023419,6615.0,6615.75,NQH8
EP-02625,EP-02625-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2018-01-04 09:36:00-05:00,2018-01-04 09:36:00-05:00,STOP,6608.0,6613.240872030173,2.445740280747199,3.668610421120799,6613.240872030173,-2.445740280747199,-1.0,rb,3,3,RB2-023420,6612.0,6612.75,NQH8
EP-02625,EP-02625-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,-1,2018-01-04 09:36:00-05:00,2018-01-04 09:36:00-05:00,STOP,6608.0,6613.240872030173,2.445740280747199,3.668610421120799,6613.240872030173,-2.445740280747199,-1.0,rb,3,3,RB2-023420,6612.0,6612.75,NQH8
EP-02625,EP-02625-ENTRY_ON_IMMEDIATE_DISPLACEMENT,ENTRY_ON_IMMEDIATE_DISPLACEMENT,-1,2018-01-04 09:36:00-05:00,2018-01-04 09:36:00-05:00,STOP,6608.0,6613.240872030173,2.445740280747199,3.668610421120799,6613.240872030173,-2.445740280747199,-1.0,rb,3,3,RB2-023420,6612.0,6612.75,NQH8
EP-02635,EP-02635-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-01-04 09:36:00-05:00,2018-01-04 09:36:00-05:00,TARGET,6608.0,6602.759127969827,2.445740280747199,3.668610421120799,6611.668610421121,1.7120181965229657,0.6999999999999699,rb,1,1,RB2-001012,6606.5,6608.25,NQH8
EP-02636,EP-02636-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2018-01-04 09:38:00-05:00,2018-01-04 09:38:00-05:00,TARGET,6612.75,6618.760218037632,2.8047684175612297,4.207152626341845,6608.542847373658,1.9633378922927314,0.6999999999999539,rb,3,1,RB2-023421,6613.75,6615.25,NQH8
EP-02636,EP-02636-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,-1,2018-01-04 09:38:00-05:00,2018-01-04 09:38:00-05:00,TARGET,6612.75,6618.760218037632,2.8047684175612297,4.207152626341845,6608.542847373658,1.9633378922927314,0.6999999999999539,rb,3,1,RB2-023421,6613.75,6615.25,NQH8
EP-02658,EP-02658-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,-1,2018-01-04 10:03:00-05:00,2018-01-04 10:11:00-05:00,STOP,6594.25,6603.1140564154975,4.136559660565629,6.204839490848443,6603.1140564154975,-4.136559660565629,-1.0,rb,3,3,RB2-023422,6603.0,6605.25,NQH8
EP-02696,EP-02696-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-01-04 10:35:00-05:00,2018-01-04 10:42:00-05:00,TARGET,6607.0,6599.780747358928,3.368984565833323,5.053476848749985,6612.05347684875,2.35828919608321,0.6999999999999655,rb,3,1,RB2-023431,6600.0,6603.0,NQH8
EP-03715,EP-03715-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-01-05 09:42:00-05:00,2018-01-05 09:57:00-05:00,TARGET,6622.75,6615.855074930334,3.2176316991775438,4.826447548766316,6627.576447548767,2.2523421894243385,0.700000000000018,rb,3,3,RB2-023557,6615.5,6616.0,NQH8
EP-03732,EP-03732-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-01-05 10:10:00-05:00,2018-01-05 10:18:00-05:00,TARGET,6625.0,6618.381777993041,3.0885036032474638,4.632755404871196,6629.632755404871,2.1619525222733054,0.7000000000000262,rb,5,5,RB2-032143,6617.5,6620.0,NQH8
EP-04713,EP-04713-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2018-01-08 10:06:00-05:00,2018-01-08 10:08:00-05:00,TARGET,6666.25,6672.266596353421,2.807744964929706,4.211617447394559,6662.038382552605,1.965421475450749,0.699999999999984,rb,1,1,RB2-001779,6669.75,6671.0,NQH8
EP-05666,EP-05666-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-01-09 09:56:00-05:00,2018-01-09 10:06:00-05:00,TARGET,6676.25,6667.715513765279,3.9827602428696443,5.974140364304466,6682.224140364305,2.7879321700086273,0.699999999999969,rb,3,1,RB2-023896,6667.25,6672.5,NQH8
EP-06806,EP-06806-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-01-10 09:40:00-05:00,2018-01-10 09:41:00-05:00,TARGET,6664.0,6671.645645604165,3.5679679486105593,5.351951922915839,6658.648048077084,2.4975775640275137,0.7000000000000343,rb,3,1,RB2-024077,6667.25,6669.0,NQH8
EP-06793,EP-06793-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,1,2018-01-10 09:45:00-05:00,2018-01-10 09:49:00-05:00,STOP,6660.25,6651.831908323833,3.928442782211485,5.892664173317227,6651.831908323833,-3.928442782211485,-1.0,rb,3,3,RB2-024075,6652.75,6653.5,NQH8
EP-06888,EP-06888-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-01-10 11:04:00-05:00,2018-01-10 11:20:00-05:00,TARGET,6658.5,6665.570208584256,3.29943067265256,4.94914600897884,6653.5508539910215,2.3096014708566726,0.6999999999999638,rb,3,1,RB2-024079,6660.25,6664.75,NQH8
EP-11009,EP-11009-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-01-16 10:02:00-05:00,2018-01-16 10:03:00-05:00,TARGET,6836.0,6843.1033667584925,3.314904487296622,4.972356730944933,6831.027643269055,2.320433141107726,0.7000000000000273,rb,1,1,RB2-004197,6837.5,6838.5,NQH8
EP-12185,EP-12185-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-01-17 09:43:00-05:00,2018-01-17 09:45:00-05:00,STOP,6764.0,6755.386693730049,4.019542925977051,6.0293143889655765,6755.386693730049,-4.019542925977051,-1.0,rb,3,1,RB2-024943,6757.5,6761.0,NQH8
EP-12189,EP-12189-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-01-17 09:50:00-05:00,2018-01-17 09:51:00-05:00,TARGET,6758.75,6748.859222692542,4.615696076813822,6.923544115220732,6765.6735441152205,3.230987253769757,0.7000000000000177,rb,5,5,RB2-032992,6757.0,6763.25,NQH8
EP-12202,EP-12202-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-01-17 10:03:00-05:00,2018-01-17 10:27:00-05:00,TARGET,6769.0,6779.98507955999,5.126370461328472,7.689555691992708,6761.310444308007,3.588459322929934,0.7000000000000007,rb,3,3,RB2-024945,6763.0,6769.75,NQH8
EP-14589,EP-14589-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-01-19 09:48:00-05:00,2018-01-19 09:50:00-05:00,TARGET,6848.75,6857.175770213967,3.9320260998511185,5.898039149776678,6842.851960850223,2.752418269895796,0.7000000000000033,rb,1,1,RB2-005680,6849.25,6852.0,NQH8
EP-15677,EP-15677-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2018-01-22 09:47:00-05:00,2018-01-22 09:49:00-05:00,STOP,6844.75,6850.965842928201,2.9007266998271417,4.351090049740712,6850.965842928201,-2.9007266998271417,-1.0,rb,5,1,RB2-033323,6849.0,6850.0,NQH8
EP-17846,EP-17846-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2018-01-24 09:35:00-05:00,2018-01-24 09:35:00-05:00,TARGET,6987.25,6993.475090491464,2.9050422293498284,4.357563344024743,6982.892436655975,2.0335295605449963,0.7000000000000401,rb,5,5,RB2-033557,6988.5,6991.25,NQH8
EP-17846,EP-17846-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,-1,2018-01-24 09:35:00-05:00,2018-01-24 09:35:00-05:00,TARGET,6987.25,6993.475090491464,2.9050422293498284,4.357563344024743,6982.892436655975,2.0335295605449963,0.7000000000000401,rb,5,5,RB2-033557,6988.5,6991.25,NQH8
EP-17861,EP-17861-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2018-01-24 09:35:00-05:00,2018-01-24 09:35:00-05:00,TARGET,6987.25,6993.475090491464,2.9050422293498284,4.357563344024743,6982.892436655975,2.0335295605449963,0.7000000000000401,rb,3,1,RB2-025859,6990.25,6991.25,NQH8
EP-17861,EP-17861-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,-1,2018-01-24 09:35:00-05:00,2018-01-24 09:35:00-05:00,TARGET,6987.25,6993.475090491464,2.9050422293498284,4.357563344024743,6982.892436655975,2.0335295605449963,0.7000000000000401,rb,3,1,RB2-025859,6990.25,6991.25,NQH8
EP-17874,EP-17874-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-01-24 09:44:00-05:00,2018-01-24 09:47:00-05:00,STOP,6984.25,6976.631920686761,3.555103679511418,5.332655519267127,6976.631920686761,-3.555103679511418,-1.0,rb,1,1,RB2-007003,6976.25,6977.25,NQH8
EP-17877,EP-17877-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2018-01-24 09:47:00-05:00,2018-01-24 09:47:00-05:00,TARGET,6982.0,6989.627177341985,3.5593494262597964,5.339024139389695,6976.66097586061,2.4915445983819935,0.7000000000000383,rb,5,1,RB2-033558,6982.5,6984.75,NQH8
EP-17877,EP-17877-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,-1,2018-01-24 09:47:00-05:00,2018-01-24 09:47:00-05:00,TARGET,6982.0,6989.627177341985,3.5593494262597964,5.339024139389695,6976.66097586061,2.4915445983819935,0.7000000000000383,rb,5,1,RB2-033558,6982.5,6984.75,NQH8
EP-17882,EP-17882-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-01-24 09:47:00-05:00,2018-01-24 09:47:00-05:00,TARGET,6982.0,6989.627177341985,3.5593494262597964,5.339024139389695,6976.66097586061,2.4915445983819935,0.7000000000000383,rb,1,1,RB2-007006,6983.25,6985.5,NQH8
EP-18998,EP-18998-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-01-25 09:34:00-05:00,2018-01-25 09:35:00-05:00,TARGET,6970.25,6963.814399053916,3.0032804415061958,4.504920662259294,6974.754920662259,2.1022963090544438,0.7000000000000356,rb,3,1,RB2-026030,6967.75,6968.25,NQH8
EP-19000,EP-19000-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-01-25 09:45:00-05:00,2018-01-25 09:50:00-05:00,STOP,6963.25,6953.7093731452915,4.4522925321974105,6.678438798296115,6953.7093731452915,-4.4522925321974105,-1.0,rb,5,5,RB2-033651,6956.5,6957.75,NQH8
EP-20140,EP-20140-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-01-26 09:35:00-05:00,2018-01-26 09:35:00-05:00,TARGET,6956.75,6951.299600856619,2.543519600244439,3.8152794003666584,6960.565279400366,1.7804637201710163,0.6999999999999642,rb,5,5,RB2-033752,6951.5,6952.0,NQH8
EP-21331,EP-21331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2018-01-29 10:06:00-05:00,2018-01-29 10:37:00-05:00,TARGET,7003.75,7013.894467334384,4.734084756046056,7.101127134069085,6996.648872865931,3.313859329232376,0.7000000000000288,rb,1,1,RB2-008436,7007.25,7008.75,NQH8
EP-22438,EP-22438-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2018-01-30 09:47:00-05:00,2018-01-30 09:52:00-05:00,TARGET,6929.25,6941.826357618362,5.868966888568759,8.803450332853139,6920.446549667146,4.108276821998099,0.6999999999999945,rb,5,1,RB2-034000,6942.0,6948.75,NQH8
EP-22444,EP-22444-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-01-30 09:54:00-05:00,2018-01-30 09:57:00-05:00,TARGET,6926.25,6939.431822028296,6.151516946538231,9.227275419807347,6917.0227245801925,4.30606186257691,0.7000000000000242,rb,3,3,RB2-026595,6929.0,6931.5,NQH8
EP-23618,EP-23618-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-01-31 09:36:00-05:00,2018-01-31 09:38:00-05:00,STOP,6983.25,6988.9487881463365,2.6594344682903355,3.989151702435503,6988.9487881463365,-2.6594344682903355,-1.0,rb,5,1,RB2-034107,6983.25,6987.75,NQH8
EP-23623,EP-23623-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-01-31 09:42:00-05:00,2018-01-31 09:44:00-05:00,STOP,6983.25,6989.6050150023075,2.965673667743417,4.448510501615125,6989.6050150023075,-2.965673667743417,-1.0,rb,1,1,RB2-009447,6987.0,6987.75,NQH8
EP-23626,EP-23626-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-01-31 09:50:00-05:00,2018-01-31 09:58:00-05:00,STOP,6983.0,6975.870046974327,3.327311411980595,4.990967117970892,6975.870046974327,-3.327311411980595,-1.0,rb,5,5,RB2-034108,6982.25,6984.75,NQH8
EP-26021,EP-26021-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,1,2018-02-02 10:13:00-05:00,2018-02-02 10:24:00-05:00,TARGET,6833.0,6815.216923592482,8.298768990175184,12.448153485262775,6845.448153485263,5.809138293122739,0.7000000000000134,rb,1,1,RB2-010485,6814.25,6822.0,NQH8
EP-27225,EP-27225-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-02-05 09:41:00-05:00,2018-02-05 09:43:00-05:00,TARGET,6720.0,6733.640996785786,6.365798500033695,9.548697750050543,6710.45130224995,4.456058950023672,0.7000000000000134,rb,3,1,RB2-027355,6720.75,6726.5,NQH8
EP-29660,EP-29660-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-02-07 09:43:00-05:00,2018-02-07 09:49:00-05:00,STOP,6647.25,6628.43114095488,8.782134221055887,13.173201331583831,6628.43114095488,-8.782134221055887,-1.0,rb,3,1,RB2-027734,6645.25,6652.0,NQH8
EP-29672,EP-29672-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-02-07 09:55:00-05:00,2018-02-07 09:58:00-05:00,TARGET,6648.75,6628.185012236105,9.596994289817726,14.395491434726589,6663.145491434727,6.717896002872364,0.6999999999999954,rb,1,1,RB2-012135,6642.75,6647.75,NQH8
EP-32201,EP-32201-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-02-09 09:30:00-05:00,2018-02-09 09:31:00-05:00,TARGET,6391.25,6377.1841689146295,6.564054506506394,9.84608175975959,6401.09608175976,4.594838154554582,0.7000000000000162,rb,5,5,RB2-034950,6374.25,6377.5,NQH8
EP-36944,EP-36944-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2018-02-15 09:45:00-05:00,2018-02-15 09:47:00-05:00,STOP,6724.5,6736.922360000748,5.797101333682368,8.695652000523552,6736.922360000748,-5.797101333682368,-1.0,rb,3,1,RB2-028920,6726.75,6732.75,NQH8
EP-38149,EP-38149-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,-1,2018-02-16 09:59:00-05:00,2018-02-16 10:03:00-05:00,TARGET,6809.5,6824.148454981573,6.835945658067312,10.253918487100968,6799.246081512899,4.7851619606469935,0.6999999999999816,rb,1,1,RB2-015939,6822.25,6825.75,NQH8
EP-39223,EP-39223-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-02-19 09:37:00-05:00,2018-02-19 09:38:00-05:00,STOP,6793.5,6789.21804402915,1.9982461197297352,2.9973691795946027,6789.21804402915,-1.9982461197297352,-1.0,rb,3,1,RB2-029311,6789.25,6793.25,NQH8
EP-39241,EP-39241-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-02-19 10:03:00-05:00,2018-02-19 10:06:00-05:00,STOP,6785.75,6780.641542626302,2.383946774392271,3.5759201615884066,6780.641542626302,-2.383946774392271,-1.0,rb,1,1,RB2-016366,6785.25,6786.25,NQH8
EP-40287,EP-40287-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-02-20 09:58:00-05:00,2018-02-20 10:10:00-05:00,STOP,6783.25,6794.675695005329,5.331991002486774,7.997986503730161,6794.675695005329,-5.331991002486774,-1.0,rb,3,1,RB2-029486,6787.0,6790.0,NQH8
EP-41495,EP-41495-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-02-21 09:37:00-05:00,2018-02-21 09:42:00-05:00,STOP,6824.75,6817.029956880772,3.6026867889729517,5.404030183459428,6817.029956880772,-3.6026867889729517,-1.0,rb,3,1,RB2-029681,6821.0,6826.5,NQH8
EP-41497,EP-41497-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,-1,2018-02-21 09:48:00-05:00,2018-02-21 09:51:00-05:00,TARGET,6825.75,6835.685740668725,4.636678978738431,6.955018468107646,6818.7949815318925,3.245675285116978,0.7000000000000165,rb,1,1,RB2-017320,6827.5,6829.25,NQH8
EP-41504,EP-41504-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-02-21 09:51:00-05:00,2018-02-21 09:53:00-05:00,TARGET,6825.75,6836.24265611581,4.896572854044452,7.344859281066678,6818.405140718934,3.4276009978309823,0.6999999999999726,rb,3,3,RB2-029682,6825.5,6830.0,NQH8
EP-42697,EP-42697-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,-1,2018-02-22 09:50:00-05:00,2018-02-22 09:50:00-05:00,TARGET,6804.0,6814.331918355751,4.821561899350621,7.232342849025931,6796.767657150974,3.375093329545398,0.6999999999999925,rb,1,1,RB2-017907,6810.5,6813.0,NQH8
EP-42674,EP-42674-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,1,2018-02-22 09:54:00-05:00,2018-02-22 09:57:00-05:00,STOP,6800.0,6789.048520343268,5.110690506474782,7.666035759712173,6789.048520343268,-5.110690506474782,-1.0,rb,3,3,RB2-029865,6790.0,6794.25,NQH8
EP-42713,EP-42713-ENTRY_ON_STRONG_REJECTION,ENTRY_ON_STRONG_REJECTION,-1,2018-02-22 10:15:00-05:00,2018-02-22 10:23:00-05:00,STOP,6797.0,6811.098837663552,6.579457576324245,9.869186364486367,6811.098837663552,-6.579457576324245,-1.0,rb,1,1,RB2-017910,6807.75,6809.5,NQH8
EP-45026,EP-45026-ENTRY_ON_STRONG_REJECTION,ENTRY_ON_STRONG_REJECTION,1,2018-02-26 09:50:00-05:00,2018-02-26 10:06:00-05:00,TARGET,6960.0,6951.456860160469,3.986798591781248,5.9801978876718715,6965.980197887672,2.790759014246872,0.6999999999999996,rb,5,5,RB2-036256,6931.5,6933.0,NQH8
EP-46206,EP-46206-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-02-27 09:36:00-05:00,2018-02-27 09:38:00-05:00,TARGET,6989.0,6981.020002572015,3.7239987997261843,5.585998199589277,6994.585998199589,2.6067991598082485,0.6999999999999784,rb,3,1,RB2-030449,6984.75,6987.0,NQH8
EP-51292,EP-51292-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,1,2018-03-05 09:48:00-05:00,2018-03-05 09:49:00-05:00,STOP,6783.25,6769.214794087803,6.54976275902524,9.82464413853786,6769.214794087803,-6.54976275902524,-1.0,rb,3,1,RB2-031249,6773.75,6776.5,NQH8
EP-51311,EP-51311-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-03-05 10:06:00-05:00,2018-03-05 10:09:00-05:00,STOP,6783.5,6768.075392977134,7.198149944004359,10.797224916006538,6768.075392977134,-7.198149944004359,-1.0,rb,3,3,RB2-031253,6774.5,6778.25,NQH8
EP-52424,EP-52424-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,1,2018-03-06 09:48:00-05:00,2018-03-06 09:49:00-05:00,TARGET,6907.75,6896.222505334976,5.379497510344641,8.069246265516961,6915.819246265517,3.765648257241233,0.6999999999999971,rb,3,1,RB2-031401,6899.75,6900.5,NQH8
EP-52424,EP-52424-ENTRY_ON_NEW_FVG,ENTRY_ON_NEW_FVG,1,2018-03-06 09:49:00-05:00,2018-03-06 09:52:00-05:00,TARGET,6912.5,6900.7385318984,5.488685114080281,8.233027671120421,6920.73302767112,3.8420795798563088,0.7000000000000205,rb,3,1,RB2-031401,6899.75,6900.5,NQH8
EP-53666,EP-53666-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-03-07 09:35:00-05:00,2018-03-07 09:35:00-05:00,TARGET,6877.75,6868.9540955616285,4.1047554045735595,6.157133106860339,6883.907133106861,2.873328783201624,0.7000000000000323,rb,5,5,RB2-037092,6853.25,6855.5,NQH8
EP-53666,EP-53666-ENTRY_ON_IMMEDIATE_DISPLACEMENT,ENTRY_ON_IMMEDIATE_DISPLACEMENT,1,2018-03-07 09:35:00-05:00,2018-03-07 09:35:00-05:00,TARGET,6877.75,6868.9540955616285,4.1047554045735595,6.157133106860339,6883.907133106861,2.873328783201624,0.7000000000000323,rb,5,5,RB2-037092,6853.25,6855.5,NQH8
EP-53682,EP-53682-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-03-07 09:38:00-05:00,2018-03-07 09:38:00-05:00,TARGET,6879.75,6869.734412356237,4.673940900422924,7.010911350634386,6886.760911350634,3.2717586302961945,0.7000000000000316,rb,3,1,RB2-031624,6874.0,6879.0,NQH8
EP-53685,EP-53685-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-03-07 09:43:00-05:00,2018-03-07 09:49:00-05:00,TARGET,6888.5,6899.499830954914,5.133254445626315,7.699881668439473,6880.800118331561,3.5932781119383645,0.6999999999999891,rb,3,1,RB2-031625,6893.0,6899.0,NQH8
EP-00253,EP-00253-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-03-08 09:45:00-05:00,2018-03-08 09:58:00-05:00,TARGET,6988.25,6995.850882960712,3.547078714998988,5.3206180724984815,6982.929381927502,2.4829551004994226,0.7000000000000369,rb,3,3,RB2-032170,6994.75,6996.75,NQM8
EP-02508,EP-02508-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-03-12 09:34:00-04:00,2018-03-12 09:34:00-04:00,STOP,7147.25,7143.385731881514,1.8033251219598823,2.7049876829398234,7143.385731881514,-1.8033251219598823,-1.0,rb,1,1,RB2-001076,7141.75,7144.5,NQM8
EP-02509,EP-02509-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-03-12 09:34:00-04:00,2018-03-12 09:34:00-04:00,STOP,7147.25,7143.385731881514,1.8033251219598823,2.7049876829398234,7143.385731881514,-1.8033251219598823,-1.0,rb,3,1,RB2-032547,7141.75,7146.25,NQM8
EP-05943,EP-05943-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-03-15 09:52:00-04:00,2018-03-15 09:53:00-04:00,TARGET,7048.75,7039.139301648612,4.484992563981003,6.727488845971505,7055.4774888459715,3.1394947947865806,0.6999999999999729,rb,1,1,RB2-002576,7038.5,7040.25,NQM8
EP-09475,EP-09475-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-03-20 09:51:00-04:00,2018-03-20 09:58:00-04:00,TARGET,6906.5,6918.164670740528,5.44351301224633,8.165269518369495,6898.334730481631,3.8104591085723887,0.6999999999999922,rb,1,1,RB2-004060,6909.25,6912.5,NQM8
EP-13090,EP-13090-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2018-03-23 10:01:00-04:00,2018-03-23 10:01:00-04:00,TARGET,6685.0,6667.793709681124,8.029602148809051,12.044403223213576,6697.0444032232135,5.620721504166446,0.7000000000000137,rb,1,1,RB2-005625,6681.25,6683.75,NQM8
EP-13093,EP-13093-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-03-23 10:01:00-04:00,2018-03-23 10:01:00-04:00,TARGET,6685.0,6667.793709681124,8.029602148809051,12.044403223213576,6697.0444032232135,5.620721504166446,0.7000000000000137,rb,3,1,RB2-034175,6680.25,6684.25,NQM8
EP-15592,EP-15592-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2018-03-27 09:38:00-04:00,2018-03-27 09:41:00-04:00,STOP,6794.5,6804.7043671651145,4.762038010386707,7.143057015580061,6804.7043671651145,-4.762038010386707,-1.0,rb,3,1,RB2-034583,6798.25,6802.25,NQM8
EP-15594,EP-15594-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-03-27 09:41:00-04:00,2018-03-27 09:41:00-04:00,TARGET,6794.0,6782.706098637094,5.270487302689169,7.9057309540337535,6801.905730954034,3.6893411118823174,0.6999999999999809,rb,5,1,RB2-045482,6786.5,6793.75,NQM8
EP-15600,EP-15600-ENTRY_ON_NEW_IFVG,ENTRY_ON_NEW_IFVG,1,2018-03-27 09:53:00-04:00,2018-03-27 09:56:00-04:00,TARGET,6788.25,6774.867967180718,6.244948648998581,9.367422973497872,6797.617422973498,4.37146405429911,0.7000000000000165,rb,3,1,RB2-034585,6776.5,6781.0,NQM8
EP-15612,EP-15612-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2018-03-27 09:58:00-04:00,2018-03-27 10:01:00-04:00,TARGET,6801.5,6815.833708632896,6.689064028684701,10.033596043027051,6791.4664039569725,4.682344820079336,0.7000000000000067,rb,5,1,RB2-045483,6802.0,6808.5,NQM8
EP-15624,EP-15624-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2018-03-27 10:10:00-04:00,2018-03-27 10:11:00-04:00,STOP,6791.25,6775.4777295024705,7.360392898846921,11.040589348270382,6775.4777295024705,-7.360392898846921,-1.0,rb,5,5,RB2-045486,6787.75,6801.5,NQM8
