id,parent_fvg_id,timeframe,parent_direction,child_direction,parent_formation_ts_et,parent_width_points,parent_width_atr,parent_first_touch_ts_et,inversion_ts_et,inversion_open,inversion_high,inversion_low,inversion_close,close_through_boundary,atr_at_inversion,inversion_body_atr,inversion_range_atr,bars_from_formation_to_inversion,bars_from_first_touch_to_inversion,inversion_speed_bucket,max_penetration_before_inversion,distance_through_zone,distance_through_zone_over_width,n_scraping_candles,avg_scraping_body,activation_ts_et,expiry_ts_et,deactivation_reason
IFVG2-000144,FVG2-000285,1,bearish,bullish,2026-07-14 13:14:00-04:00,1.25,0.10381130293831113,2026-07-14 13:19:00-04:00,2026-07-14 13:19:00-04:00,29827.0,29836.25,29823.75,29835.0,29834.75,12.715832667000665,0.629136935779369,0.9830264621552641,5,,5plus_candles,0.0,0.25,0.2,0,,2026-07-14 13:19:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000145,FVG2-000286,1,bearish,bullish,2026-07-14 13:15:00-04:00,3.5,0.27369100857894885,2026-07-14 13:19:00-04:00,2026-07-14 13:19:00-04:00,29827.0,29836.25,29823.75,29835.0,29833.0,12.715832667000665,0.629136935779369,0.9830264621552641,4,,4_candles,0.0,2.0,0.5714285714285714,0,,2026-07-14 13:19:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000146,FVG2-000289,1,bullish,bearish,2026-07-14 13:22:00-04:00,4.0,0.3339196360035566,2026-07-14 13:29:00-04:00,2026-07-14 13:32:00-04:00,29860.25,29860.25,29836.75,29837.25,29843.75,12.250336868155562,1.8774993902239465,1.9183145943592497,10,3,5plus_candles,0.0,6.5,1.625,1,7.5,2026-07-14 13:32:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000147,FVG2-000288,1,bullish,bearish,2026-07-14 13:21:00-04:00,4.5,0.3628919196681332,2026-07-14 13:32:00-04:00,2026-07-14 13:33:00-04:00,29838.25,29845.0,29833.5,29834.75,29836.25,12.196741377573021,0.2869618934804741,0.9428747928644149,12,1,5plus_candles,0.0,1.5,0.3333333333333333,1,23.0,2026-07-14 13:33:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000148,FVG2-000292,1,bullish,bearish,2026-07-14 13:40:00-04:00,1.25,0.1101071786951905,2026-07-14 13:41:00-04:00,2026-07-14 13:41:00-04:00,29854.5,29858.5,29845.5,29846.75,29847.5,11.470248179071856,0.6756610562394223,1.1333669330467728,1,0,1_candles,0.0,0.75,0.6,0,,2026-07-14 13:41:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000149,FVG2-000293,1,bullish,bearish,2026-07-14 14:04:00-04:00,2.5,0.24084894698334203,2026-07-14 14:05:00-04:00,2026-07-14 14:06:00-04:00,29861.0,29861.75,29848.25,29851.5,29858.5,10.511283320848433,0.903790689492441,1.2843341376997846,2,1,2_candles,0.0,7.0,2.8,1,5.25,2026-07-14 14:06:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000150,FVG2-000297,1,bearish,bullish,2026-07-14 14:42:00-04:00,3.0,0.2270838259186205,2026-07-14 14:47:00-04:00,2026-07-14 14:47:00-04:00,29829.25,29837.75,29829.25,29836.0,29835.75,12.702629650595652,0.5313860346769599,0.6691527844080236,5,,5plus_candles,0.0,0.25,0.08333333333333333,0,,2026-07-14 14:47:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000151,FVG2-000299,1,bearish,bullish,2026-07-14 14:56:00-04:00,1.25,0.10511129643794008,2026-07-14 15:00:00-04:00,2026-07-14 15:22:00-04:00,29828.75,29837.75,29828.75,29834.75,29833.25,11.788617609444616,0.5089655291891915,0.7634482937837872,26,,5plus_candles,0.0,1.5,1.2,1,1.25,2026-07-14 15:22:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000152,FVG2-000300,1,bullish,bearish,2026-07-14 15:12:00-04:00,0.5,0.038920364005749275,2026-07-14 15:29:00-04:00,2026-07-14 15:29:00-04:00,29814.75,29816.25,29796.5,29796.75,29799.75,11.481716924737981,1.5677097874811758,1.7201260168196235,17,0,5plus_candles,0.0,3.0,6.0,0,,2026-07-14 15:29:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000153,FVG2-000301,1,bullish,bearish,2026-07-14 15:13:00-04:00,1.25,0.09628203469208012,2026-07-14 15:29:00-04:00,2026-07-14 15:29:00-04:00,29814.75,29816.25,29796.5,29796.75,29806.75,11.481716924737981,1.5677097874811758,1.7201260168196235,16,0,5plus_candles,0.0,10.0,8.0,0,,2026-07-14 15:29:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000154,FVG2-000307,1,bearish,bullish,2026-07-14 16:11:00-04:00,4.0,0.2913815044765938,2026-07-14 16:13:00-04:00,2026-07-14 16:13:00-04:00,29781.25,29791.25,29780.5,29790.75,29789.75,12.919553725351026,0.7353195165990057,0.8320720845725591,2,,2_candles,0.0,1.0,0.25,0,,2026-07-14 16:13:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000155,FVG2-000306,1,bullish,bearish,2026-07-14 16:06:00-04:00,12.5,0.8241943353616353,2026-07-14 16:07:00-04:00,2026-07-14 16:20:00-04:00,29788.0,29788.0,29776.25,29776.5,29779.75,10.26069338865353,1.1207819554102374,1.1451467805278515,14,13,5plus_candles,2.25,3.25,0.26,13,2.730769230769231,2026-07-14 16:20:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000156,FVG2-000311,1,bullish,bearish,2026-07-14 16:37:00-04:00,3.0,0.4530068504939625,2026-07-14 16:49:00-04:00,2026-07-14 16:50:00-04:00,29789.5,29790.75,29785.75,29787.0,29789.25,5.003080925289098,0.4996920971961971,0.9993841943923942,13,1,5plus_candles,0.0,2.25,0.75,1,4.75,2026-07-14 16:50:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000157,FVG2-000309,1,bullish,bearish,2026-07-14 16:32:00-04:00,0.25,0.03283637152413635,2026-07-14 18:08:00-04:00,2026-07-14 18:08:00-04:00,29780.5,29781.0,29770.5,29771.5,29776.75,7.133795066021331,1.261600580996153,1.4718673444955117,36,0,5plus_candles,0.0,5.25,21.0,0,,2026-07-14 18:08:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000158,FVG2-000279,1,bullish,bearish,2026-07-14 12:35:00-04:00,11.5,0.6166899092231828,2026-07-14 12:36:00-04:00,2026-07-14 18:10:00-04:00,29772.25,29780.0,29756.0,29761.25,29769.0,8.21357839876329,1.3392457545247582,2.9219907371449274,275,274,5plus_candles,1.25,7.75,0.6739130434782609,35,5.0928571428571425,2026-07-14 18:10:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000159,FVG2-000316,1,bullish,bearish,2026-07-14 18:21:00-04:00,4.5,0.4834179835400991,2026-07-14 18:42:00-04:00,2026-07-14 18:51:00-04:00,29779.25,29780.5,29773.25,29775.0,29775.5,5.374133373816696,0.7908251813597362,1.3490547211430794,30,9,5plus_candles,0.75,0.5,0.1111111111111111,9,1.5,2026-07-14 18:51:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000160,FVG2-000315,1,bullish,bearish,2026-07-14 18:20:00-04:00,1.5,0.15716680231129784,2026-07-14 18:52:00-04:00,2026-07-14 18:52:00-04:00,29775.25,29776.0,29766.0,29766.0,29769.75,5.7045524185440755,1.621511964712702,1.7529859077975156,32,0,5plus_candles,0.0,3.75,2.5,0,,2026-07-14 18:52:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000161,FVG2-000296,1,bearish,bullish,2026-07-14 14:38:00-04:00,4.75,0.4278301864636106,2026-07-14 14:39:00-04:00,2026-07-14 19:29:00-04:00,29850.0,29873.0,29849.75,29866.75,29859.5,12.219329491324075,1.3707789786577713,1.9027230599279512,231,,5plus_candles,0.0,7.25,1.5263157894736843,3,21.083333333333332,2026-07-14 19:29:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000162,FVG2-000322,1,bullish,bearish,2026-07-14 19:30:00-04:00,9.75,0.808403686734057,2026-07-14 19:31:00-04:00,2026-07-14 19:43:00-04:00,29863.0,29863.0,29850.75,29851.0,29854.5,10.187688268530252,1.1778923425707848,1.2024317663743427,13,12,5plus_candles,0.0,3.5,0.358974358974359,8,2.34375,2026-07-14 19:43:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000163,FVG2-000323,1,bullish,bearish,2026-07-14 19:47:00-04:00,2.25,0.21432088044952863,2026-07-14 20:00:00-04:00,2026-07-14 20:05:00-04:00,29863.5,29863.5,29839.0,29841.75,29853.75,14.393323708248113,1.5111172680383846,1.7021780720432378,18,5,5plus_candles,0.0,12.0,5.333333333333333,2,21.25,2026-07-14 20:05:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000164,FVG2-000326,1,bullish,bearish,2026-07-14 20:11:00-04:00,2.5,0.1502847346717199,2026-07-14 20:37:00-04:00,2026-07-14 20:37:00-04:00,29881.25,29882.5,29868.0,29869.5,29870.75,12.810939699581471,0.9171848650871308,1.1318451526607147,26,0,5plus_candles,0.0,1.25,0.5,0,,2026-07-14 20:37:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000165,FVG2-000330,1,bearish,bullish,2026-07-14 20:36:00-04:00,7.5,0.5932347299867059,2026-07-14 20:40:00-04:00,2026-07-14 20:40:00-04:00,29889.0,29897.75,29886.75,29897.5,29897.0,12.903565787164904,0.6587326433794678,0.8524775384910759,4,,4_candles,0.0,0.5,0.06666666666666667,0,,2026-07-14 20:40:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000166,FVG2-000331,1,bearish,bullish,2026-07-14 20:37:00-04:00,6.25,0.4878642899399632,2026-07-14 20:38:00-04:00,2026-07-14 20:40:00-04:00,29889.0,29897.75,29886.75,29897.5,29888.75,12.903565787164904,0.6587326433794678,0.8524775384910759,3,,3_candles,0.5,8.75,1.4,2,9.625,2026-07-14 20:40:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000167,FVG2-000332,1,bearish,bullish,2026-07-14 20:43:00-04:00,14.5,0.9827319455655406,2026-07-14 20:45:00-04:00,2026-07-14 20:46:00-04:00,29876.75,29883.5,29873.0,29880.0,29877.5,15.261576473447986,0.21295309863003561,0.6880023186508842,3,,3_candles,1.5,2.5,0.1724137931034483,1,16.75,2026-07-14 20:46:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000168,FVG2-000329,1,bearish,bullish,2026-07-14 20:35:00-04:00,1.0,0.07878992912156593,2026-07-14 20:51:00-04:00,2026-07-14 20:51:00-04:00,29896.0,29906.25,29890.75,29903.0,29901.25,14.9242568452801,0.46903507977442765,1.0385776766433756,16,,5plus_candles,0.0,1.75,1.75,0,,2026-07-14 20:51:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000169,FVG2-000328,1,bearish,bullish,2026-07-14 20:34:00-04:00,6.0,0.46934886081931576,2026-07-14 20:52:00-04:00,2026-07-14 20:55:00-04:00,29907.0,29918.25,29902.25,29914.0,29912.5,14.081045651760851,0.4971221721111771,1.1362792505398334,21,,5plus_candles,0.0,1.5,0.25,3,3.5833333333333335,2026-07-14 20:55:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000170,FVG2-000327,1,bearish,bullish,2026-07-14 20:33:00-04:00,1.25,0.09588641292525993,2026-07-14 20:55:00-04:00,2026-07-14 20:57:00-04:00,29912.25,29920.0,29909.75,29919.75,29918.25,13.321156709936654,0.5630141708644207,0.769452700181375,24,,5plus_candles,0.0,1.5,1.2,1,7.0,2026-07-14 20:57:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000171,FVG2-000334,1,bullish,bearish,2026-07-14 20:51:00-04:00,6.75,0.45228382692534097,2026-07-14 21:01:00-04:00,2026-07-14 21:02:00-04:00,29886.0,29888.5,29878.5,29881.0,29884.0,14.256060511064048,0.35072802869485076,0.7014560573897015,11,1,5plus_candles,0.75,3.0,0.4444444444444444,1,9.25,2026-07-14 21:02:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000172,FVG2-000338,1,bearish,bullish,2026-07-14 21:03:00-04:00,0.25,0.017150239167720824,2026-07-14 21:04:00-04:00,2026-07-14 21:04:00-04:00,29871.0,29888.75,29869.25,29886.0,29883.25,14.928695032499103,1.0047763697594243,1.3062092806872516,1,,1_candles,0.0,2.75,11.0,0,,2026-07-14 21:04:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000173,FVG2-000337,1,bearish,bullish,2026-07-14 21:02:00-04:00,6.0,0.4208736344338209,2026-07-14 21:04:00-04:00,2026-07-14 21:15:00-04:00,29885.0,29913.0,29885.0,29913.0,29894.5,15.714276038149189,1.781819278980784,1.781819278980784,13,,5plus_candles,0.0,18.5,3.0833333333333335,6,8.958333333333334,2026-07-14 21:15:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000174,FVG2-000336,1,bearish,bullish,2026-07-14 21:01:00-04:00,19.0,1.3028467396352272,2026-07-14 21:15:00-04:00,2026-07-14 21:23:00-04:00,29917.25,29921.25,29915.75,29917.5,29917.0,13.019287810291546,0.0192022792369932,0.4224501432138504,22,,5plus_candles,1.5,0.5,0.02631578947368421,8,7.84375,2026-07-14 21:23:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000175,FVG2-000340,1,bullish,bearish,2026-07-14 21:23:00-04:00,9.75,0.7488888902427348,2026-07-14 21:24:00-04:00,2026-07-14 21:42:00-04:00,29919.0,29924.25,29902.0,29904.25,29906.0,14.154519140994953,1.0420700168669375,1.5719361271382617,19,18,5plus_candles,1.25,1.75,0.1794871794871795,8,7.34375,2026-07-14 21:42:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000176,FVG2-000344,1,bearish,bullish,2026-07-14 22:58:00-04:00,2.0,0.2941861365537821,2026-07-14 23:02:00-04:00,2026-07-14 23:16:00-04:00,29957.75,29974.25,29957.0,29972.25,29969.25,7.532661863533693,1.9249503379669584,2.2900271262020713,18,,5plus_candles,0.0,3.0,1.5,2,9.0,2026-07-14 23:16:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000177,FVG2-000348,1,bullish,bearish,2026-07-14 23:50:00-04:00,7.25,0.9689171673230305,2026-07-15 00:03:00-04:00,2026-07-15 00:08:00-04:00,30001.5,30002.25,29997.5,30001.0,30001.25,5.59482308817299,0.08936833070860814,0.8489991417317773,18,5,5plus_candles,0.5,0.25,0.034482758620689655,5,2.55,2026-07-15 00:08:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000178,FVG2-000349,1,bearish,bullish,2026-07-15 00:15:00-04:00,0.5,0.09219276558507106,2026-07-15 00:16:00-04:00,2026-07-15 00:16:00-04:00,30001.25,30006.0,30000.25,30003.75,30001.75,5.464603392026237,0.45748974274105875,1.052226408304435,1,,1_candles,0.0,2.0,4.0,0,,2026-07-15 00:16:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000179,FVG2-000347,1,bullish,bearish,2026-07-14 23:49:00-04:00,1.25,0.1737854222491164,2026-07-15 00:09:00-04:00,2026-07-15 00:29:00-04:00,30000.0,30001.0,29989.25,29990.25,29996.0,5.601029989131297,1.7407512580578408,2.0978284391979107,40,20,5plus_candles,0.25,5.75,4.6,3,2.25,2026-07-15 00:29:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000180,FVG2-000352,1,bullish,bearish,2026-07-15 00:33:00-04:00,2.75,0.4824752710954451,2026-07-15 00:34:00-04:00,2026-07-15 00:34:00-04:00,29995.75,29998.25,29986.75,29988.5,29992.0,6.114075845917115,1.1857883648665297,1.8809056822020815,1,0,1_candles,0.0,3.5,1.2727272727272727,0,,2026-07-15 00:34:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000181,FVG2-000350,1,bearish,bullish,2026-07-15 00:29:00-04:00,1.25,0.22317323821254367,2026-07-15 00:36:00-04:00,2026-07-15 00:36:00-04:00,29997.25,30005.75,29997.0,30003.75,30002.25,6.479738867142819,1.0031268440399534,1.3503630592845528,7,,5plus_candles,0.0,1.5,1.2,0,,2026-07-15 00:36:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000182,FVG2-000351,1,bearish,bullish,2026-07-15 00:30:00-04:00,6.25,1.082741364432106,2026-07-15 00:31:00-04:00,2026-07-15 00:36:00-04:00,29997.25,30005.75,29997.0,30003.75,29997.5,6.479738867142819,1.0031268440399534,1.3503630592845528,6,,5plus_candles,0.75,6.25,1.0,5,4.4,2026-07-15 00:36:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000183,FVG2-000355,1,bearish,bullish,2026-07-15 01:06:00-04:00,4.25,0.33219958249532044,2026-07-15 01:07:00-04:00,2026-07-15 01:08:00-04:00,30003.75,30014.75,30001.0,30010.25,30010.0,12.908693169354578,0.5035366411397161,1.0651736639493994,2,,2_candles,0.0,0.25,0.058823529411764705,1,7.75,2026-07-15 01:08:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000184,FVG2-000356,1,bullish,bearish,2026-07-15 01:09:00-04:00,2.0,0.15379290837387,2026-07-15 01:10:00-04:00,2026-07-15 01:10:00-04:00,30023.75,30025.75,30002.75,30002.75,30007.5,13.718465028678184,1.5307835064710162,1.6765724118492082,1,0,1_candles,0.0,4.75,2.375,0,,2026-07-15 01:10:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000185,FVG2-000357,1,bullish,bearish,2026-07-15 01:18:00-04:00,4.75,0.39465839003677416,2026-07-15 01:21:00-04:00,2026-07-15 01:21:00-04:00,30023.0,30025.0,30005.75,30005.75,30007.25,12.263388721607598,1.4066258838885368,1.5697129428901062,3,0,3_candles,0.0,1.5,0.3157894736842105,0,,2026-07-15 01:21:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000186,FVG2-000345,1,bullish,bearish,2026-07-14 23:28:00-04:00,3.75,0.5671399425955657,2026-07-14 23:29:00-04:00,2026-07-15 01:31:00-04:00,29979.0,29984.0,29967.75,29967.75,29975.25,11.180016152168514,1.0062597268983293,1.4534862721864756,123,122,5plus_candles,0.0,7.5,2.0,6,3.5,2026-07-15 01:31:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000187,FVG2-000358,1,bearish,bullish,2026-07-15 01:26:00-04:00,8.75,0.7645343828998997,2026-07-15 01:32:00-04:00,2026-07-15 01:37:00-04:00,29998.0,30006.0,29997.0,30003.5,29998.5,11.233432290307446,0.48960993023882565,0.801179885845351,11,,5plus_candles,1.5,5.0,0.5714285714285714,4,7.3125,2026-07-15 01:37:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000188,FVG2-000359,1,bearish,bullish,2026-07-15 01:51:00-04:00,2.25,0.23435099228877596,2026-07-15 01:52:00-04:00,2026-07-15 01:52:00-04:00,29997.0,30003.5,29993.75,30003.5,30000.0,9.611627495405045,0.6762642438137978,1.0143963657206967,1,,1_candles,0.0,3.5,1.5555555555555556,0,,2026-07-15 01:52:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000189,FVG2-000365,1,bearish,bullish,2026-07-15 02:22:00-04:00,2.5,0.3103299538964198,2026-07-15 02:23:00-04:00,2026-07-15 02:24:00-04:00,30031.75,30035.25,30031.5,30034.0,30033.25,7.512521114256745,0.2994999901870632,0.49916665031177193,2,,2_candles,0.0,0.75,0.3,1,3.5,2026-07-15 02:24:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000190,FVG2-000368,1,bullish,bearish,2026-07-15 03:05:00-04:00,12.75,1.0856257365609985,2026-07-15 03:07:00-04:00,2026-07-15 03:15:00-04:00,30035.75,30035.75,30026.75,30027.25,30033.0,10.41278580316369,0.8163041246289218,0.8643220143129761,10,8,5plus_candles,0.0,5.75,0.45098039215686275,8,4.34375,2026-07-15 03:15:00-04:00,2026-07-15 11:15:00-04:00,EXPIRED_ACTIVE_8H
IFVG2-000191,FVG2-000367,1,bullish,bearish,2026-07-15 03:04:00-04:00,9.75,0.8583251856161533,2026-07-15 03:15:00-04:00,2026-07-15 03:18:00-04:00,30028.0,30028.0,30015.0,30015.0,30017.75,10.858651752751687,1.1972020372331837,1.1972020372331837,14,3,5plus_candles,0.75,2.75,0.28205128205128205,3,5.833333333333333,2026-07-15 03:18:00-04:00,2026-07-15 11:18:00-04:00,EXPIRED_ACTIVE_8H
IFVG2-000192,FVG2-000371,1,bearish,bullish,2026-07-15 03:25:00-04:00,2.5,0.213935331013681,2026-07-15 03:43:00-04:00,2026-07-15 03:48:00-04:00,29983.0,29997.0,29983.0,29997.0,29992.0,10.93995660943048,1.279712571065565,1.279712571065565,23,,5plus_candles,0.0,5.0,2.0,1,3.75,2026-07-15 03:48:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000193,FVG2-000372,1,bearish,bullish,2026-07-15 03:26:00-04:00,17.25,1.3631355492977488,2026-07-15 03:33:00-04:00,2026-07-15 03:48:00-04:00,29983.0,29997.0,29983.0,29997.0,29987.5,10.93995660943048,1.279712571065565,1.279712571065565,22,,5plus_candles,2.25,9.5,0.5507246376811594,14,4.053571428571429,2026-07-15 03:48:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000194,FVG2-000374,1,bullish,bearish,2026-07-15 03:48:00-04:00,2.5,0.22852010197599373,2026-07-15 04:00:00-04:00,2026-07-15 04:00:00-04:00,29997.25,29998.75,29976.75,29976.75,29980.5,10.348471325547527,1.980968913678211,2.1259178585814946,12,0,5plus_candles,0.0,3.75,1.5,0,,2026-07-15 04:00:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000195,FVG2-000378,1,bearish,bullish,2026-07-15 04:22:00-04:00,8.5,0.6041287202169862,2026-07-15 04:27:00-04:00,2026-07-15 04:29:00-04:00,29905.0,29913.5,29905.0,29913.25,29905.0,13.150812657407196,0.6273376569890673,0.6463478890190391,7,,5plus_candles,0.75,8.25,0.9705882352941176,2,5.75,2026-07-15 04:29:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000196,FVG2-000381,1,bullish,bearish,2026-07-15 04:30:00-04:00,2.75,0.21100449894876794,2026-07-15 04:31:00-04:00,2026-07-15 04:31:00-04:00,29913.5,29913.5,29904.25,29904.25,29905.75,12.923404791335797,0.7157556502603286,0.7157556502603286,1,0,1_candles,0.0,1.5,0.5454545454545454,0,,2026-07-15 04:31:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000197,FVG2-000383,1,bullish,bearish,2026-07-15 04:46:00-04:00,10.0,0.853132259990029,2026-07-15 04:47:00-04:00,2026-07-15 04:50:00-04:00,29928.0,29929.25,29922.0,29922.0,29925.75,10.558344269575006,0.5682709188873145,0.686660693655505,4,3,4_candles,0.0,3.75,0.375,3,3.8333333333333335,2026-07-15 04:50:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000198,FVG2-000382,1,bullish,bearish,2026-07-15 04:45:00-04:00,7.75,0.6454147751427376,2026-07-15 04:50:00-04:00,2026-07-15 04:53:00-04:00,29920.5,29920.5,29915.5,29915.5,29917.0,10.209614562775617,0.4897344526824806,0.4897344526824806,8,3,5plus_candles,0.0,1.5,0.1935483870967742,3,6.75,2026-07-15 04:53:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000199,FVG2-000384,1,bearish,bullish,2026-07-15 04:49:00-04:00,1.75,0.16184473716179112,2026-07-15 04:57:00-04:00,2026-07-15 04:57:00-04:00,29927.75,29937.75,29927.75,29934.75,29933.5,10.175130193862827,0.6879518852959817,0.9827884075656882,8,,5plus_candles,0.0,1.25,0.7142857142857143,0,,2026-07-15 04:57:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000200,FVG2-000385,1,bullish,bearish,2026-07-15 04:57:00-04:00,6.0,0.5896730445394129,2026-07-15 05:52:00-04:00,2026-07-15 05:56:00-04:00,29923.5,29925.0,29917.5,29920.0,29921.75,7.556792290210075,0.46315948164068194,0.992484603515747,59,4,5plus_candles,0.5,1.75,0.2916666666666667,4,5.1875,2026-07-15 05:56:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000201,FVG2-000397,1,bearish,bullish,2026-07-15 06:42:00-04:00,1.0,0.11149663316079379,2026-07-15 06:45:00-04:00,2026-07-15 06:45:00-04:00,29902.0,29910.0,29899.75,29909.5,29907.0,8.470984283111841,0.8853752703747023,1.210012869512093,3,,3_candles,0.0,2.5,2.5,0,,2026-07-15 06:45:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000202,FVG2-000394,1,bearish,bullish,2026-07-15 06:24:00-04:00,4.5,0.4856092288553414,2026-07-15 06:37:00-04:00,2026-07-15 06:54:00-04:00,29917.25,29923.75,29914.5,29923.75,29923.0,7.3893487581632105,0.8796445008525652,1.2518017896748044,30,,5plus_candles,0.0,0.75,0.16666666666666666,6,4.333333333333333,2026-07-15 06:54:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000203,FVG2-000393,1,bearish,bullish,2026-07-15 06:23:00-04:00,4.0,0.45125592912688056,2026-07-15 06:55:00-04:00,2026-07-15 06:56:00-04:00,29925.5,29934.25,29925.0,29931.25,29930.5,7.430101735355014,0.7738790402612519,1.2449358473767964,33,,5plus_candles,0.0,0.75,0.1875,1,5.5,2026-07-15 06:56:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000204,FVG2-000390,1,bearish,bullish,2026-07-15 05:46:00-04:00,1.5,0.21223607376719208,2026-07-15 07:00:00-04:00,2026-07-15 07:00:00-04:00,29926.0,29953.0,29924.5,29950.25,29950.0,9.252508997903858,2.620910717892174,3.0802455859763693,74,,5plus_candles,0.0,0.25,0.16666666666666666,0,,2026-07-15 07:00:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000205,FVG2-000400,1,bearish,bullish,2026-07-15 07:07:00-04:00,4.0,0.4459662069907538,2026-07-15 07:08:00-04:00,2026-07-15 07:08:00-04:00,29924.5,29938.0,29922.75,29938.0,29936.25,9.417911641681874,1.4334388040180357,1.6192549452796328,1,,1_candles,0.0,1.75,0.4375,0,,2026-07-15 07:08:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
IFVG2-000206,FVG2-000398,1,bullish,bearish,2026-07-15 06:55:00-04:00,3.75,0.5143955613484149,2026-07-15 06:57:00-04:00,2026-07-15 07:27:00-04:00,29923.0,29923.0,29916.5,29916.75,29917.5,8.523409896414702,0.7332746020614365,0.762605586143894,32,30,5plus_candles,0.0,0.75,0.2,4,4.9375,2026-07-15 07:27:00-04:00,,DEACTIVATED_CLOSE_THROUGH
IFVG2-000207,FVG2-000401,1,bullish,bearish,2026-07-15 07:38:00-04:00,2.25,0.2707016995735719,2026-07-15 07:39:00-04:00,2026-07-15 07:44:00-04:00,29935.25,29935.25,29924.0,29928.25,29929.75,7.942517268155528,0.881332676236736,1.4164275153804684,6,5,5plus_candles,0.0,1.5,0.6666666666666666,2,1.125,2026-07-15 07:44:00-04:00,,DEACTIVATED_OVERSHOOT_LIMIT
