id,timeframe,direction,source_seq,source_ts_et,source_open,source_high,source_low,source_close,relevant_wick_length,opposite_wick_length,real_body_length,body_was_zero,total_range,wick_body_ratio,wick_range_ratio,dominant_wick_ratio,atr_at_source_close,zone_lo,zone_hi,mfe_after_1,mfe_after_2,mfe_after_3,mfe_after_1_atr,mfe_after_2_atr,mfe_after_3_atr,activated,activation_candle_number,activation_ts_et,first_tap_ts_et,first_tap_was_activated,n_taps,max_penetration,deactivation_ts_et,deactivation_reason_final
RB2-000283,1,bullish,654,2026-07-13 04:54:00-04:00,29751.0,29752.0,29742.25,29743.75,1.5,1.0,7.25,False,9.75,0.20689655172413793,0.15384615384615385,1.5,9.129892473196861,29742.25,29743.75,1.25,,,0.13691289395463258,,,False,,,2026-07-13 04:55:00-04:00,False,1,4.25,2026-07-13 04:55:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000284,1,bullish,655,2026-07-13 04:55:00-04:00,29745.0,29745.0,29738.0,29739.5,1.5,0.0,5.5,False,7.0,0.2727272727272727,0.21428571428571427,6.0,8.977757296539943,29738.0,29739.5,5.25,,,0.5847785617933074,,,False,,,2026-07-13 04:56:00-04:00,False,1,1.0,2026-07-13 04:56:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000285,1,bearish,657,2026-07-13 04:57:00-04:00,29745.25,29751.0,29739.25,29741.25,5.75,2.0,4.0,False,11.75,1.4375,0.48936170212765956,2.875,9.094341750588011,29745.25,29751.0,11.0,11.25,11.25,1.2095432854487544,1.2370329055725897,1.2370329055725897,False,,,2026-07-13 04:59:00-04:00,False,6,5.5,2026-07-13 05:18:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000286,1,bullish,660,2026-07-13 05:00:00-04:00,29747.5,29751.25,29738.0,29742.25,4.25,3.75,5.25,False,13.25,0.8095238095238095,0.32075471698113206,1.1333333333333333,9.554398260219338,29738.0,29742.25,4.75,8.0,8.0,0.4971532346288185,0.8373107109537996,0.8373107109537996,False,,,2026-07-13 05:01:00-04:00,False,3,17.75,2026-07-13 05:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000287,1,bearish,664,2026-07-13 05:04:00-04:00,29722.0,29728.5,29721.75,29726.5,2.0,0.25,4.5,False,6.75,0.4444444444444444,0.2962962962962963,8.0,10.251136732354345,29726.5,29728.5,4.75,7.25,7.25,0.4633632468298063,0.7072386398981253,0.7072386398981253,False,,,2026-07-13 05:05:00-04:00,False,3,4.25,2026-07-13 05:08:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000288,1,bullish,665,2026-07-13 05:05:00-04:00,29726.25,29727.25,29721.75,29724.25,2.5,1.0,2.0,False,5.5,1.25,0.45454545454545453,2.5,9.911769822900464,29721.75,29724.25,-0.25,,,-0.02522253890747061,,,False,,,2026-07-13 05:06:00-04:00,False,1,2.5,2026-07-13 05:06:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000289,1,bullish,666,2026-07-13 05:06:00-04:00,29723.25,29724.0,29719.25,29721.5,2.25,0.75,1.75,False,4.75,1.2857142857142858,0.47368421052631576,3.0,9.560929121264717,29719.25,29721.5,6.75,11.25,11.25,0.7059983307466577,1.176663884577763,1.176663884577763,False,,,2026-07-13 05:07:00-04:00,False,2,1.25,2026-07-13 05:10:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000290,1,bullish,669,2026-07-13 05:09:00-04:00,29726.75,29727.25,29722.25,29726.5,4.25,0.5,0.25,False,5.0,17.0,0.85,8.5,8.943462565385781,29722.25,29726.5,0.0,,,0.0,,,False,,,2026-07-13 05:10:00-04:00,False,1,4.25,2026-07-13 05:10:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000291,1,bullish,671,2026-07-13 05:11:00-04:00,29724.0,29726.5,29720.5,29725.75,3.5,0.75,1.75,False,6.0,2.0,0.5833333333333334,4.666666666666667,8.703801905868351,29720.5,29724.0,2.75,2.75,,0.31595388196345225,0.31595388196345225,,False,,,2026-07-13 05:12:00-04:00,False,2,1.5,2026-07-13 05:13:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000292,1,bullish,675,2026-07-13 05:15:00-04:00,29733.75,29735.5,29729.75,29733.0,3.25,1.75,0.75,False,5.75,4.333333333333333,0.5652173913043478,1.8571428571428572,8.342150047727666,29729.75,29733.0,9.0,19.0,,1.078858561463004,2.2775902964218977,,True,2,2026-07-13 05:17:00-04:00,2026-07-13 05:16:00-04:00,False,2,1.0,2026-07-13 07:57:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000293,1,bullish,679,2026-07-13 05:19:00-04:00,29753.25,29754.5,29747.5,29750.25,2.75,1.25,3.0,False,7.0,0.9166666666666666,0.39285714285714285,2.2,8.516442303028683,29747.5,29750.25,3.5,3.5,3.5,0.410969730723744,0.410969730723744,0.410969730723744,False,,,2026-07-13 05:21:00-04:00,False,4,6.5,2026-07-13 06:07:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000294,1,bearish,680,2026-07-13 05:20:00-04:00,29751.5,29753.75,29751.0,29751.75,2.0,0.5,0.25,False,2.75,8.0,0.7272727272727273,4.0,8.15812499566949,29751.75,29753.75,3.25,3.25,3.25,0.3983758525059582,0.3983758525059582,0.3983758525059582,False,,,2026-07-13 05:21:00-04:00,False,3,7.0,2026-07-13 05:23:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000295,1,bearish,684,2026-07-13 05:24:00-04:00,29758.75,29760.5,29754.75,29754.75,1.75,0.0,4.0,False,5.75,0.4375,0.30434782608695654,7.0,7.70583761977604,29758.75,29760.5,2.5,,,0.32442936425030183,,,False,,,2026-07-13 05:25:00-04:00,False,1,4.75,2026-07-13 05:25:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000296,1,bearish,686,2026-07-13 05:26:00-04:00,29762.25,29766.25,29753.0,29754.75,4.0,1.75,7.5,False,13.25,0.5333333333333333,0.3018867924528302,2.2857142857142856,8.287176315010973,29762.25,29766.25,9.0,9.0,9.0,1.086015267190328,1.086015267190328,1.086015267190328,False,,,2026-07-13 05:29:00-04:00,False,3,1.25,2026-07-13 05:31:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000297,1,bullish,687,2026-07-13 05:27:00-04:00,29755.0,29759.5,29753.25,29759.0,1.75,0.5,4.0,False,6.25,0.4375,0.28,3.5,8.141663721081617,29753.25,29755.0,6.5,9.5,12.0,0.7983626225152514,1.166837679060752,1.4739002261820027,False,,,2026-07-13 05:32:00-04:00,False,3,1.25,2026-07-13 05:51:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000298,1,bullish,688,2026-07-13 05:28:00-04:00,29758.5,29761.5,29757.75,29761.0,0.75,0.5,2.5,False,3.75,0.3,0.2,1.5,7.827973455290072,29757.75,29758.5,6.0,8.5,9.0,0.7664819041951727,1.0858493642764946,1.149722856292759,False,,,2026-07-13 05:31:00-04:00,False,1,2.5,2026-07-13 05:31:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000299,1,bullish,690,2026-07-13 05:30:00-04:00,29763.0,29767.0,29759.0,29764.75,4.0,2.25,1.75,False,8.0,2.2857142857142856,0.5,1.7777777777777777,7.652691397673584,29759.0,29763.0,4.5,,,0.5880284159071145,,,False,,,2026-07-13 05:31:00-04:00,False,1,3.75,2026-07-13 05:31:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000300,1,bearish,693,2026-07-13 05:33:00-04:00,29759.5,29766.25,29759.5,29763.25,3.0,0.0,3.75,False,6.75,0.8,0.4444444444444444,12.0,7.84464759500323,29763.25,29766.25,7.5,7.5,7.5,0.9560658919563502,0.9560658919563502,0.9560658919563502,False,,,2026-07-13 05:35:00-04:00,False,2,2.25,2026-07-13 05:36:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000301,1,bullish,694,2026-07-13 05:34:00-04:00,29762.25,29762.25,29755.75,29760.25,4.5,0.0,2.0,False,6.5,2.25,0.6923076923076923,18.0,7.820029909645856,29755.75,29760.25,5.75,8.25,13.75,0.7352913053321556,1.0549831772157015,1.7583052953595024,True,3,2026-07-13 05:37:00-04:00,2026-07-13 05:35:00-04:00,False,4,2.75,2026-07-13 05:50:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000302,1,bullish,696,2026-07-13 05:36:00-04:00,29766.75,29768.5,29762.75,29767.0,4.0,1.5,0.25,False,5.75,16.0,0.6956521739130435,2.6666666666666665,7.617780891480356,29762.75,29766.75,7.25,8.0,8.0,0.9517207311788558,1.050174599921496,1.050174599921496,False,,,2026-07-13 05:39:00-04:00,False,4,1.0,2026-07-13 05:42:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000303,1,bearish,698,2026-07-13 05:38:00-04:00,29773.5,29774.75,29769.75,29769.75,1.25,0.0,3.75,False,5.0,0.3333333333333333,0.25,5.0,7.38982127887847,29773.5,29774.75,9.5,9.5,9.5,1.2855520643175535,1.2855520643175535,1.2855520643175535,False,,,2026-07-13 05:44:00-04:00,False,1,1.75,2026-07-13 05:44:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000304,1,bearish,702,2026-07-13 05:42:00-04:00,29768.0,29770.0,29761.75,29763.0,2.0,1.25,5.0,False,8.25,0.4,0.24242424242424243,1.6,7.156437045659309,29768.0,29770.0,4.25,,,0.593870940648854,,,False,,,2026-07-13 05:43:00-04:00,False,1,2.75,2026-07-13 05:43:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000305,1,bearish,703,2026-07-13 05:43:00-04:00,29763.75,29772.75,29763.75,29770.25,2.5,0.0,6.5,False,9.0,0.38461538461538464,0.2777777777777778,10.0,7.34169154239793,29770.25,29772.75,-0.75,,,-0.1021562940459681,,,False,,,2026-07-13 05:44:00-04:00,False,1,3.75,2026-07-13 05:44:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000306,1,bullish,705,2026-07-13 05:45:00-04:00,29773.25,29773.75,29769.0,29771.25,2.25,0.5,2.0,False,4.75,1.125,0.47368421052631576,4.5,7.084162605434949,29769.0,29771.25,0.25,,,0.035289986117512426,,,False,,,2026-07-13 05:46:00-04:00,False,1,2.75,2026-07-13 05:46:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000307,1,bearish,706,2026-07-13 05:46:00-04:00,29769.75,29771.5,29766.25,29766.25,1.75,0.0,3.5,False,5.25,0.5,0.3333333333333333,7.0,6.953150990761024,29769.75,29771.5,3.5,9.75,11.0,0.5033689049253516,1.4022419494349079,1.582016558336819,True,3,2026-07-13 05:49:00-04:00,2026-07-13 05:47:00-04:00,False,3,1.0,2026-07-13 05:57:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000308,1,bullish,712,2026-07-13 05:52:00-04:00,29755.75,29759.25,29754.25,29758.75,1.5,0.5,3.0,False,5.0,0.5,0.3,3.0,6.54618379280798,29754.25,29755.75,11.75,,,1.7949389097368815,,,True,1,2026-07-13 05:53:00-04:00,2026-07-13 06:05:00-04:00,True,1,3.75,2026-07-13 06:05:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000309,1,bearish,714,2026-07-13 05:54:00-04:00,29767.5,29769.0,29765.25,29766.0,1.5,0.75,1.5,False,3.75,1.0,0.4,2.0,6.542372760125248,29767.5,29769.0,2.75,,,0.4203367953536407,,,False,,,2026-07-13 05:55:00-04:00,False,1,0.75,2026-07-13 05:55:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000310,1,bullish,715,2026-07-13 05:55:00-04:00,29766.25,29769.75,29764.75,29768.5,1.5,1.25,2.25,False,5.0,0.6666666666666666,0.3,1.2,6.43220327725916,29764.75,29766.25,3.25,,,0.5052701010694526,,,False,,,2026-07-13 05:56:00-04:00,False,1,1.75,2026-07-13 05:56:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000311,1,bullish,717,2026-07-13 05:57:00-04:00,29768.25,29772.5,29765.0,29769.5,3.25,3.0,1.25,False,7.5,2.6,0.43333333333333335,1.0833333333333333,6.51297119314693,29765.0,29768.25,2.0,4.25,9.75,0.30707950959531916,0.6525439578900533,1.497012609277181,False,,,2026-07-13 05:58:00-04:00,False,3,3.0,2026-07-13 06:02:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000312,1,bearish,720,2026-07-13 06:00:00-04:00,29772.0,29778.0,29770.5,29772.75,5.25,1.5,0.75,False,7.5,7.0,0.7,3.5,6.317692314629666,29772.75,29778.0,3.5,10.75,,0.553999755875285,1.7015706787598042,,True,2,2026-07-13 06:02:00-04:00,2026-07-13 06:01:00-04:00,False,2,13.25,2026-07-13 07:00:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000313,1,bullish,722,2026-07-13 06:02:00-04:00,29768.5,29769.0,29762.0,29764.0,2.0,0.5,4.5,False,7.0,0.4444444444444444,0.2857142857142857,4.0,6.742040822308232,29762.0,29764.0,-0.5,,,-0.07416152069942791,,,False,,,2026-07-13 06:03:00-04:00,False,1,4.0,2026-07-13 06:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000314,1,bullish,723,2026-07-13 06:03:00-04:00,29763.0,29763.5,29758.0,29759.75,1.75,0.5,3.25,False,5.5,0.5384615384615384,0.3181818181818182,3.5,6.689037906429073,29758.0,29759.75,6.5,6.5,,0.9717391485780964,0.9717391485780964,,False,,,2026-07-13 06:04:00-04:00,False,2,7.5,2026-07-13 06:05:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000315,1,bearish,724,2026-07-13 06:04:00-04:00,29759.0,29766.25,29758.5,29762.0,4.25,0.5,3.0,False,7.75,1.4166666666666667,0.5483870967741935,8.5,6.76482091311271,29762.0,29766.25,11.5,,,1.6999710927614908,,,True,1,2026-07-13 06:05:00-04:00,2026-07-13 06:05:00-04:00,True,10,25.0,2026-07-13 07:00:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000316,1,bullish,726,2026-07-13 06:06:00-04:00,29755.5,29757.5,29752.5,29754.75,2.25,2.0,0.75,False,5.0,3.0,0.45,1.125,6.969411909775755,29752.5,29754.75,-0.25,,,-0.03587103233908927,,,False,,,2026-07-13 06:07:00-04:00,False,1,11.5,2026-07-13 06:07:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000317,1,bearish,729,2026-07-13 06:09:00-04:00,29748.75,29753.75,29745.75,29747.25,5.0,1.5,1.5,False,8.0,3.3333333333333335,0.625,3.3333333333333335,7.5621530487526725,29748.75,29753.75,6.5,9.75,9.75,0.8595435662429673,1.289315349364451,1.289315349364451,False,,,2026-07-13 06:16:00-04:00,False,2,5.75,2026-07-13 06:17:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000318,1,bearish,730,2026-07-13 06:10:00-04:00,29746.5,29748.0,29742.25,29742.25,1.5,0.0,4.25,False,5.75,0.35294117647058826,0.2608695652173913,6.0,7.432713545270339,29746.5,29748.0,7.5,7.5,7.5,1.0090527442393469,1.0090527442393469,1.0090527442393469,False,,,2026-07-13 06:14:00-04:00,False,3,4.5,2026-07-13 06:16:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000319,1,bullish,731,2026-07-13 06:11:00-04:00,29742.0,29744.0,29739.0,29742.25,3.0,1.75,0.25,False,5.0,12.0,0.6,1.7142857142857142,7.2589482920367425,29739.0,29742.0,3.25,3.25,5.0,0.44772326089790937,0.44772326089790937,0.6888050167660144,False,,,2026-07-13 06:12:00-04:00,False,8,1.25,2026-07-13 06:30:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000320,1,bearish,732,2026-07-13 06:12:00-04:00,29743.0,29745.25,29742.0,29743.75,1.5,1.0,0.75,False,3.25,2.0,0.46153846153846156,1.5,6.972594842605546,29743.75,29745.25,3.75,3.75,,0.5378198625690813,0.5378198625690813,,False,,,2026-07-13 06:14:00-04:00,False,1,1.75,2026-07-13 06:14:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000321,1,bullish,735,2026-07-13 06:15:00-04:00,29747.0,29747.75,29742.25,29744.5,2.25,0.75,2.5,False,5.5,0.9,0.4090909090909091,3.0,6.587842882363114,29742.25,29744.5,8.0,15.0,,1.2143580444848638,2.2769213334091196,,True,2,2026-07-13 06:17:00-04:00,2026-07-13 06:26:00-04:00,True,1,3.5,2026-07-13 06:26:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000322,1,bullish,740,2026-07-13 06:20:00-04:00,29765.25,29765.25,29762.25,29763.75,1.5,0.0,1.5,False,3.0,1.0,0.5,6.0,6.767200696363956,29762.25,29763.75,-0.25,,,-0.03694289725060556,,,False,,,2026-07-13 06:21:00-04:00,False,1,3.0,2026-07-13 06:21:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000323,1,bullish,741,2026-07-13 06:21:00-04:00,29763.0,29763.5,29759.25,29761.75,2.5,0.5,1.25,False,4.25,2.0,0.5882352941176471,5.0,6.605257789480816,29759.25,29761.75,0.75,,,0.1135459090172696,,,False,,,2026-07-13 06:22:00-04:00,False,1,2.75,2026-07-13 06:22:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000324,1,bullish,742,2026-07-13 06:22:00-04:00,29762.5,29762.5,29756.5,29758.0,1.5,0.0,4.5,False,6.0,0.3333333333333333,0.25,6.0,6.5620250902321855,29756.5,29758.0,6.0,6.0,,0.9143518833738109,0.9143518833738109,,False,,,2026-07-13 06:23:00-04:00,False,2,6.25,2026-07-13 06:24:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000325,1,bullish,745,2026-07-13 06:25:00-04:00,29751.5,29751.5,29746.75,29750.75,4.0,0.0,0.75,False,4.75,5.333333333333333,0.8421052631578947,16.0,6.808407114883423,29746.75,29750.75,-0.5,,,-0.07343861663427588,,,False,,,2026-07-13 06:26:00-04:00,False,1,8.0,2026-07-13 06:26:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000326,1,bearish,747,2026-07-13 06:27:00-04:00,29739.25,29746.25,29739.25,29744.25,2.0,0.0,5.0,False,7.0,0.4,0.2857142857142857,8.0,7.166432665384176,29744.25,29746.25,4.0,4.0,6.5,0.5581577594834722,0.5581577594834722,0.9070063591606424,False,,,2026-07-13 06:28:00-04:00,False,4,3.75,2026-07-13 06:32:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000327,1,bullish,751,2026-07-13 06:31:00-04:00,29741.75,29745.0,29737.5,29744.25,4.25,0.75,2.5,False,7.5,1.7,0.5666666666666667,5.666666666666667,6.773505397647789,29737.5,29741.75,8.25,12.0,,1.2179808704168078,1.7716085387880842,,True,2,2026-07-13 06:33:00-04:00,2026-07-13 06:34:00-04:00,True,6,1.0,2026-07-13 06:44:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000328,1,bearish,753,2026-07-13 06:33:00-04:00,29750.0,29753.75,29743.75,29745.25,3.75,1.5,4.75,False,10.0,0.7894736842105263,0.375,2.5,7.002410266339164,29750.0,29753.75,11.75,,,1.6779936554821229,,,True,1,2026-07-13 06:34:00-04:00,2026-07-13 06:38:00-04:00,True,2,2.0,2026-07-13 06:39:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000329,1,bearish,755,2026-07-13 06:35:00-04:00,29739.5,29746.75,29739.5,29743.75,3.0,0.0,4.25,False,7.25,0.7058823529411765,0.41379310344827586,12.0,7.069680280669994,29743.75,29746.75,3.0,3.0,,0.4243473369230907,0.4243473369230907,,False,,,2026-07-13 06:36:00-04:00,False,2,3.0,2026-07-13 06:37:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000330,1,bearish,760,2026-07-13 06:40:00-04:00,29752.0,29757.25,29752.0,29754.5,2.75,0.0,2.5,False,5.25,1.1,0.5238095238095238,11.0,6.751175664252253,29754.5,29757.25,11.0,,,1.6293458424205198,,,True,1,2026-07-13 06:41:00-04:00,2026-07-13 06:41:00-04:00,True,2,2.0,2026-07-13 06:48:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000331,1,bullish,765,2026-07-13 06:45:00-04:00,29738.5,29743.75,29735.75,29741.5,2.75,2.25,3.0,False,8.0,0.9166666666666666,0.34375,1.2222222222222223,6.7405773373951545,29735.75,29738.5,6.5,6.5,20.75,0.9643090902524792,0.9643090902524792,3.078371326575222,True,3,2026-07-13 06:48:00-04:00,2026-07-13 07:55:00-04:00,True,1,1.0,2026-07-13 07:55:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000332,1,bearish,766,2026-07-13 06:46:00-04:00,29741.0,29745.0,29740.0,29740.75,4.0,0.75,0.25,False,5.0,16.0,0.8,5.333333333333333,6.616250384724071,29741.0,29745.0,2.0,2.0,,0.3022860205861767,0.3022860205861767,,False,,,2026-07-13 06:47:00-04:00,False,2,14.25,2026-07-13 06:48:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000333,1,bullish,767,2026-07-13 06:47:00-04:00,29740.5,29743.0,29739.0,29742.5,1.5,0.5,2.0,False,4.0,0.75,0.375,3.0,6.42937535724378,29739.0,29740.5,18.75,,,2.91630196685825,,,True,1,2026-07-13 06:48:00-04:00,2026-07-13 07:55:00-04:00,True,1,4.25,2026-07-13 07:55:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000334,1,bullish,770,2026-07-13 06:50:00-04:00,29755.0,29759.5,29748.75,29757.25,6.25,2.25,2.25,False,10.75,2.7777777777777777,0.5813953488372093,2.7777777777777777,7.542943753594964,29748.75,29755.0,5.25,5.25,5.25,0.6960147352945396,0.6960147352945396,0.6960147352945396,False,,,2026-07-13 06:51:00-04:00,False,5,2.5,2026-07-13 06:55:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000335,1,bearish,773,2026-07-13 06:53:00-04:00,29756.5,29757.25,29753.0,29753.0,0.75,0.0,3.5,False,4.25,0.21428571428571427,0.17647058823529413,3.0,7.220516554900925,29756.5,29757.25,2.75,,,0.38085917802285735,,,False,,,2026-07-13 06:54:00-04:00,False,1,1.0,2026-07-13 06:54:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000336,1,bearish,776,2026-07-13 06:56:00-04:00,29751.25,29754.25,29751.0,29752.75,1.5,0.25,1.5,False,3.25,1.0,0.46153846153846156,6.0,6.934848713964044,29752.75,29754.25,2.0,,,0.2883985047824894,,,False,,,2026-07-13 06:57:00-04:00,False,1,0.5,2026-07-13 06:57:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000337,1,bullish,778,2026-07-13 06:58:00-04:00,29751.75,29751.75,29748.0,29749.25,1.25,0.0,2.5,False,3.75,0.5,0.3333333333333333,5.0,6.584129758468997,29748.0,29749.25,8.25,42.0,,1.2530129725022865,6.378975132738914,,True,2,2026-07-13 07:00:00-04:00,2026-07-13 07:20:00-04:00,True,1,6.5,2026-07-13 07:20:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000338,1,bearish,781,2026-07-13 07:01:00-04:00,29785.0,29790.5,29777.0,29780.5,5.5,3.5,4.5,False,13.5,1.2222222222222223,0.4074074074074074,1.5714285714285714,9.115190626587605,29785.0,29790.5,15.0,,,1.645604641141274,,,True,1,2026-07-13 07:02:00-04:00,2026-07-13 07:03:00-04:00,True,1,2.0,2026-07-13 07:03:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000339,1,bullish,782,2026-07-13 07:02:00-04:00,29779.75,29780.5,29770.0,29775.25,5.25,0.75,4.5,False,10.5,1.1666666666666667,0.5,7.0,9.214105581831348,29770.0,29775.25,17.25,,,1.8721296220019523,,,True,1,2026-07-13 07:03:00-04:00,2026-07-13 07:04:00-04:00,True,4,3.5,2026-07-13 07:09:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000340,1,bearish,784,2026-07-13 07:04:00-04:00,29777.0,29784.75,29775.0,29775.0,7.75,0.0,2.0,False,9.75,3.875,0.7948717948717948,31.0,9.785376751681111,29777.0,29784.75,7.0,,,0.7153531414922182,,,False,,,2026-07-13 07:05:00-04:00,False,1,9.75,2026-07-13 07:05:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000341,1,bearish,786,2026-07-13 07:06:00-04:00,29793.0,29799.75,29786.0,29786.0,6.75,0.0,7.0,False,13.75,0.9642857142857143,0.4909090909090909,27.0,11.044534035888306,29793.0,29799.75,12.5,19.75,,1.131781563566401,1.7882148704349135,,True,2,2026-07-13 07:08:00-04:00,2026-07-13 07:35:00-04:00,True,1,0.0,2026-07-13 15:06:00-04:00,EXPIRED_ACTIVE_8H
RB2-000342,1,bearish,787,2026-07-13 07:07:00-04:00,29785.75,29787.0,29780.5,29780.5,1.25,0.0,5.25,False,6.5,0.23809523809523808,0.19230769230769232,5.0,10.719924461896284,29785.75,29787.0,12.5,19.25,,1.166052992670886,1.7957216087131647,,True,2,2026-07-13 07:09:00-04:00,2026-07-13 07:34:00-04:00,True,1,3.0,2026-07-13 07:34:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000343,1,bullish,789,2026-07-13 07:09:00-04:00,29773.75,29774.75,29766.5,29768.75,2.25,1.0,5.0,False,8.25,0.45,0.2727272727272727,2.25,10.4804450717371,29766.5,29768.75,2.25,,,0.21468553907769014,,,False,,,2026-07-13 07:10:00-04:00,False,1,6.5,2026-07-13 07:10:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000344,1,bearish,790,2026-07-13 07:10:00-04:00,29768.0,29771.0,29760.0,29761.5,3.0,1.5,6.5,False,11.0,0.46153846153846156,0.2727272727272727,2.0,10.517556138041593,29768.0,29771.0,16.75,,,1.5925752884185613,,,True,1,2026-07-13 07:11:00-04:00,2026-07-13 07:13:00-04:00,True,1,1.75,2026-07-13 07:13:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000345,1,bullish,791,2026-07-13 07:11:00-04:00,29761.25,29762.25,29751.25,29759.75,8.5,1.0,1.5,False,11.0,5.666666666666667,0.7727272727272727,8.5,10.552016413895766,29751.25,29759.75,5.5,13.0,18.25,0.5212273924021902,1.231992018405177,1.7295272566072675,True,3,2026-07-13 07:14:00-04:00,2026-07-13 07:12:00-04:00,False,3,9.75,2026-07-13 07:20:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000346,1,bearish,792,2026-07-13 07:12:00-04:00,29759.25,29765.25,29759.25,29761.75,3.5,0.0,2.5,False,6.0,1.4,0.5833333333333334,14.0,10.226872384331783,29761.75,29765.25,0.5,,,0.04889080270191224,,,False,,,2026-07-13 07:13:00-04:00,False,1,7.5,2026-07-13 07:13:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000347,1,bullish,794,2026-07-13 07:14:00-04:00,29771.75,29778.0,29760.0,29768.25,8.25,6.25,3.5,False,18.0,2.357142857142857,0.4583333333333333,1.32,10.866537923224854,29760.0,29768.25,9.0,10.0,13.0,0.8282306714049618,0.9202563015610686,1.1963331920293891,False,,,2026-07-13 07:15:00-04:00,False,3,6.0,2026-07-13 07:19:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000348,1,bullish,796,2026-07-13 07:16:00-04:00,29777.5,29778.25,29771.75,29776.5,4.75,0.75,1.0,False,6.5,4.75,0.7307692307692307,6.333333333333333,10.497167903188776,29771.75,29776.5,4.75,4.75,,0.45250300307734137,0.45250300307734137,,False,,,2026-07-13 07:17:00-04:00,False,2,6.25,2026-07-13 07:18:00-04:00,DEACTIVATED_CLOSE_THROUGH
