id,timeframe,direction,source_seq,source_ts_et,source_open,source_high,source_low,source_close,relevant_wick_length,opposite_wick_length,real_body_length,body_was_zero,total_range,wick_body_ratio,wick_range_ratio,dominant_wick_ratio,atr_at_source_close,zone_lo,zone_hi,mfe_after_1,mfe_after_2,mfe_after_3,mfe_after_1_atr,mfe_after_2_atr,mfe_after_3_atr,confirming_candle_number,confirmed,rejection_reason,activation_ts_et,first_tap_ts_et,max_penetration_after_activation,deactivation_ts_et,deactivation_reason_final
RB2-001077,1,bullish,1498,2026-07-13 19:58:00-04:00,29393.5,29413.5,29388.75,29413.0,4.75,0.5,19.5,False,24.75,0.24358974358974358,0.1919191919191919,9.5,14.34354314745097,29388.75,29393.5,30.25,,,2.108962875422856,,,1,True,,2026-07-13 19:59:00-04:00,2026-07-13 20:03:00-04:00,11.75,2026-07-13 20:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001078,1,bullish,1499,2026-07-13 19:59:00-04:00,29412.5,29423.75,29407.0,29420.75,5.5,3.0,8.25,False,16.75,0.6666666666666666,0.3283582089552239,1.8333333333333333,14.515432922633043,29407.0,29412.5,32.0,,,2.204550161924852,,,1,True,,2026-07-13 20:00:00-04:00,2026-07-13 20:02:00-04:00,5.0,2026-07-13 20:02:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001079,1,bullish,1500,2026-07-13 20:00:00-04:00,29422.5,29444.5,29398.25,29443.25,24.25,1.25,20.75,False,46.25,1.1686746987951808,0.5243243243243243,19.4,16.78218771387354,29398.25,29422.5,29.75,,,1.7727128612324003,,,1,True,,2026-07-13 20:01:00-04:00,2026-07-13 20:02:00-04:00,21.25,2026-07-13 20:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001080,1,bearish,1501,2026-07-13 20:01:00-04:00,29442.75,29452.25,29426.0,29431.25,9.5,5.25,11.5,False,26.25,0.8260869565217391,0.3619047619047619,1.8095238095238095,17.45846002002543,29442.75,29452.25,40.75,,,2.3341119407587154,,,1,True,,2026-07-13 20:02:00-04:00,2026-07-13 20:13:00-04:00,16.5,2026-07-13 20:14:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001081,1,bearish,1503,2026-07-13 20:03:00-04:00,29405.0,29416.25,29377.0,29381.0,11.25,4.0,24.0,False,39.25,0.46875,0.28662420382165604,2.8125,19.879998690736215,29405.0,29416.25,51.0,,,2.5653925230772394,,,1,True,,2026-07-13 20:04:00-04:00,2026-07-13 20:10:00-04:00,15.0,2026-07-13 20:10:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001082,1,bearish,1504,2026-07-13 20:04:00-04:00,29383.75,29394.0,29354.0,29363.25,10.25,9.25,20.5,False,40.0,0.5,0.25625,1.1081081081081081,21.317141641397914,29383.75,29394.0,37.25,,,1.747420016558902,,,1,True,,2026-07-13 20:05:00-04:00,2026-07-13 20:10:00-04:00,37.25,2026-07-13 20:10:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001085,1,bullish,1509,2026-07-13 20:09:00-04:00,29341.5,29360.5,29331.5,29360.5,10.0,0.0,19.0,False,29.0,0.5263157894736842,0.3448275862068966,40.0,23.623771385173505,29331.5,29341.5,89.75,,,3.799139372654441,,,1,True,,2026-07-13 20:10:00-04:00,2026-07-13 23:12:00-04:00,3.0,2026-07-13 23:14:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001086,1,bullish,1511,2026-07-13 20:11:00-04:00,29426.75,29439.0,29408.25,29426.0,17.75,12.25,0.75,False,30.75,23.666666666666668,0.5772357723577236,1.4489795918367347,27.25850695966491,29408.25,29426.0,16.0,24.5,42.75,0.5869727209812188,0.8988019790024911,1.5683177388716938,3,True,,2026-07-13 20:14:00-04:00,2026-07-13 20:17:00-04:00,13.75,2026-07-13 20:19:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001088,1,bullish,1513,2026-07-13 20:13:00-04:00,29427.75,29450.5,29399.75,29446.0,28.0,4.5,18.25,False,50.75,1.5342465753424657,0.5517241379310345,6.222222222222222,28.52136569481311,29399.75,29427.75,41.0,48.0,,1.4375188214586883,1.682948864146757,,2,True,,2026-07-13 20:15:00-04:00,2026-07-13 20:17:00-04:00,5.25,2026-07-13 20:19:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001089,1,bearish,1516,2026-07-13 20:16:00-04:00,29449.0,29453.75,29429.5,29430.75,4.75,1.25,18.25,False,24.25,0.2602739726027397,0.1958762886597938,3.8,28.13891779573776,29449.0,29453.75,35.75,35.75,54.5,1.2704824065911695,1.2704824065911695,1.9368193331249999,3,True,,2026-07-13 20:19:00-04:00,2026-07-13 20:22:00-04:00,11.5,2026-07-13 20:33:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001090,1,bearish,1518,2026-07-13 20:18:00-04:00,29428.75,29441.25,29422.0,29428.75,12.5,6.75,0.0,True,19.25,50.0,0.6493506493506493,1.8518518518518519,27.295801568773886,29428.75,29441.25,34.25,59.75,,1.25477172427798,2.18898132921487,,2,True,,2026-07-13 20:20:00-04:00,2026-07-13 20:21:00-04:00,9.75,2026-07-13 20:22:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001091,1,bullish,1520,2026-07-13 20:20:00-04:00,29395.25,29400.0,29369.0,29400.0,26.25,0.0,4.75,False,31.0,5.526315789473684,0.8467741935483871,105.0,28.253777883279525,29369.0,29395.25,48.5,,,1.7165845997784994,,,1,True,,2026-07-13 20:21:00-04:00,2026-07-13 20:28:00-04:00,10.75,2026-07-13 23:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001095,1,bullish,1530,2026-07-13 20:30:00-04:00,29420.25,29435.0,29405.5,29427.5,14.75,7.5,7.25,False,29.5,2.0344827586206895,0.5,1.9666666666666666,28.20385751408717,29405.5,29420.25,15.75,24.75,45.0,0.5584342493622811,0.8775395347121561,1.5955264267493747,3,True,,2026-07-13 20:33:00-04:00,2026-07-13 20:43:00-04:00,6.0,2026-07-13 20:44:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001096,1,bullish,1531,2026-07-13 20:31:00-04:00,29428.0,29436.0,29415.5,29426.25,10.75,8.0,1.75,False,20.5,6.142857142857143,0.524390243902439,1.34375,27.653581977366656,29415.5,29426.25,18.75,39.0,44.75,0.6780315119880715,1.410305544935189,1.6182352086115308,3,True,,2026-07-13 20:34:00-04:00,2026-07-13 20:43:00-04:00,6.75,2026-07-13 20:43:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001097,1,bullish,1532,2026-07-13 20:32:00-04:00,29424.75,29445.0,29414.0,29438.75,10.75,6.25,14.0,False,31.0,0.7678571428571429,0.3467741935483871,1.72,27.892611836126182,29414.0,29424.75,40.5,46.25,,1.4519974048305107,1.6581451845286694,,2,True,,2026-07-13 20:34:00-04:00,2026-07-13 20:43:00-04:00,5.25,2026-07-13 20:43:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001104,1,bearish,1540,2026-07-13 20:40:00-04:00,29451.0,29476.25,29448.5,29467.25,9.0,2.5,16.25,False,27.75,0.5538461538461539,0.32432432432432434,3.6,26.12281851303168,29467.25,29476.25,22.25,39.0,58.5,0.8517457635323815,1.492947630461253,2.2394214456918795,3,True,,2026-07-13 20:43:00-04:00,2026-07-13 20:50:00-04:00,11.5,2026-07-13 20:50:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001105,1,bearish,1541,2026-07-13 20:41:00-04:00,29464.75,29469.25,29445.0,29447.25,4.5,2.25,17.5,False,24.25,0.2571428571428571,0.18556701030927836,2.0,25.989045762100847,29464.75,29469.25,36.5,56.0,,1.404437867173523,2.1547539879922546,,2,True,,2026-07-13 20:43:00-04:00,2026-07-13 20:50:00-04:00,18.5,2026-07-13 20:50:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001109,1,bullish,1547,2026-07-13 20:47:00-04:00,29442.75,29457.75,29433.0,29453.75,9.75,4.0,11.0,False,24.75,0.8863636363636364,0.3939393939393939,2.4375,26.136265698964745,29433.0,29442.75,19.0,19.0,45.0,0.7269592457790398,0.7269592457790398,1.7217455821082521,3,True,,2026-07-13 20:50:00-04:00,2026-07-13 21:41:00-04:00,2.5,2026-07-13 22:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001110,1,bullish,1548,2026-07-13 20:48:00-04:00,29452.75,29461.75,29438.0,29453.25,14.75,8.5,0.5,False,23.75,29.5,0.6210526315789474,1.7352941176470589,25.96581814903869,29438.0,29452.75,7.25,35.0,43.75,0.27921323173359786,1.3479259463001274,1.6849074328751594,3,True,,2026-07-13 20:51:00-04:00,2026-07-13 21:38:00-04:00,7.5,2026-07-13 22:00:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001111,1,bullish,1549,2026-07-13 20:49:00-04:00,29455.0,29460.0,29450.0,29457.25,5.0,2.75,2.25,False,10.0,2.2222222222222223,0.5,1.8181818181818181,24.8254025669645,29450.0,29455.0,32.75,41.5,,1.3192132498822344,1.6716748051942818,,2,True,,2026-07-13 20:51:00-04:00,2026-07-13 21:37:00-04:00,9.0,2026-07-13 21:41:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001112,1,bullish,1551,2026-07-13 20:51:00-04:00,29470.25,29496.5,29461.0,29496.25,9.25,0.25,26.0,False,35.5,0.3557692307692308,0.2605633802816901,37.0,26.096903233760205,29461.0,29470.25,30.0,31.25,42.25,1.1495616829046047,1.197460086358963,1.6189660367573182,3,True,,2026-07-13 20:54:00-04:00,2026-07-13 21:35:00-04:00,2.25,2026-07-13 21:36:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001125,1,bearish,1570,2026-07-13 21:10:00-04:00,29518.5,29523.25,29504.5,29505.25,4.75,0.75,13.25,False,18.75,0.3584905660377358,0.25333333333333335,6.333333333333333,19.79369027434248,29518.5,29523.25,15.5,21.0,30.5,0.7830778285993408,1.0609441548765262,1.5408950820825738,3,True,,2026-07-13 21:13:00-04:00,2026-07-13 21:18:00-04:00,5.25,2026-07-13 21:27:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001126,1,bearish,1571,2026-07-13 21:11:00-04:00,29506.75,29520.5,29503.0,29515.0,5.5,3.75,8.25,False,17.5,0.6666666666666666,0.3142857142857143,1.4666666666666666,19.629855254746587,29515.0,29520.5,17.5,27.0,35.0,0.8914991869727833,1.3754558884722943,1.7829983739455666,3,True,,2026-07-13 21:14:00-04:00,2026-07-13 21:17:00-04:00,2.5,2026-07-13 21:18:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001127,1,bearish,1572,2026-07-13 21:12:00-04:00,29516.25,29520.0,29497.5,29501.0,3.75,3.5,15.25,False,22.5,0.2459016393442623,0.16666666666666666,1.0714285714285714,19.83486559369326,29516.25,29520.0,28.25,36.25,,1.4242597141158566,1.8275898986442407,,2,True,,2026-07-13 21:14:00-04:00,2026-07-13 21:17:00-04:00,3.0,2026-07-13 21:18:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001137,1,bullish,1584,2026-07-13 21:24:00-04:00,29497.75,29501.5,29491.0,29497.5,6.5,3.75,0.25,False,10.5,26.0,0.6190476190476191,1.7333333333333334,18.465356662511372,29491.0,29497.5,12.25,22.75,31.0,0.663404461873738,1.2320368577655134,1.6788194545376227,3,True,,2026-07-13 21:27:00-04:00,2026-07-13 21:30:00-04:00,4.0,2026-07-13 21:30:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001138,1,bullish,1585,2026-07-13 21:25:00-04:00,29495.5,29509.75,29491.25,29506.75,4.25,3.0,11.25,False,18.5,0.37777777777777777,0.22972972972972974,1.4166666666666667,18.467831186617705,29491.25,29495.5,24.75,33.0,,1.340168195707492,1.7868909276099894,,2,True,,2026-07-13 21:27:00-04:00,2026-07-13 21:30:00-04:00,4.25,2026-07-13 21:30:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001140,1,bearish,1589,2026-07-13 21:29:00-04:00,29506.75,29514.75,29502.5,29504.75,8.0,2.25,2.0,False,12.25,4.0,0.6530612244897959,3.5555555555555554,17.644385842383077,29506.75,29514.75,19.75,36.0,,1.1193362113267262,2.0403090434309945,,2,True,,2026-07-13 21:31:00-04:00,2026-07-14 00:55:00-04:00,1.75,2026-07-14 00:59:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001141,1,bearish,1590,2026-07-13 21:30:00-04:00,29507.0,29516.5,29487.0,29491.25,9.5,4.25,15.75,False,29.5,0.6031746031746031,0.3220338983050847,2.235294117647059,18.49121542507,29507.0,29516.5,36.25,,,1.960390334907516,,,1,True,,2026-07-13 21:31:00-04:00,2026-07-14 00:55:00-04:00,6.25,2026-07-14 01:07:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001144,1,bearish,1593,2026-07-13 21:33:00-04:00,29482.75,29495.75,29478.0,29490.25,5.5,4.75,7.5,False,17.75,0.7333333333333333,0.30985915492957744,1.1578947368421053,18.761552583410637,29490.25,29495.75,10.25,20.5,31.5,0.5463300520801924,1.0926601041603847,1.6789655259049812,3,True,,2026-07-13 21:36:00-04:00,2026-07-13 21:45:00-04:00,2.25,2026-07-13 21:47:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001145,1,bearish,1594,2026-07-13 21:34:00-04:00,29489.5,29496.5,29480.0,29484.25,7.0,4.25,5.25,False,16.5,1.3333333333333333,0.42424242424242425,1.6470588235294117,18.60001311316702,29489.5,29496.5,19.75,30.75,,1.0618272083915308,1.653224640913396,,2,True,,2026-07-13 21:36:00-04:00,2026-07-13 21:45:00-04:00,1.5,2026-07-13 21:47:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001147,1,bearish,1600,2026-07-13 21:40:00-04:00,29471.25,29483.0,29458.0,29458.0,11.75,0.0,13.25,False,25.0,0.8867924528301887,0.47,47.0,19.25299745492319,29471.25,29483.0,30.25,,,1.5711839193260146,,,1,True,,2026-07-13 21:41:00-04:00,2026-07-13 21:43:00-04:00,7.75,2026-07-13 21:45:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001151,1,bearish,1609,2026-07-13 21:49:00-04:00,29501.25,29504.75,29495.75,29498.75,3.5,3.0,2.5,False,9.0,1.4,0.3888888888888889,1.1666666666666667,17.577134769223683,29501.25,29504.75,27.75,,,1.5787556029090863,,,1,True,,2026-07-13 21:50:00-04:00,2026-07-14 00:50:00-04:00,6.25,2026-07-14 00:55:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001154,1,bearish,1612,2026-07-13 21:52:00-04:00,29484.25,29497.5,29483.5,29494.75,2.75,0.75,10.5,False,14.0,0.2619047619047619,0.19642857142857142,3.6666666666666665,17.889746752180915,29494.75,29497.5,17.5,24.5,43.75,0.9782139592259236,1.369499542916293,2.4455348980648086,3,True,,2026-07-13 21:55:00-04:00,2026-07-14 00:48:00-04:00,1.25,2026-07-14 00:48:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001164,1,bearish,1627,2026-07-13 22:07:00-04:00,29477.0,29486.75,29476.25,29481.25,5.5,0.75,4.25,False,10.5,1.2941176470588236,0.5238095238095238,7.333333333333333,15.932292802444767,29481.25,29486.75,3.0,16.5,28.25,0.1882968156058278,1.035632485832053,1.7731283469548786,3,True,,2026-07-13 22:10:00-04:00,2026-07-14 00:38:00-04:00,1.25,2026-07-14 00:39:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001165,1,bearish,1628,2026-07-13 22:08:00-04:00,29479.75,29489.0,29478.25,29479.5,9.25,1.25,0.25,False,10.75,37.0,0.8604651162790697,7.4,15.56212903084157,29479.75,29489.0,15.0,26.75,,0.9638783980181939,1.718916476465779,,2,True,,2026-07-13 22:10:00-04:00,2026-07-14 00:38:00-04:00,1.25,2026-07-14 00:46:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001166,1,bearish,1629,2026-07-13 22:09:00-04:00,29477.25,29481.75,29464.75,29465.0,4.5,0.25,12.25,False,17.0,0.3673469387755102,0.2647058823529412,18.0,15.664834100067171,29477.25,29481.75,24.25,,,1.5480534198505183,,,1,True,,2026-07-13 22:10:00-04:00,2026-07-14 00:37:00-04:00,6.25,2026-07-14 00:39:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001167,1,bearish,1630,2026-07-13 22:10:00-04:00,29464.75,29469.0,29453.0,29456.0,4.25,3.0,8.75,False,16.0,0.4857142857142857,0.265625,1.4166666666666667,15.688774521490945,29464.75,29469.0,11.0,30.5,,0.7011382555681374,1.944065163166199,,2,True,,2026-07-13 22:12:00-04:00,2026-07-14 00:35:00-04:00,5.0,2026-07-14 00:36:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001168,1,bearish,1631,2026-07-13 22:11:00-04:00,29457.75,29461.25,29453.75,29454.75,3.5,1.0,3.0,False,7.5,1.1666666666666667,0.4666666666666667,3.5,15.103862055670163,29457.75,29461.25,23.5,,,1.5558934472112602,,,1,True,,2026-07-13 22:12:00-04:00,2026-07-14 00:33:00-04:00,2.25,2026-07-14 00:34:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001173,1,bearish,1637,2026-07-13 22:17:00-04:00,29429.75,29435.25,29416.5,29419.25,5.5,2.75,10.5,False,18.75,0.5238095238095238,0.29333333333333333,2.0,15.136836958488178,29429.75,29435.25,18.75,29.75,,1.2387000039321752,1.9654040062390512,,2,True,,2026-07-13 22:19:00-04:00,2026-07-13 22:40:00-04:00,2.0,2026-07-13 22:40:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001174,1,bearish,1638,2026-07-13 22:18:00-04:00,29416.75,29425.25,29411.0,29415.25,8.5,4.25,1.5,False,14.25,5.666666666666667,0.5964912280701754,2.0,15.07349146145331,29416.75,29425.25,16.75,26.75,,1.1112223098964127,1.7746386143121813,,2,True,,2026-07-13 22:20:00-04:00,2026-07-13 22:39:00-04:00,3.75,2026-07-13 22:39:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001175,1,bearish,1642,2026-07-13 22:22:00-04:00,29400.5,29411.5,29390.25,29392.0,11.0,1.75,8.5,False,21.25,1.2941176470588236,0.5176470588235295,6.285714285714286,16.07490992374448,29400.5,29411.5,18.0,24.5,,1.119757440967799,1.5241142946506154,,2,True,,2026-07-13 22:24:00-04:00,2026-07-13 22:29:00-04:00,17.5,2026-07-13 22:39:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001185,1,bearish,1667,2026-07-13 22:47:00-04:00,29450.75,29453.25,29442.75,29445.0,2.5,2.25,5.75,False,10.5,0.43478260869565216,0.23809523809523808,1.1111111111111112,14.307122536691207,29450.75,29453.25,18.5,22.75,,1.2930622459237338,1.5901170862035106,,2,True,,2026-07-13 22:49:00-04:00,2026-07-14 00:27:00-04:00,2.75,2026-07-14 00:30:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001187,1,bearish,1671,2026-07-13 22:51:00-04:00,29425.0,29428.75,29417.25,29418.25,3.75,1.0,6.75,False,11.5,0.5555555555555556,0.32608695652173914,3.75,14.704822906352495,29425.0,29428.75,24.25,,,1.6491188064239781,,,1,True,,2026-07-13 22:52:00-04:00,2026-07-13 23:53:00-04:00,6.25,2026-07-14 00:00:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001191,1,bearish,1679,2026-07-13 22:59:00-04:00,29386.0,29395.25,29385.0,29389.0,6.25,1.0,3.0,False,10.25,2.0833333333333335,0.6097560975609756,6.25,12.932498110743706,29389.0,29395.25,16.0,16.0,21.5,1.2371932988498144,1.2371932988498144,1.6624784953294383,3,True,,2026-07-13 23:02:00-04:00,2026-07-13 23:30:00-04:00,2.25,2026-07-13 23:30:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001192,1,bearish,1681,2026-07-13 23:01:00-04:00,29378.25,29383.5,29378.0,29378.25,5.25,0.25,0.0,True,5.5,21.0,0.9545454545454546,21.0,12.806592758753501,29378.25,29383.5,10.75,20.0,,0.839411403368957,1.5616956341748038,,2,True,,2026-07-13 23:03:00-04:00,2026-07-13 23:30:00-04:00,14.0,2026-07-13 23:30:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001193,1,bearish,1682,2026-07-13 23:02:00-04:00,29381.25,29384.25,29367.5,29369.25,3.0,1.75,12.0,False,16.75,0.25,0.1791044776119403,1.7142857142857142,13.088264704556822,29381.25,29384.25,23.0,,,1.7572994219770248,,,1,True,,2026-07-13 23:03:00-04:00,2026-07-13 23:30:00-04:00,13.25,2026-07-13 23:30:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001202,1,bearish,1691,2026-07-13 23:11:00-04:00,29350.75,29357.0,29343.0,29345.0,6.25,2.0,5.75,False,14.0,1.0869565217391304,0.44642857142857145,3.125,12.531648542821518,29350.75,29357.0,10.25,19.5,,0.8179290988711528,1.5560602368768273,,2,True,,2026-07-13 23:13:00-04:00,2026-07-13 23:26:00-04:00,9.5,2026-07-13 23:28:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001205,1,bearish,1697,2026-07-13 23:17:00-04:00,29330.5,29336.75,29307.75,29311.0,6.25,3.25,19.5,False,29.0,0.32051282051282054,0.21551724137931033,1.9230769230769231,12.677291133388271,29330.5,29336.75,22.25,,,1.7551068099556393,,,1,True,,2026-07-13 23:18:00-04:00,2026-07-13 23:23:00-04:00,8.5,2026-07-13 23:23:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001214,1,bullish,1709,2026-07-13 23:29:00-04:00,29363.25,29377.75,29360.0,29376.75,3.25,1.0,13.5,False,17.75,0.24074074074074073,0.18309859154929578,3.25,14.539717213359095,29360.0,29363.25,34.25,,,2.355616653158226,,,1,True,,2026-07-13 23:30:00-04:00,2026-07-13 23:33:00-04:00,4.25,2026-07-13 23:33:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001216,1,bearish,1712,2026-07-13 23:32:00-04:00,29398.5,29405.0,29372.0,29374.5,6.5,2.5,24.0,False,33.0,0.2708333333333333,0.19696969696969696,2.6,16.814963089559015,29398.5,29405.0,42.75,,,2.542378462105869,,,1,True,,2026-07-13 23:33:00-04:00,2026-07-13 23:48:00-04:00,2.25,2026-07-13 23:51:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001219,1,bullish,1717,2026-07-13 23:37:00-04:00,29353.0,29369.5,29343.75,29369.5,9.25,0.0,16.5,False,25.75,0.5606060606060606,0.3592233009708738,37.0,17.451972374627456,29343.75,29353.0,27.5,,,1.575753124614205,,,1,True,,2026-07-13 23:38:00-04:00,2026-07-13 23:42:00-04:00,8.0,2026-07-13 23:42:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001223,1,bearish,1721,2026-07-13 23:41:00-04:00,29361.75,29370.0,29358.5,29362.25,7.75,3.25,0.5,False,11.5,15.5,0.6739130434782609,2.3846153846153846,16.987414957094305,29362.25,29370.0,26.5,,,1.5599783761644697,,,1,True,,2026-07-13 23:42:00-04:00,2026-07-13 23:44:00-04:00,7.5,2026-07-13 23:44:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001224,1,bullish,1723,2026-07-13 23:43:00-04:00,29347.5,29350.25,29334.25,29343.0,8.75,2.75,4.5,False,16.0,1.9444444444444444,0.546875,3.1818181818181817,18.111597590555807,29334.25,29343.0,34.5,,,1.904856809428553,,,1,True,,2026-07-13 23:44:00-04:00,,0.0,2026-07-14 07:44:00-04:00,EXPIRED_UNTOUCHED_8H
RB2-001225,1,bullish,1725,2026-07-13 23:45:00-04:00,29358.5,29367.5,29353.25,29363.75,5.25,3.75,5.25,False,14.25,1.0,0.3684210526315789,1.4,18.9559183306323,29353.25,29358.5,15.5,28.0,40.5,0.8176865783892083,1.4771112383805054,2.1365358983718026,3,True,,2026-07-13 23:48:00-04:00,,0.0,2026-07-14 07:48:00-04:00,EXPIRED_UNTOUCHED_8H
RB2-001235,1,bullish,1742,2026-07-14 00:02:00-04:00,29418.25,29430.5,29412.0,29426.25,6.25,4.25,8.0,False,18.5,0.78125,0.33783783783783783,1.4705882352941178,15.503537806579697,29412.0,29418.25,25.0,,,1.6125351717715686,,,1,True,,2026-07-14 00:03:00-04:00,2026-07-14 00:06:00-04:00,2.0,2026-07-14 00:07:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-001236,1,bearish,1744,2026-07-14 00:04:00-04:00,29440.25,29445.0,29427.5,29432.0,4.75,4.5,8.25,False,17.5,0.5757575757575758,0.2714285714285714,1.0555555555555556,15.994121884244738,29440.25,29445.0,15.25,25.0,,0.9534752898827321,1.563074245709397,,2,True,,2026-07-14 00:06:00-04:00,2026-07-14 00:27:00-04:00,7.75,2026-07-14 00:27:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001237,1,bearish,1745,2026-07-14 00:05:00-04:00,29434.0,29444.0,29425.0,29425.5,10.0,0.5,8.5,False,19.0,1.1764705882352942,0.5263157894736842,20.0,16.208827463941542,29434.0,29444.0,18.75,24.0,31.5,1.1567770735860812,1.480674654190184,1.9433854836246165,3,True,,2026-07-14 00:08:00-04:00,2026-07-14 00:26:00-04:00,8.75,2026-07-14 00:27:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-001246,1,bullish,1758,2026-07-14 00:18:00-04:00,29392.5,29397.25,29382.25,29397.25,10.25,0.0,4.75,False,15.0,2.1578947368421053,0.6833333333333333,41.0,13.929313881397734,29382.25,29392.5,11.25,28.0,,0.8076492565096194,2.0101492606461635,,2,True,,2026-07-14 00:20:00-04:00,,0.0,2026-07-14 08:20:00-04:00,EXPIRED_UNTOUCHED_8H
RB2-001251,1,bullish,1764,2026-07-14 00:24:00-04:00,29428.0,29428.75,29416.25,29427.25,11.0,0.75,0.75,False,12.5,14.666666666666666,0.88,14.666666666666666,13.571519793059695,29416.25,29427.25,4.0,9.5,25.5,0.2947348610172274,0.6999952949159151,1.8789347389848248,3,True,,2026-07-14 00:27:00-04:00,,0.0,2026-07-14 08:27:00-04:00,EXPIRED_UNTOUCHED_8H
RB2-001257,1,bullish,1775,2026-07-14 00:35:00-04:00,29462.5,29465.5,29459.75,29464.0,2.75,1.5,1.5,False,5.75,1.8333333333333333,0.4782608695652174,1.8333333333333333,11.412721797770319,29459.75,29462.5,11.5,16.75,19.75,1.0076474485031899,1.4676604141242113,1.7305249659076523,3,True,,2026-07-14 00:38:00-04:00,,0.0,2026-07-14 08:38:00-04:00,EXPIRED_UNTOUCHED_8H
RB2-001265,1,bullish,1794,2026-07-14 00:54:00-04:00,29483.0,29498.25,29478.0,29497.75,5.0,0.5,14.75,False,20.25,0.3389830508474576,0.24691358024691357,10.0,10.938138821988247,29478.0,29483.0,28.0,,,2.5598504878831285,,,1,True,,2026-07-14 00:55:00-04:00,,0.0,2026-07-14 08:55:00-04:00,EXPIRED_UNTOUCHED_8H
RB2-001269,1,bullish,1802,2026-07-14 01:02:00-04:00,29496.0,29501.0,29490.0,29496.5,6.0,4.5,0.5,False,11.0,12.0,0.5454545454545454,1.3333333333333333,10.413907351409827,29490.0,29496.0,16.5,,,1.5844197036923169,,,1,True,,2026-07-14 01:03:00-04:00,,0.0,2026-07-14 09:03:00-04:00,EXPIRED_UNTOUCHED_8H
