episode_id,origin_family,origin_subtype,start_timestamp,segment_id,n_branches
GEP-079261,liquidity,SWING_HIGH_BREAK,2026-07-13 19:10:00-04:00,1,5
GEP-079262,liquidity,EQUAL_HIGHS_BREAK,2026-07-13 19:10:00-04:00,1,5
GEP-079263,liquidity,SWING_LOW_SWEEP_BELOW,2026-07-13 19:11:00-04:00,1,5
GEP-079264,liquidity,EQUAL_LOWS_SWEEP_BELOW,2026-07-13 19:11:00-04:00,1,5
GEP-079265,fvg,BEARISH_FVG_FORMED,2026-07-13 19:12:00-04:00,1,5
GEP-079266,rejection_block,BULLISH_RB_CONFIRMED,2026-07-13 19:13:00-04:00,1,3
GEP-079267,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 19:13:00-04:00,1,3
GEP-079268,liquidity,SWING_HIGH_BREAK,2026-07-13 19:14:00-04:00,1,5
GEP-079269,liquidity,SWING_LOW_BREAK,2026-07-13 19:15:00-04:00,1,5
GEP-079270,fvg,BULLISH_FVG_FORMED,2026-07-13 19:17:00-04:00,1,5
GEP-079271,liquidity,SWING_HIGH_BREAK,2026-07-13 19:19:00-04:00,1,5
GEP-079272,rejection_block,BEARISH_RB_CONFIRMED,2026-07-13 19:22:00-04:00,1,3
GEP-079273,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 19:23:00-04:00,1,3
GEP-079274,fvg,BULLISH_FVG_FORMED,2026-07-13 19:24:00-04:00,1,7
GEP-079275,liquidity,SWING_LOW_BREAK,2026-07-13 19:25:00-04:00,1,5
GEP-079276,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 19:25:00-04:00,1,3
GEP-079277,liquidity,SWING_HIGH_BREAK,2026-07-13 19:26:00-04:00,1,5
GEP-079278,liquidity,SWING_HIGH_BREAK,2026-07-13 19:27:00-04:00,1,5
GEP-079279,liquidity,EQUAL_HIGHS_BREAK,2026-07-13 19:27:00-04:00,1,5
GEP-079280,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 19:29:00-04:00,1,3
GEP-079281,fvg,BEARISH_FVG_FORMED,2026-07-13 19:30:00-04:00,1,7
GEP-079282,liquidity,SWING_HIGH_BREAK,2026-07-13 19:30:00-04:00,1,5
GEP-079283,liquidity,EQUAL_HIGHS_BREAK,2026-07-13 19:30:00-04:00,1,5
GEP-079284,fvg,BEARISH_FVG_FORMED,2026-07-13 19:31:00-04:00,1,7
GEP-079285,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 19:35:00-04:00,1,3
GEP-079286,fvg,BULLISH_FVG_FORMED,2026-07-13 19:36:00-04:00,1,7
GEP-079287,liquidity,SWING_LOW_BREAK,2026-07-13 19:36:00-04:00,1,5
GEP-079288,liquidity,EQUAL_LOWS_BREAK,2026-07-13 19:36:00-04:00,1,5
GEP-079289,rejection_block,BEARISH_RB_CONFIRMED,2026-07-13 19:37:00-04:00,1,3
GEP-079290,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 19:38:00-04:00,1,3
GEP-079291,fvg,BEARISH_FVG_FORMED,2026-07-13 19:39:00-04:00,1,5
GEP-079292,liquidity,SWING_HIGH_BREAK,2026-07-13 19:39:00-04:00,1,5
GEP-079293,fvg,BEARISH_FVG_FORMED,2026-07-13 19:42:00-04:00,1,5
GEP-079294,fvg,BEARISH_FVG_FORMED,2026-07-13 19:43:00-04:00,1,5
GEP-079295,rejection_block,BULLISH_RB_CONFIRMED,2026-07-13 19:45:00-04:00,1,3
GEP-079296,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 19:45:00-04:00,1,3
GEP-079297,liquidity,SWING_HIGH_BREAK,2026-07-13 19:48:00-04:00,1,5
GEP-079298,liquidity,SWING_LOW_BREAK,2026-07-13 19:48:00-04:00,1,5
GEP-079299,rejection_block,BULLISH_RB_CONFIRMED,2026-07-13 19:51:00-04:00,1,3
GEP-079300,rejection_block,BULLISH_RB_CONFIRMED,2026-07-13 19:52:00-04:00,1,3
GEP-079301,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 19:52:00-04:00,1,3
GEP-079302,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 19:52:00-04:00,1,3
GEP-079303,fvg,BULLISH_FVG_FORMED,2026-07-13 19:53:00-04:00,1,7
GEP-079304,fvg,BULLISH_FVG_FORMED,2026-07-13 19:54:00-04:00,1,7
GEP-079305,liquidity,SWING_LOW_BREAK,2026-07-13 19:54:00-04:00,1,5
GEP-079306,liquidity,EQUAL_LOWS_BREAK,2026-07-13 19:54:00-04:00,1,5
GEP-079307,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 19:57:00-04:00,1,3
GEP-079308,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 19:58:00-04:00,1,3
GEP-079309,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 19:58:00-04:00,1,3
GEP-079310,fvg,BULLISH_FVG_FORMED,2026-07-13 19:59:00-04:00,1,7
GEP-079311,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 19:59:00-04:00,1,3
GEP-079312,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:00:00-04:00,1,3
GEP-079313,fvg,BULLISH_FVG_FORMED,2026-07-13 20:01:00-04:00,1,5
GEP-079314,time_anchor,ANCHOR_ASIA_OPEN_BREAK,2026-07-13 20:01:00-04:00,1,6
GEP-079315,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 20:02:00-04:00,1,3
GEP-079316,fvg,BEARISH_FVG_FORMED,2026-07-13 20:03:00-04:00,1,7
GEP-079317,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 20:03:00-04:00,1,3
GEP-079318,fvg,BEARISH_FVG_FORMED,2026-07-13 20:04:00-04:00,1,7
GEP-079319,liquidity,SWING_HIGH_BREAK,2026-07-13 20:04:00-04:00,1,5
GEP-079320,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 20:04:00-04:00,1,3
GEP-079321,fvg,BEARISH_FVG_FORMED,2026-07-13 20:05:00-04:00,1,5
GEP-079322,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 20:07:00-04:00,1,3
GEP-079323,rejection_block,BULLISH_RB_CONFIRMED,2026-07-13 20:09:00-04:00,1,3
GEP-079324,fvg,BULLISH_FVG_FORMED,2026-07-13 20:10:00-04:00,1,7
GEP-079325,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:10:00-04:00,1,3
GEP-079326,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:10:00-04:00,1,3
GEP-079327,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:10:00-04:00,1,3
GEP-079328,fvg,BULLISH_FVG_FORMED,2026-07-13 20:11:00-04:00,1,7
GEP-079329,liquidity,SWING_LOW_BREAK,2026-07-13 20:11:00-04:00,1,2
GEP-079330,liquidity,EQUAL_LOWS_BREAK,2026-07-13 20:11:00-04:00,1,2
GEP-079331,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:14:00-04:00,1,3
GEP-079332,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:14:00-04:00,1,3
GEP-079333,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:14:00-04:00,1,3
GEP-079334,liquidity,SWING_LOW_BREAK,2026-07-13 20:16:00-04:00,1,5
GEP-079335,fvg,BEARISH_FVG_FORMED,2026-07-13 20:17:00-04:00,1,5
GEP-079336,liquidity,SWING_HIGH_BREAK,2026-07-13 20:18:00-04:00,1,5
GEP-079337,liquidity,EQUAL_HIGHS_BREAK,2026-07-13 20:18:00-04:00,1,5
GEP-079338,fvg,BEARISH_FVG_FORMED,2026-07-13 20:20:00-04:00,1,7
GEP-079339,rejection_block,BULLISH_RB_CONFIRMED,2026-07-13 20:21:00-04:00,1,3
GEP-079340,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:21:00-04:00,1,3
GEP-079341,fvg,BULLISH_FVG_FORMED,2026-07-13 20:22:00-04:00,1,7
GEP-079342,rejection_block,BEARISH_RB_CONFIRMED,2026-07-13 20:23:00-04:00,1,3
GEP-079343,liquidity,SWING_LOW_BREAK,2026-07-13 20:23:00-04:00,1,5
GEP-079344,liquidity,SWING_HIGH_BREAK,2026-07-13 20:25:00-04:00,1,5
GEP-079345,liquidity,SWING_HIGH_BREAK,2026-07-13 20:28:00-04:00,1,5
GEP-079346,liquidity,EQUAL_HIGHS_BREAK,2026-07-13 20:28:00-04:00,1,5
GEP-079347,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 20:28:00-04:00,1,3
GEP-079348,liquidity,SWING_LOW_BREAK,2026-07-13 20:31:00-04:00,1,5
GEP-079349,liquidity,EQUAL_LOWS_BREAK,2026-07-13 20:31:00-04:00,1,5
GEP-079350,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:33:00-04:00,1,3
GEP-079351,fvg,BULLISH_FVG_FORMED,2026-07-13 20:34:00-04:00,1,5
GEP-079352,liquidity,SWING_HIGH_BREAK,2026-07-13 20:40:00-04:00,1,5
GEP-079353,liquidity,SWING_LOW_SWEEP_BELOW,2026-07-13 20:42:00-04:00,1,5
GEP-079354,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 20:42:00-04:00,1,3
GEP-079355,fvg,BEARISH_FVG_FORMED,2026-07-13 20:43:00-04:00,1,7
GEP-079356,liquidity,SWING_HIGH_BREAK,2026-07-13 20:43:00-04:00,1,5
GEP-079357,fvg,BEARISH_FVG_FORMED,2026-07-13 20:44:00-04:00,1,7
GEP-079358,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:45:00-04:00,1,3
GEP-079359,fvg,BULLISH_FVG_FORMED,2026-07-13 20:46:00-04:00,1,5
GEP-079360,liquidity,SWING_LOW_BREAK,2026-07-13 20:47:00-04:00,1,5
GEP-079361,liquidity,EQUAL_LOWS_BREAK,2026-07-13 20:47:00-04:00,1,5
GEP-079362,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:47:00-04:00,1,3
GEP-079363,fvg,BULLISH_FVG_FORMED,2026-07-13 20:51:00-04:00,1,5
GEP-079364,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:51:00-04:00,1,3
GEP-079365,fvg,BULLISH_FVG_FORMED,2026-07-13 20:55:00-04:00,1,7
GEP-079366,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:55:00-04:00,1,3
GEP-079367,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 20:55:00-04:00,1,3
GEP-079368,fvg,BULLISH_FVG_FORMED,2026-07-13 20:56:00-04:00,1,7
GEP-079369,liquidity,SWING_HIGH_SWEEP_ABOVE,2026-07-13 20:58:00-04:00,1,5
GEP-079370,liquidity,EQUAL_HIGHS_SWEEP_ABOVE,2026-07-13 20:58:00-04:00,1,5
GEP-079371,rejection_block,BULLISH_RB_CONFIRMED,2026-07-13 21:01:00-04:00,1,3
GEP-079372,structure,COMPRESSION,2026-07-13 21:01:00-04:00,1,2
GEP-079373,liquidity,SWING_HIGH_BREAK,2026-07-13 21:01:00-04:00,1,5
GEP-079374,liquidity,EQUAL_HIGHS_BREAK,2026-07-13 21:01:00-04:00,1,5
GEP-079375,liquidity,SWING_LOW_BREAK,2026-07-13 21:03:00-04:00,1,5
GEP-079376,liquidity,SWING_HIGH_BREAK,2026-07-13 21:06:00-04:00,1,5
GEP-079377,liquidity,SWING_LOW_BREAK,2026-07-13 21:09:00-04:00,1,5
GEP-079378,liquidity,EQUAL_LOWS_BREAK,2026-07-13 21:09:00-04:00,1,5
GEP-079379,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 21:10:00-04:00,1,3
GEP-079380,liquidity,SWING_HIGH_BREAK,2026-07-13 21:11:00-04:00,1,5
GEP-079381,liquidity,EQUAL_HIGHS_BREAK,2026-07-13 21:11:00-04:00,1,5
GEP-079382,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 21:12:00-04:00,1,3
GEP-079383,rejection_block,BULLISH_RB_CONFIRMED,2026-07-13 21:15:00-04:00,1,3
GEP-079384,rejection_block,BULLISH_RB_CONFIRMED,2026-07-13 21:16:00-04:00,1,3
GEP-079385,liquidity,SWING_LOW_BREAK,2026-07-13 21:17:00-04:00,1,5
GEP-079386,fvg,BULLISH_FVG_FORMED,2026-07-13 21:18:00-04:00,1,5
GEP-079387,liquidity,SWING_HIGH_BREAK,2026-07-13 21:21:00-04:00,1,5
GEP-079388,liquidity,EQUAL_HIGHS_BREAK,2026-07-13 21:21:00-04:00,1,5
GEP-079389,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 21:21:00-04:00,1,3
GEP-079390,fvg,BEARISH_FVG_FORMED,2026-07-13 21:22:00-04:00,1,5
GEP-079391,rejection_block,BEARISH_RB_CONFIRMED,2026-07-13 21:24:00-04:00,1,3
GEP-079392,liquidity,SWING_LOW_BREAK,2026-07-13 21:25:00-04:00,1,5
GEP-079393,liquidity,EQUAL_LOWS_BREAK,2026-07-13 21:25:00-04:00,1,5
GEP-079394,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 21:25:00-04:00,1,3
GEP-079395,fvg,BULLISH_FVG_FORMED,2026-07-13 21:26:00-04:00,1,5
GEP-079396,liquidity,SWING_HIGH_BREAK,2026-07-13 21:26:00-04:00,1,5
GEP-079397,fvg,BULLISH_FVG_FORMED,2026-07-13 21:27:00-04:00,1,5
GEP-079398,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 21:28:00-04:00,1,3
GEP-079399,liquidity,SWING_HIGH_BREAK,2026-07-13 21:30:00-04:00,1,5
GEP-079400,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 21:30:00-04:00,1,3
GEP-079401,fvg,BEARISH_FVG_FORMED,2026-07-13 21:31:00-04:00,1,5
GEP-079402,rejection_block,BULLISH_RB_CONFIRMED,2026-07-13 21:33:00-04:00,1,3
GEP-079403,liquidity,SWING_LOW_BREAK,2026-07-13 21:34:00-04:00,1,5
GEP-079404,liquidity,EQUAL_LOWS_BREAK,2026-07-13 21:34:00-04:00,1,5
GEP-079405,rejection_block,BULLISH_RB_CONFIRMED,2026-07-13 21:39:00-04:00,1,3
GEP-079406,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 21:40:00-04:00,1,3
GEP-079407,fvg,BEARISH_FVG_FORMED,2026-07-13 21:41:00-04:00,1,5
GEP-079408,liquidity,SWING_LOW_BREAK,2026-07-13 21:41:00-04:00,1,5
GEP-079409,liquidity,EQUAL_LOWS_BREAK,2026-07-13 21:41:00-04:00,1,5
GEP-079410,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 21:42:00-04:00,1,3
GEP-079411,fvg,BULLISH_FVG_FORMED,2026-07-13 21:43:00-04:00,1,7
GEP-079412,liquidity,SWING_HIGH_BREAK,2026-07-13 21:43:00-04:00,1,5
GEP-079413,liquidity,SWING_LOW_BREAK,2026-07-13 21:44:00-04:00,1,5
GEP-079414,fvg,BEARISH_FVG_FORMED,2026-07-13 21:51:00-04:00,1,5
GEP-079415,liquidity,SWING_HIGH_BREAK,2026-07-13 21:52:00-04:00,1,5
GEP-079416,fvg,BEARISH_FVG_FORMED,2026-07-13 21:54:00-04:00,1,7
GEP-079417,liquidity,SWING_LOW_SWEEP_BELOW,2026-07-13 21:54:00-04:00,1,5
GEP-079418,fvg,BEARISH_FVG_FORMED,2026-07-13 21:55:00-04:00,1,7
GEP-079419,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 21:55:00-04:00,1,3
GEP-079420,fvg,BEARISH_FVG_FORMED,2026-07-13 21:56:00-04:00,1,7
GEP-079421,liquidity,SWING_LOW_SWEEP_BELOW,2026-07-13 21:59:00-04:00,1,5
GEP-079422,fvg,BULLISH_FVG_FORMED,2026-07-13 22:03:00-04:00,1,7
GEP-079423,liquidity,SWING_LOW_BREAK,2026-07-13 22:03:00-04:00,1,5
GEP-079424,liquidity,EQUAL_LOWS_BREAK,2026-07-13 22:03:00-04:00,1,5
GEP-079425,rejection_block,BEARISH_RB_CONFIRMED,2026-07-13 22:04:00-04:00,1,3
GEP-079426,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 22:05:00-04:00,1,3
GEP-079427,fvg,BULLISH_FVG_FORMED,2026-07-13 22:06:00-04:00,1,5
GEP-079428,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 22:07:00-04:00,1,3
GEP-079429,fvg,BULLISH_FVG_FORMED,2026-07-13 22:08:00-04:00,1,5
GEP-079430,rejection_block,BEARISH_RB_CONFIRMED,2026-07-13 22:09:00-04:00,1,3
GEP-079431,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 22:09:00-04:00,1,3
GEP-079432,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 22:09:00-04:00,1,3
GEP-079433,fvg,BEARISH_FVG_FORMED,2026-07-13 22:10:00-04:00,1,5
GEP-079434,fvg,BEARISH_FVG_FORMED,2026-07-13 22:11:00-04:00,1,5
GEP-079435,liquidity,SWING_HIGH_BREAK,2026-07-13 22:11:00-04:00,1,5
GEP-079436,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 22:11:00-04:00,1,3
GEP-079437,fvg,BEARISH_FVG_FORMED,2026-07-13 22:13:00-04:00,1,7
GEP-079438,rejection_block,BULLISH_RB_CONFIRMED,2026-07-13 22:16:00-04:00,1,3
GEP-079439,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 22:17:00-04:00,1,3
GEP-079440,fvg,BEARISH_FVG_FORMED,2026-07-13 22:20:00-04:00,1,7
GEP-079441,liquidity,SWING_HIGH_BREAK,2026-07-13 22:20:00-04:00,1,5
GEP-079442,rejection_block,BULLISH_RB_CONFIRMED,2026-07-13 22:23:00-04:00,1,3
GEP-079443,liquidity,SWING_HIGH_BREAK,2026-07-13 22:25:00-04:00,1,5
GEP-079444,fvg,BULLISH_FVG_FORMED,2026-07-13 22:30:00-04:00,1,5
GEP-079445,liquidity,SWING_LOW_BREAK,2026-07-13 22:30:00-04:00,1,5
GEP-079446,liquidity,EQUAL_LOWS_BREAK,2026-07-13 22:30:00-04:00,1,5
GEP-079447,fvg,BEARISH_FVG_FORMED,2026-07-13 22:33:00-04:00,1,5
GEP-079448,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 22:33:00-04:00,1,3
GEP-079449,fvg,BEARISH_FVG_FORMED,2026-07-13 22:34:00-04:00,1,5
GEP-079450,liquidity,SWING_HIGH_BREAK,2026-07-13 22:34:00-04:00,1,5
GEP-079451,liquidity,EQUAL_HIGHS_BREAK,2026-07-13 22:34:00-04:00,1,5
GEP-079452,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 22:37:00-04:00,1,3
GEP-079453,fvg,BULLISH_FVG_FORMED,2026-07-13 22:38:00-04:00,1,7
GEP-079454,liquidity,SWING_LOW_BREAK,2026-07-13 22:38:00-04:00,1,5
GEP-079455,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 22:38:00-04:00,1,3
GEP-079456,fvg,BULLISH_FVG_FORMED,2026-07-13 22:39:00-04:00,1,7
GEP-079457,ifvg,BULLISH_IFVG_ACTIVATION,2026-07-13 22:39:00-04:00,1,3
GEP-079458,fvg,BULLISH_FVG_FORMED,2026-07-13 22:40:00-04:00,1,7
GEP-079459,fvg,BULLISH_FVG_FORMED,2026-07-13 22:41:00-04:00,1,7
GEP-079460,liquidity,SWING_HIGH_BREAK,2026-07-13 22:47:00-04:00,1,5
GEP-079461,liquidity,SWING_HIGH_BREAK,2026-07-13 22:50:00-04:00,1,5
GEP-079462,liquidity,EQUAL_HIGHS_BREAK,2026-07-13 22:50:00-04:00,1,5
GEP-079463,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 22:50:00-04:00,1,3
GEP-079464,fvg,BEARISH_FVG_FORMED,2026-07-13 22:52:00-04:00,1,7
GEP-079465,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 22:52:00-04:00,1,3
GEP-079466,fvg,BEARISH_FVG_FORMED,2026-07-13 22:53:00-04:00,1,5
GEP-079467,fvg,BEARISH_FVG_FORMED,2026-07-13 22:54:00-04:00,1,5
GEP-079468,ifvg,BEARISH_IFVG_ACTIVATION,2026-07-13 22:54:00-04:00,1,3
