session,day,event_type,event_subtype
2026-07-13,2026-07-14,hist_level,PREV_TWOWEEK10_LOW_BREAK x1
2026-07-13,2026-07-14,hist_level,PREV_TWOWEEK10_LOW_CONTINUATION x1
2026-07-13,2026-07-14,hist_level,PREV_TWOWEEK10_LOW_EXPIRY x1
2026-07-13,2026-07-14,hist_level,PREV_TWOWEEK10_LOW_FORMED x1
2026-07-13,2026-07-14,hist_level,PREV_WEEK5_HIGH_ACCEPTANCE_BELOW x1
2026-07-13,2026-07-14,hist_level,PREV_WEEK5_HIGH_BREAK x1
2026-07-13,2026-07-14,hist_level,PREV_WEEK5_HIGH_CONTINUATION x1
2026-07-13,2026-07-14,hist_level,PREV_WEEK5_HIGH_EXPIRY x1
2026-07-13,2026-07-14,hist_level,PREV_WEEK5_HIGH_FORMED x1
2026-07-13,2026-07-14,hist_level,PREV_WEEK5_LOW_ACCEPTANCE_ABOVE x1
2026-07-13,2026-07-14,hist_level,PREV_WEEK5_LOW_BREAK x1
2026-07-13,2026-07-14,hist_level,PREV_WEEK5_LOW_CONTINUATION x1
2026-07-13,2026-07-14,hist_level,PREV_WEEK5_LOW_EXPIRY x1
2026-07-13,2026-07-14,hist_level,PREV_WEEK5_LOW_FORMED x1
2026-07-13,2026-07-14,ifvg,BEARISH_IFVG_ACTIVATION x114
2026-07-13,2026-07-14,ifvg,BEARISH_IFVG_FIRST_TOUCH x113
2026-07-13,2026-07-14,ifvg,BEARISH_IFVG_REINVERSION x116
2026-07-13,2026-07-14,ifvg,BEARISH_IFVG_REJECTION x182
2026-07-13,2026-07-14,ifvg,BEARISH_IFVG_REVISIT x359
2026-07-13,2026-07-14,ifvg,BULLISH_IFVG_ACTIVATION x109
2026-07-13,2026-07-14,ifvg,BULLISH_IFVG_EXPIRY x14
2026-07-13,2026-07-14,ifvg,BULLISH_IFVG_FIRST_TOUCH x103
2026-07-13,2026-07-14,ifvg,BULLISH_IFVG_REINVERSION x94
2026-07-13,2026-07-14,ifvg,BULLISH_IFVG_REJECTION x188
2026-07-13,2026-07-14,ifvg,BULLISH_IFVG_REVISIT x300
2026-07-13,2026-07-14,liquidity,EQUAL_HIGHS_ACCEPTANCE_ABOVE x481
2026-07-13,2026-07-14,liquidity,EQUAL_HIGHS_ACCEPTANCE_BELOW x431
2026-07-13,2026-07-14,liquidity,EQUAL_HIGHS_BREAK x65
2026-07-13,2026-07-14,liquidity,EQUAL_HIGHS_CONFIRMED x65
2026-07-13,2026-07-14,liquidity,EQUAL_HIGHS_CONTINUATION x780
2026-07-13,2026-07-14,liquidity,EQUAL_HIGHS_EXACT_TOUCH x33
2026-07-13,2026-07-14,liquidity,EQUAL_HIGHS_EXPIRY x67
2026-07-13,2026-07-14,liquidity,EQUAL_HIGHS_FIRST_TOUCH x70
2026-07-13,2026-07-14,liquidity,EQUAL_HIGHS_RECLAIM x1156
2026-07-13,2026-07-14,liquidity,EQUAL_HIGHS_REJECTION x1106
2026-07-13,2026-07-14,liquidity,EQUAL_HIGHS_REVISIT x2229
2026-07-13,2026-07-14,liquidity,EQUAL_HIGHS_SWEEP_ABOVE x542
2026-07-13,2026-07-14,liquidity,EQUAL_HIGHS_SWEEP_BELOW x564
2026-07-13,2026-07-14,liquidity,EQUAL_LOWS_ACCEPTANCE_ABOVE x515
2026-07-13,2026-07-14,liquidity,EQUAL_LOWS_ACCEPTANCE_BELOW x409
2026-07-13,2026-07-14,liquidity,EQUAL_LOWS_BREAK x73
2026-07-13,2026-07-14,liquidity,EQUAL_LOWS_CONFIRMED x73
2026-07-13,2026-07-14,liquidity,EQUAL_LOWS_CONTINUATION x782
2026-07-13,2026-07-14,liquidity,EQUAL_LOWS_EXACT_TOUCH x54
2026-07-13,2026-07-14,liquidity,EQUAL_LOWS_EXPIRY x69
2026-07-13,2026-07-14,liquidity,EQUAL_LOWS_FIRST_TOUCH x59
2026-07-13,2026-07-14,liquidity,EQUAL_LOWS_RECLAIM x1191
2026-07-13,2026-07-14,liquidity,EQUAL_LOWS_REJECTION x1183
2026-07-13,2026-07-14,liquidity,EQUAL_LOWS_REVISIT x2375
2026-07-13,2026-07-14,liquidity,EQUAL_LOWS_SWEEP_ABOVE x575
2026-07-13,2026-07-14,liquidity,EQUAL_LOWS_SWEEP_BELOW x608
2026-07-13,2026-07-14,liquidity,SWING_HIGH_ACCEPTANCE_ABOVE x1014
2026-07-13,2026-07-14,liquidity,SWING_HIGH_ACCEPTANCE_BELOW x881
2026-07-13,2026-07-14,liquidity,SWING_HIGH_BREAK x137
2026-07-13,2026-07-14,liquidity,SWING_HIGH_CONFIRMED x138
2026-07-13,2026-07-14,liquidity,SWING_HIGH_CONTINUATION x1636
2026-07-13,2026-07-14,liquidity,SWING_HIGH_EXACT_TOUCH x211
2026-07-13,2026-07-14,liquidity,SWING_HIGH_EXPIRY x132
2026-07-13,2026-07-14,liquidity,SWING_HIGH_FIRST_TOUCH x146
2026-07-13,2026-07-14,liquidity,SWING_HIGH_RECLAIM x2454
2026-07-13,2026-07-14,liquidity,SWING_HIGH_REJECTION x2248
2026-07-13,2026-07-14,liquidity,SWING_HIGH_REVISIT x4799
2026-07-13,2026-07-14,liquidity,SWING_HIGH_SWEEP_ABOVE x1126
2026-07-13,2026-07-14,liquidity,SWING_HIGH_SWEEP_BELOW x1122
2026-07-13,2026-07-14,liquidity,SWING_LOW_ACCEPTANCE_ABOVE x992
2026-07-13,2026-07-14,liquidity,SWING_LOW_ACCEPTANCE_BELOW x796
2026-07-13,2026-07-14,liquidity,SWING_LOW_BREAK x135
2026-07-13,2026-07-14,liquidity,SWING_LOW_CONFIRMED x135
2026-07-13,2026-07-14,liquidity,SWING_LOW_CONTINUATION x1530
2026-07-13,2026-07-14,liquidity,SWING_LOW_EXACT_TOUCH x175
2026-07-13,2026-07-14,liquidity,SWING_LOW_EXPIRY x139
2026-07-13,2026-07-14,liquidity,SWING_LOW_FIRST_TOUCH x117
2026-07-13,2026-07-14,liquidity,SWING_LOW_RECLAIM x2348
2026-07-13,2026-07-14,liquidity,SWING_LOW_REJECTION x2191
2026-07-13,2026-07-14,liquidity,SWING_LOW_REVISIT x4609
2026-07-13,2026-07-14,liquidity,SWING_LOW_SWEEP_ABOVE x1054
2026-07-13,2026-07-14,liquidity,SWING_LOW_SWEEP_BELOW x1137
2026-07-13,2026-07-14,rejection_block,BEARISH_RB_CONFIRMED x43
2026-07-13,2026-07-14,rejection_block,BEARISH_RB_EXACT_TOUCH x2
2026-07-13,2026-07-14,rejection_block,BEARISH_RB_EXPIRY x1
2026-07-13,2026-07-14,rejection_block,BEARISH_RB_FAILURE x13
2026-07-13,2026-07-14,rejection_block,BEARISH_RB_FORMED x56
2026-07-13,2026-07-14,rejection_block,BEARISH_RB_INVALIDATION x38
2026-07-13,2026-07-14,rejection_block,BEARISH_RB_REJECTION x86
2026-07-13,2026-07-14,rejection_block,BEARISH_RB_REVISIT x204
2026-07-13,2026-07-14,rejection_block,BEARISH_RB_TAP x43
2026-07-13,2026-07-14,rejection_block,BULLISH_RB_CONFIRMED x46
2026-07-13,2026-07-14,rejection_block,BULLISH_RB_EXACT_TOUCH x7
2026-07-13,2026-07-14,rejection_block,BULLISH_RB_EXPIRY x8
2026-07-13,2026-07-14,rejection_block,BULLISH_RB_FAILURE x17
2026-07-13,2026-07-14,rejection_block,BULLISH_RB_FORMED x64
2026-07-13,2026-07-14,rejection_block,BULLISH_RB_INVALIDATION x34
2026-07-13,2026-07-14,rejection_block,BULLISH_RB_REJECTION x89
2026-07-13,2026-07-14,rejection_block,BULLISH_RB_REVISIT x163
2026-07-13,2026-07-14,rejection_block,BULLISH_RB_TAP x39
2026-07-13,2026-07-14,structure,BEARISH_EXPANSION x29
2026-07-13,2026-07-14,structure,BULLISH_EXPANSION x28
2026-07-13,2026-07-14,structure,COMPRESSION x7
2026-07-13,2026-07-14,structure,STRUCT_BREAK x8
2026-07-13,2026-07-14,structure,STRUCT_CONTINUATION x4
2026-07-13,2026-07-14,structure,STRUCT_EXPANSION x1
2026-07-13,2026-07-14,structure,STRUCT_FAILED_CONTINUATION x4
2026-07-13,2026-07-14,time_anchor,ANCHOR_ASIA_OPEN_ACCEPTANCE_ABOVE x2
2026-07-13,2026-07-14,time_anchor,ANCHOR_ASIA_OPEN_ACCEPTANCE_BELOW x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_ASIA_OPEN_CONTINUATION x4
2026-07-13,2026-07-14,time_anchor,ANCHOR_ASIA_OPEN_EXACT_TOUCH x2
2026-07-13,2026-07-14,time_anchor,ANCHOR_ASIA_OPEN_RECLAIM x4
2026-07-13,2026-07-14,time_anchor,ANCHOR_ASIA_OPEN_REJECTION x3
2026-07-13,2026-07-14,time_anchor,ANCHOR_ASIA_OPEN_REVISIT x9
2026-07-13,2026-07-14,time_anchor,ANCHOR_ASIA_OPEN_SWEEP x3
2026-07-13,2026-07-14,time_anchor,ANCHOR_LONDON_OPEN_ACCEPTANCE_ABOVE x4
2026-07-13,2026-07-14,time_anchor,ANCHOR_LONDON_OPEN_ACCEPTANCE_BELOW x3
2026-07-13,2026-07-14,time_anchor,ANCHOR_LONDON_OPEN_BREAK x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_LONDON_OPEN_CONTINUATION x6
2026-07-13,2026-07-14,time_anchor,ANCHOR_LONDON_OPEN_EXACT_TOUCH x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_LONDON_OPEN_EXPIRY x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_LONDON_OPEN_FIRST_TOUCH x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_LONDON_OPEN_FORMED x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_LONDON_OPEN_RECLAIM x11
2026-07-13,2026-07-14,time_anchor,ANCHOR_LONDON_OPEN_REJECTION x17
2026-07-13,2026-07-14,time_anchor,ANCHOR_LONDON_OPEN_REVISIT x29
2026-07-13,2026-07-14,time_anchor,ANCHOR_LONDON_OPEN_SWEEP x17
2026-07-13,2026-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_ACCEPTANCE_ABOVE x2
2026-07-13,2026-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_ACCEPTANCE_BELOW x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_BREAK x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_CONTINUATION x3
2026-07-13,2026-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_EXPIRY x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_FIRST_TOUCH x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_FORMED x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_RECLAIM x3
2026-07-13,2026-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_REJECTION x6
2026-07-13,2026-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_REVISIT x8
2026-07-13,2026-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_SWEEP x6
2026-07-13,2026-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_ACCEPTANCE_ABOVE x10
2026-07-13,2026-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_ACCEPTANCE_BELOW x9
2026-07-13,2026-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_BREAK x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_CONTINUATION x16
2026-07-13,2026-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_EXACT_TOUCH x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_EXPIRY x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_FIRST_TOUCH x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_FORMED x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_RECLAIM x22
2026-07-13,2026-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_REJECTION x26
2026-07-13,2026-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_REVISIT x48
2026-07-13,2026-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_SWEEP x26
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0900_ACCEPTANCE_ABOVE x16
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0900_ACCEPTANCE_BELOW x13
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0900_BREAK x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0900_CONTINUATION x21
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0900_EXACT_TOUCH x2
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0900_EXPIRY x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0900_FIRST_TOUCH x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0900_FORMED x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0900_RECLAIM x41
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0900_REJECTION x37
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0900_REVISIT x79
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0900_SWEEP x37
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0930_ACCEPTANCE_ABOVE x10
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0930_ACCEPTANCE_BELOW x9
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0930_BREAK x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0930_CONTINUATION x16
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0930_EXACT_TOUCH x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0930_EXPIRY x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0930_FIRST_TOUCH x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0930_FORMED x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0930_RECLAIM x22
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0930_REJECTION x26
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0930_REVISIT x48
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_0930_SWEEP x26
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_1000_ACCEPTANCE_ABOVE x13
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_1000_ACCEPTANCE_BELOW x15
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_1000_BREAK x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_1000_CONTINUATION x23
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_1000_EXPIRY x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_1000_FIRST_TOUCH x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_1000_FORMED x1
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_1000_RECLAIM x36
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_1000_REJECTION x45
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_1000_REVISIT x80
2026-07-13,2026-07-14,time_anchor,ANCHOR_OPEN_1000_SWEEP x45
2026-07-13,2026-07-14,vwap,VWAP_BAND_REJECT_M1_618 x5
2026-07-13,2026-07-14,vwap,VWAP_BAND_REJECT_M2_618 x3
2026-07-13,2026-07-14,vwap,VWAP_BAND_REJECT_M3_618 x2
2026-07-13,2026-07-14,vwap,VWAP_BAND_REJECT_P1_618 x34
2026-07-13,2026-07-14,vwap,VWAP_BAND_REJECT_P2_618 x4
2026-07-13,2026-07-14,vwap,VWAP_VWAP x21
2026-07-13,2026-07-14,vwap,VWAP_VWAP_ABOVE x12
2026-07-13,2026-07-14,vwap,VWAP_VWAP_BELOW x6
2026-07-13,2026-07-14,vwap,VWAP_VWAP_BOUNCE_DOWN x24
2026-07-13,2026-07-14,vwap,VWAP_VWAP_BOUNCE_UP x42
2026-07-13,2026-07-14,vwap,VWAP_VWAP_DOWN x16
2026-07-13,2026-07-14,vwap,VWAP_VWAP_UP x16
2026-07-14,2026-07-14,displacement,BAD_BEARISH_DISPLACEMENT x3
2026-07-14,2026-07-14,displacement,BAD_BULLISH_DISPLACEMENT x3
2026-07-14,2026-07-14,displacement,DISPLACEMENT_CONTINUATION x67
2026-07-14,2026-07-14,displacement,DISPLACEMENT_FAILED_CONTINUATION x19
2026-07-14,2026-07-14,displacement,GOOD_BEARISH_DISPLACEMENT x19
2026-07-14,2026-07-14,displacement,GOOD_BULLISH_DISPLACEMENT x20
2026-07-14,2026-07-14,displacement,MIXED_BEARISH_DISPLACEMENT x46
2026-07-14,2026-07-14,displacement,MIXED_BULLISH_DISPLACEMENT x54
2026-07-14,2026-07-14,fvg,BEARISH_FVG_EXACT_TOUCH x5
2026-07-14,2026-07-14,fvg,BEARISH_FVG_FAILURE x32
2026-07-14,2026-07-14,fvg,BEARISH_FVG_FIRST_FILL x28
2026-07-14,2026-07-14,fvg,BEARISH_FVG_FIRST_TOUCH x28
2026-07-14,2026-07-14,fvg,BEARISH_FVG_FORMED x28
2026-07-14,2026-07-14,fvg,BEARISH_FVG_FULL_FILL x31
2026-07-14,2026-07-14,fvg,BEARISH_FVG_MIDPOINT x30
2026-07-14,2026-07-14,fvg,BEARISH_FVG_REVISIT x102
2026-07-14,2026-07-14,fvg,BULLISH_FVG_CONTINUATION x1
2026-07-14,2026-07-14,fvg,BULLISH_FVG_EXACT_TOUCH x4
2026-07-14,2026-07-14,fvg,BULLISH_FVG_EXPIRY x3
2026-07-14,2026-07-14,fvg,BULLISH_FVG_FAILURE x26
2026-07-14,2026-07-14,fvg,BULLISH_FVG_FIRST_FILL x34
2026-07-14,2026-07-14,fvg,BULLISH_FVG_FIRST_TOUCH x33
2026-07-14,2026-07-14,fvg,BULLISH_FVG_FORMED x40
2026-07-14,2026-07-14,fvg,BULLISH_FVG_FULL_FILL x26
2026-07-14,2026-07-14,fvg,BULLISH_FVG_MIDPOINT x28
2026-07-14,2026-07-14,fvg,BULLISH_FVG_REVISIT x119
2026-07-14,2026-07-14,hist_level,HL_0900_HIGH_ACCEPTANCE_ABOVE x3
2026-07-14,2026-07-14,hist_level,HL_0900_HIGH_ACCEPTANCE_BELOW x3
2026-07-14,2026-07-14,hist_level,HL_0900_HIGH_CONTINUATION x4
2026-07-14,2026-07-14,hist_level,HL_0900_HIGH_EXACT_TOUCH x1
2026-07-14,2026-07-14,hist_level,HL_0900_HIGH_RECLAIM x8
2026-07-14,2026-07-14,hist_level,HL_0900_HIGH_REJECTION x8
2026-07-14,2026-07-14,hist_level,HL_0900_HIGH_REVISIT x16
2026-07-14,2026-07-14,hist_level,HL_0900_HIGH_SWEEP_ABOVE x7
2026-07-14,2026-07-14,hist_level,HL_0900_HIGH_SWEEP_BELOW x1
2026-07-14,2026-07-14,hist_level,HL_0900_LOW_ACCEPTANCE_ABOVE x3
2026-07-14,2026-07-14,hist_level,HL_0900_LOW_ACCEPTANCE_BELOW x3
2026-07-14,2026-07-14,hist_level,HL_0900_LOW_CONTINUATION x5
2026-07-14,2026-07-14,hist_level,HL_0900_LOW_EXACT_TOUCH x3
2026-07-14,2026-07-14,hist_level,HL_0900_LOW_RECLAIM x6
2026-07-14,2026-07-14,hist_level,HL_0900_LOW_REJECTION x5
2026-07-14,2026-07-14,hist_level,HL_0900_LOW_REVISIT x14
2026-07-14,2026-07-14,hist_level,HL_0900_LOW_SWEEP_ABOVE x3
2026-07-14,2026-07-14,hist_level,HL_0900_LOW_SWEEP_BELOW x2
2026-07-14,2026-07-14,hist_level,HL_0930_HIGH_ACCEPTANCE_ABOVE x1
2026-07-14,2026-07-14,hist_level,HL_0930_HIGH_CONTINUATION x1
2026-07-14,2026-07-14,hist_level,HL_0930_HIGH_RECLAIM x1
2026-07-14,2026-07-14,hist_level,HL_0930_HIGH_REVISIT x1
2026-07-14,2026-07-14,hist_level,HL_0930_LOW_ACCEPTANCE_ABOVE x1
2026-07-14,2026-07-14,hist_level,HL_0930_LOW_CONTINUATION x1
2026-07-14,2026-07-14,hist_level,HL_0930_LOW_EXACT_TOUCH x1
2026-07-14,2026-07-14,hist_level,HL_0930_LOW_RECLAIM x2
2026-07-14,2026-07-14,hist_level,HL_0930_LOW_REVISIT x4
2026-07-14,2026-07-14,hist_level,HL_1000_HIGH_ACCEPTANCE_ABOVE x1
2026-07-14,2026-07-14,hist_level,HL_1000_HIGH_CONTINUATION x1
2026-07-14,2026-07-14,hist_level,HL_1000_HIGH_RECLAIM x1
2026-07-14,2026-07-14,hist_level,HL_1000_HIGH_REJECTION x2
2026-07-14,2026-07-14,hist_level,HL_1000_HIGH_REVISIT x3
2026-07-14,2026-07-14,hist_level,HL_1000_HIGH_SWEEP_ABOVE x2
2026-07-14,2026-07-14,hist_level,HL_1000_LOW_ACCEPTANCE_ABOVE x1
2026-07-14,2026-07-14,hist_level,HL_1000_LOW_ACCEPTANCE_BELOW x1
2026-07-14,2026-07-14,hist_level,HL_1000_LOW_CONTINUATION x2
2026-07-14,2026-07-14,hist_level,HL_1000_LOW_RECLAIM x4
2026-07-14,2026-07-14,hist_level,HL_1000_LOW_REJECTION x4
2026-07-14,2026-07-14,hist_level,HL_1000_LOW_REVISIT x7
2026-07-14,2026-07-14,hist_level,HL_1000_LOW_SWEEP_ABOVE x1
2026-07-14,2026-07-14,hist_level,HL_1000_LOW_SWEEP_BELOW x3
2026-07-14,2026-07-14,hist_level,PREV_DAY_HIGH_EXACT_TOUCH x1
2026-07-14,2026-07-14,hist_level,PREV_DAY_HIGH_FIRST_TOUCH x1
2026-07-14,2026-07-14,hist_level,PREV_RTH_CLOSE_ACCEPTANCE_ABOVE x4
2026-07-14,2026-07-14,hist_level,PREV_RTH_CLOSE_ACCEPTANCE_BELOW x5
2026-07-14,2026-07-14,hist_level,PREV_RTH_CLOSE_CONTINUATION x5
2026-07-14,2026-07-14,hist_level,PREV_RTH_CLOSE_EXACT_TOUCH x1
2026-07-14,2026-07-14,hist_level,PREV_RTH_CLOSE_RECLAIM x14
2026-07-14,2026-07-14,hist_level,PREV_RTH_CLOSE_REJECTION x10
2026-07-14,2026-07-14,hist_level,PREV_RTH_CLOSE_REVISIT x24
2026-07-14,2026-07-14,hist_level,PREV_RTH_CLOSE_SWEEP_ABOVE x5
2026-07-14,2026-07-14,hist_level,PREV_RTH_CLOSE_SWEEP_BELOW x5
2026-07-14,2026-07-14,hist_level,PREV_RTH_HIGH_ACCEPTANCE_ABOVE x4
2026-07-14,2026-07-14,hist_level,PREV_RTH_HIGH_ACCEPTANCE_BELOW x4
2026-07-14,2026-07-14,hist_level,PREV_RTH_HIGH_CONTINUATION x8
2026-07-14,2026-07-14,hist_level,PREV_RTH_HIGH_FIRST_TOUCH x1
2026-07-14,2026-07-14,hist_level,PREV_RTH_HIGH_RECLAIM x11
2026-07-14,2026-07-14,hist_level,PREV_RTH_HIGH_REJECTION x8
2026-07-14,2026-07-14,hist_level,PREV_RTH_HIGH_REVISIT x18
2026-07-14,2026-07-14,hist_level,PREV_RTH_HIGH_SWEEP_ABOVE x6
2026-07-14,2026-07-14,hist_level,PREV_RTH_HIGH_SWEEP_BELOW x2
2026-07-14,2026-07-14,ifvg,BEARISH_IFVG_ACTIVATION x26
2026-07-14,2026-07-14,ifvg,BEARISH_IFVG_FIRST_TOUCH x29
2026-07-14,2026-07-14,ifvg,BEARISH_IFVG_REINVERSION x30
2026-07-14,2026-07-14,ifvg,BEARISH_IFVG_REJECTION x44
2026-07-14,2026-07-14,ifvg,BEARISH_IFVG_REVISIT x67
2026-07-14,2026-07-14,ifvg,BULLISH_IFVG_ACTIVATION x32
2026-07-14,2026-07-14,ifvg,BULLISH_IFVG_EXPIRY x4
2026-07-14,2026-07-14,ifvg,BULLISH_IFVG_FIRST_TOUCH x27
2026-07-14,2026-07-14,ifvg,BULLISH_IFVG_REINVERSION x22
2026-07-14,2026-07-14,ifvg,BULLISH_IFVG_REJECTION x48
2026-07-14,2026-07-14,ifvg,BULLISH_IFVG_REVISIT x87
2026-07-14,2026-07-14,liquidity,EQUAL_HIGHS_ACCEPTANCE_ABOVE x123
2026-07-14,2026-07-14,liquidity,EQUAL_HIGHS_ACCEPTANCE_BELOW x94
2026-07-14,2026-07-14,liquidity,EQUAL_HIGHS_BREAK x28
2026-07-14,2026-07-14,liquidity,EQUAL_HIGHS_CONFIRMED x28
2026-07-14,2026-07-14,liquidity,EQUAL_HIGHS_CONTINUATION x193
2026-07-14,2026-07-14,liquidity,EQUAL_HIGHS_EXACT_TOUCH x9
2026-07-14,2026-07-14,liquidity,EQUAL_HIGHS_EXPIRY x22
2026-07-14,2026-07-14,liquidity,EQUAL_HIGHS_FIRST_TOUCH x32
2026-07-14,2026-07-14,liquidity,EQUAL_HIGHS_RECLAIM x255
2026-07-14,2026-07-14,liquidity,EQUAL_HIGHS_REJECTION x251
2026-07-14,2026-07-14,liquidity,EQUAL_HIGHS_REVISIT x492
2026-07-14,2026-07-14,liquidity,EQUAL_HIGHS_SWEEP_ABOVE x117
2026-07-14,2026-07-14,liquidity,EQUAL_HIGHS_SWEEP_BELOW x134
2026-07-14,2026-07-14,liquidity,EQUAL_LOWS_ACCEPTANCE_ABOVE x105
2026-07-14,2026-07-14,liquidity,EQUAL_LOWS_ACCEPTANCE_BELOW x61
2026-07-14,2026-07-14,liquidity,EQUAL_LOWS_BREAK x24
2026-07-14,2026-07-14,liquidity,EQUAL_LOWS_CONFIRMED x25
2026-07-14,2026-07-14,liquidity,EQUAL_LOWS_CONTINUATION x138
2026-07-14,2026-07-14,liquidity,EQUAL_LOWS_EXACT_TOUCH x9
2026-07-14,2026-07-14,liquidity,EQUAL_LOWS_EXPIRY x23
2026-07-14,2026-07-14,liquidity,EQUAL_LOWS_FIRST_TOUCH x21
2026-07-14,2026-07-14,liquidity,EQUAL_LOWS_RECLAIM x206
2026-07-14,2026-07-14,liquidity,EQUAL_LOWS_REJECTION x178
2026-07-14,2026-07-14,liquidity,EQUAL_LOWS_REVISIT x380
2026-07-14,2026-07-14,liquidity,EQUAL_LOWS_SWEEP_ABOVE x74
2026-07-14,2026-07-14,liquidity,EQUAL_LOWS_SWEEP_BELOW x104
2026-07-14,2026-07-14,liquidity,SWING_HIGH_ACCEPTANCE_ABOVE x293
2026-07-14,2026-07-14,liquidity,SWING_HIGH_ACCEPTANCE_BELOW x219
2026-07-14,2026-07-14,liquidity,SWING_HIGH_BREAK x59
2026-07-14,2026-07-14,liquidity,SWING_HIGH_CONFIRMED x59
2026-07-14,2026-07-14,liquidity,SWING_HIGH_CONTINUATION x459
2026-07-14,2026-07-14,liquidity,SWING_HIGH_EXACT_TOUCH x59
2026-07-14,2026-07-14,liquidity,SWING_HIGH_EXPIRY x51
2026-07-14,2026-07-14,liquidity,SWING_HIGH_FIRST_TOUCH x71
2026-07-14,2026-07-14,liquidity,SWING_HIGH_RECLAIM x635
2026-07-14,2026-07-14,liquidity,SWING_HIGH_REJECTION x612
2026-07-14,2026-07-14,liquidity,SWING_HIGH_REVISIT x1249
2026-07-14,2026-07-14,liquidity,SWING_HIGH_SWEEP_ABOVE x288
2026-07-14,2026-07-14,liquidity,SWING_HIGH_SWEEP_BELOW x324
2026-07-14,2026-07-14,liquidity,SWING_LOW_ACCEPTANCE_ABOVE x203
2026-07-14,2026-07-14,liquidity,SWING_LOW_ACCEPTANCE_BELOW x111
