chart_id,file,candidate_or_branch_id,timestamp,graph_path,coherent,questionable,incorrect_primitive,incorrect_causal_relationship,stop_too_tight,stop_too_wide,target_not_genuine,missed_setup,false_setup,wrong_grade,wrong_similarity,other_notes
primitive_bad_displacement,charts/023_primitive_bad_displacement.png,DISP-033525,2026-07-13 23:03:00+00:00,,,,,,,,,,,,,
primitive_bad_displacement,charts/024_primitive_bad_displacement.png,DISP-033537,2026-07-13 23:36:00+00:00,,,,,,,,,,,,,
primitive_compression,charts/025_primitive_compression.png,STRUCT-000479,2026-07-14 01:01:00+00:00,,,,,,,,,,,,,
primitive_compression,charts/026_primitive_compression.png,STRUCT-000480,2026-07-14 02:59:00+00:00,,,,,,,,,,,,,
primitive_expansion,charts/027_primitive_expansion.png,STRUCT-006316,2026-07-13 22:00:00+00:00,,,,,,,,,,,,,
primitive_expansion,charts/028_primitive_expansion.png,STRUCT-006317,2026-07-13 22:05:00+00:00,,,,,,,,,,,,,
primitive_time_anchor_interaction,charts/029_primitive_time_anchor_interaction.png,LVL-000794,2026-07-14 00:00:00+00:00,,,,,,,,,,,,,
primitive_time_anchor_interaction,charts/030_primitive_time_anchor_interaction.png,LVL-000795,2026-07-14 04:00:00+00:00,,,,,,,,,,,,,
primitive_vwap_interaction,charts/031_primitive_vwap_interaction.png,VWAP-000123,2026-07-13 22:00:00+00:00,,,,,,,,,,,,,
primitive_vwap_interaction,charts/032_primitive_vwap_interaction.png,VWAP-000123,2026-07-13 22:00:00+00:00,,,,,,,,,,,,,
path_sweep_reclaim_fade,charts/033_path_sweep_reclaim_fade.png,GNC-1132570,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
path_vwap_continuation,charts/034_path_vwap_continuation.png,GNC-1132582,2026-07-13 22:00:00+00:00,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,,,,,,,,,,,,
path_vwap_fade,charts/035_path_vwap_fade.png,GNC-1132586,2026-07-13 22:00:00+00:00,VWAP_BAND_REJECT_M1_618 -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
path_fvg_failure_immediate_ifvg,charts/036_path_fvg_failure_immediate_ifvg.png,GNC-1132589,2026-07-13 22:00:00+00:00,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
path_sweep_acceptance_continuation,charts/037_path_sweep_acceptance_continuation.png,GNC-1132601,2026-07-13 22:01:00+00:00,SWING_HIGH_SWEEP_BELOW -> SWING_HIGH_ACCEPTANCE_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
path_accepted_break,charts/038_path_accepted_break.png,GNC-1132605,2026-07-13 22:01:00+00:00,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_ABOVE -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
path_fvg_first_touch_response,charts/039_path_fvg_first_touch_response.png,GNC-1132609,2026-07-13 22:02:00+00:00,BULLISH_FVG_FORMED -> BULLISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_LONG_TRIGGER,,,,,,,,,,,,
path_fvg_failure_later_ifvg_retest,charts/040_path_fvg_failure_later_ifvg_retest.png,GNC-1132649,2026-07-13 22:03:00+00:00,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> BULLISH_IFVG_FIRST_TOUCH -> RETEST_LONG_TRIGGER,,,,,,,,,,,,
path_contextual_fvg_immediate_entry,charts/041_path_contextual_fvg_immediate_entry.png,GNC-1132701,2026-07-13 22:06:00+00:00,BULLISH_FVG_FORMED -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
path_rb_tap_good_displacement_continuation,charts/042_path_rb_tap_good_displacement_continuation.png,GNC-1132825,2026-07-13 22:21:00+00:00,BEARISH_RB_CONFIRMED -> BEARISH_RB_TAP -> GOOD_BEARISH_DISPLACEMENT -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
path_time_anchor_setup_without_fvg,charts/043_path_time_anchor_setup_without_fvg.png,GNC-1134533,2026-07-14 00:02:00+00:00,ANCHOR_ASIA_OPEN_RECLAIM -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
path_compression_expansion,charts/044_path_compression_expansion.png,GNC-1135653,2026-07-14 01:11:00+00:00,COMPRESSION -> STRUCT_BREAK -> NEXT_BAR_SHORT_TRIGGER,,,,,,,,,,,,
path_false_expansion_fade,charts/045_path_false_expansion_fade.png,GNC-1135685,2026-07-14 01:11:00+00:00,COMPRESSION -> STRUCT_FAILED_CONTINUATION -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
path_rb_tap_bad_displacement_unresolved,charts/046_path_rb_tap_bad_displacement_unresolved.png,GBR-355645,2026-07-13 18:12:00-04:00,BEARISH_RB_CONFIRMED -> BEARISH_RB_TAP,,,,,,,,,,,,
structural_rejected_5_GNC-1132570,charts/047_structural_rejected_5_GNC-1132570.png,GNC-1132570,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
structural_rejected_5_GNC-1132571,charts/048_structural_rejected_5_GNC-1132571.png,GNC-1132571,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
structural_rejected_5_GNC-1132574,charts/049_structural_rejected_5_GNC-1132574.png,GNC-1132574,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
structural_rejected_5_GNC-1132575,charts/050_structural_rejected_5_GNC-1132575.png,GNC-1132575,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
structural_rejected_5_GNC-1132578,charts/051_structural_rejected_5_GNC-1132578.png,GNC-1132578,2026-07-13 22:00:00+00:00,EQUAL_HIGHS_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
structural_rejected_by_reason_DEGENERATE_STOP_GNC-1142556,charts/052_structural_rejected_by_reason_DEGENERATE_STOP_GNC-1142556.png,GNC-1142556,2026-07-14 09:27:00+00:00,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> NEXT_BAR_LONG_TRIGGER,,,,,,,,,,,,
structural_rejected_by_reason_STOP_WRONG_SIDE_GNC-1145248,charts/053_structural_rejected_by_reason_STOP_WRONG_SIDE_GNC-1145248.png,GNC-1145248,2026-07-14 12:16:00+00:00,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> NEXT_BAR_SHORT_TRIGGER,,,,,,,,,,,,
structural_unresolved_3_GBR-355570,charts/054_structural_unresolved_3_GBR-355570.png,GBR-355570,2026-07-13 18:00:00-04:00,BULLISH_FVG_FORMED,,,,,,,,,,,,
structural_unresolved_3_GBR-355571,charts/055_structural_unresolved_3_GBR-355571.png,GBR-355571,2026-07-13 18:25:00-04:00,BULLISH_FVG_FORMED -> BULLISH_FVG_FIRST_TOUCH,,,,,,,,,,,,
structural_unresolved_3_GBR-355572,charts/056_structural_unresolved_3_GBR-355572.png,GBR-355572,2026-07-13 18:25:00-04:00,BULLISH_FVG_FORMED -> BULLISH_FVG_FIRST_FILL,,,,,,,,,,,,
structural_insufficient_rr_3_GNC-1132570,charts/057_structural_insufficient_rr_3_GNC-1132570.png,GNC-1132570,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
structural_insufficient_rr_3_GNC-1132571,charts/058_structural_insufficient_rr_3_GNC-1132571.png,GNC-1132571,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
structural_insufficient_rr_3_GNC-1132574,charts/059_structural_insufficient_rr_3_GNC-1132574.png,GNC-1132574,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
structural_natural_rr_ge1_capped_2_GNC-1132572,charts/060_structural_natural_rr_ge1_capped_2_GNC-1132572.png,GNC-1132572,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
structural_natural_rr_ge1_capped_2_GNC-1132573,charts/061_structural_natural_rr_ge1_capped_2_GNC-1132573.png,GNC-1132573,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
structural_natural_rr_half_to_1_2_GNC-1132582,charts/062_structural_natural_rr_half_to_1_2_GNC-1132582.png,GNC-1132582,2026-07-13 22:00:00+00:00,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,,,,,,,,,,,,
structural_natural_rr_half_to_1_2_GNC-1132591,charts/063_structural_natural_rr_half_to_1_2_GNC-1132591.png,GNC-1132591,2026-07-13 22:00:00+00:00,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
structural_policy_variant_pair_2_GNC-1132572,charts/064_structural_policy_variant_pair_2_GNC-1132572.png,GNC-1132572,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
structural_policy_variant_pair_2_GNC-1132573,charts/065_structural_policy_variant_pair_2_GNC-1132573.png,GNC-1132573,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
structural_dedup_examples_2_GNC-1132570,charts/066_structural_dedup_examples_2_GNC-1132570.png,GNC-1132570,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
structural_dedup_examples_2_GNC-1132574,charts/067_structural_dedup_examples_2_GNC-1132574.png,GNC-1132574,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
qual_qualified_2_GNC-1132582,charts/068_qual_qualified_2_GNC-1132582.png,GNC-1132582,2026-07-13 22:00:00+00:00,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,,,,,,,,,,,,
qual_qualified_2_GNC-1132583,charts/069_qual_qualified_2_GNC-1132583.png,GNC-1132583,2026-07-13 22:00:00+00:00,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,,,,,,,,,,,,
qual_chronological_not_activated_examples_GNC-1132572,charts/070_qual_chronological_not_activated_examples_GNC-1132572.png,GNC-1132572,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
qual_chronological_not_activated_examples_GNC-1132573,charts/071_qual_chronological_not_activated_examples_GNC-1132573.png,GNC-1132573,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
evidence_strongest_positive_recent_exact_GNC-1187515,charts/072_evidence_strongest_positive_recent_exact_GNC-1187515.png,GNC-1187515,2026-07-16 13:39:00+00:00,HL_0900_LOW_BREAK -> HL_0900_LOW_RECLAIM -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
evidence_strongest_positive_recent_exact_GNC-1187514,charts/073_evidence_strongest_positive_recent_exact_GNC-1187514.png,GNC-1187514,2026-07-16 13:39:00+00:00,HL_0900_LOW_BREAK -> HL_0900_LOW_RECLAIM -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
evidence_strongest_positive_recent_exact_GNC-1186579,charts/074_evidence_strongest_positive_recent_exact_GNC-1186579.png,GNC-1186579,2026-07-16 13:02:00+00:00,HL_0900_HIGH_SWEEP_ABOVE -> HL_0900_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
evidence_strongest_positive_recent_reduced_GNC-1186576,charts/075_evidence_strongest_positive_recent_reduced_GNC-1186576.png,GNC-1186576,2026-07-16 13:02:00+00:00,HL_0900_HIGH_SWEEP_ABOVE -> HL_0900_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
evidence_strongest_positive_recent_reduced_GNC-1177908,charts/076_evidence_strongest_positive_recent_reduced_GNC-1177908.png,GNC-1177908,2026-07-16 04:00:00+00:00,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,,,,,,,,,,,,
evidence_strongest_positive_recent_reduced_GNC-1177907,charts/077_evidence_strongest_positive_recent_reduced_GNC-1177907.png,GNC-1177907,2026-07-16 04:00:00+00:00,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,,,,,,,,,,,,
evidence_strongest_qualified_GNC-1172333,charts/078_evidence_strongest_qualified_GNC-1172333.png,GNC-1172333,2026-07-15 22:00:00+00:00,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,,,,,,,,,,,,
evidence_strongest_qualified_GNC-1157393,charts/079_evidence_strongest_qualified_GNC-1157393.png,GNC-1157393,2026-07-15 04:00:00+00:00,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,,,,,,,,,,,,
evidence_strongest_qualified_GNC-1177907,charts/080_evidence_strongest_qualified_GNC-1177907.png,GNC-1177907,2026-07-16 04:00:00+00:00,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,,,,,,,,,,,,
evidence_conflicting_short_vs_medium_horizon_GNC-1132726,charts/081_evidence_conflicting_short_vs_medium_horizon_GNC-1132726.png,GNC-1132726,2026-07-13 22:09:00+00:00,SWING_HIGH_SWEEP_ABOVE -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
evidence_conflicting_short_vs_medium_horizon_GNC-1132727,charts/082_evidence_conflicting_short_vs_medium_horizon_GNC-1132727.png,GNC-1132727,2026-07-13 22:09:00+00:00,SWING_HIGH_SWEEP_ABOVE -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
evidence_positive_short_negative_long_GNC-1132726,charts/083_evidence_positive_short_negative_long_GNC-1132726.png,GNC-1132726,2026-07-13 22:09:00+00:00,SWING_HIGH_SWEEP_ABOVE -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
evidence_positive_short_negative_long_GNC-1132727,charts/084_evidence_positive_short_negative_long_GNC-1132727.png,GNC-1132727,2026-07-13 22:09:00+00:00,SWING_HIGH_SWEEP_ABOVE -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
evidence_negative_recent_evidence_GNC-1132572,charts/085_evidence_negative_recent_evidence_GNC-1132572.png,GNC-1132572,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
evidence_negative_recent_evidence_GNC-1132573,charts/086_evidence_negative_recent_evidence_GNC-1132573.png,GNC-1132573,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
evidence_negative_recent_evidence_GNC-1132576,charts/087_evidence_negative_recent_evidence_GNC-1132576.png,GNC-1132576,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
evidence_insufficient_sample_evidence_GNC-1158348,charts/088_evidence_insufficient_sample_evidence_GNC-1158348.png,GNC-1158348,2026-07-15 05:04:00+00:00,PREV_DAY_HIGH_SWEEP_BELOW -> PREV_DAY_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
evidence_insufficient_sample_evidence_GNC-1158349,charts/089_evidence_insufficient_sample_evidence_GNC-1158349.png,GNC-1158349,2026-07-15 05:04:00+00:00,PREV_DAY_HIGH_SWEEP_BELOW -> PREV_DAY_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
evidence_insufficient_sample_evidence_GNC-1187736,charts/090_evidence_insufficient_sample_evidence_GNC-1187736.png,GNC-1187736,2026-07-16 13:47:00+00:00,PREV_WEEK5_LOW_SWEEP_BELOW -> PREV_WEEK5_LOW_RECLAIM -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
evidence_recorded_not_activated_examples_GNC-1132572,charts/091_evidence_recorded_not_activated_examples_GNC-1132572.png,GNC-1132572,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
evidence_recorded_not_activated_examples_GNC-1132573,charts/092_evidence_recorded_not_activated_examples_GNC-1132573.png,GNC-1132573,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
evidence_recorded_not_activated_examples_GNC-1132576,charts/093_evidence_recorded_not_activated_examples_GNC-1132576.png,GNC-1132576,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
evidence_different_target_policy_evidence_pair_GNC-1132572,charts/094_evidence_different_target_policy_evidence_pair_GNC-1132572.png,GNC-1132572,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
evidence_different_target_policy_evidence_pair_GNC-1132573,charts/095_evidence_different_target_policy_evidence_pair_GNC-1132573.png,GNC-1132573,2026-07-13 22:00:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
