config_id,grammar,desc,status,trades,per_week,pf0,pf1,pf2,net0,net1,net2,mdd1,mdd2,posyr0,posyr1,posyr2
D094_V,D,AMD tf1m L24 w1.5 exc0.25 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D095,D,AMD tf1m L24 w1.5 exc0.25 mw12 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D095_V,D,AMD tf1m L24 w1.5 exc0.25 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D096,D,AMD tf3m L12 w1.0 exc0.0 mw6 midpoint rbw6,TOO_FEW,2,,,,,,,,,,,,
D096_V,D,AMD tf3m L12 w1.0 exc0.0 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D097,D,AMD tf3m L12 w1.0 exc0.0 mw6 midpoint rbw12,TOO_FEW,14,,,,,,,,,,,,
D097_V,D,AMD tf3m L12 w1.0 exc0.0 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D098,D,AMD tf3m L12 w1.0 exc0.0 mw6 opposite rbw6,TOO_FEW,2,,,,,,,,,,,,
D098_V,D,AMD tf3m L12 w1.0 exc0.0 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D099,D,AMD tf3m L12 w1.0 exc0.0 mw6 opposite rbw12,TOO_FEW,14,,,,,,,,,,,,
D099_V,D,AMD tf3m L12 w1.0 exc0.0 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D100,D,AMD tf3m L12 w1.0 exc0.0 mw12 midpoint rbw6,TOO_FEW,2,,,,,,,,,,,,
D100_V,D,AMD tf3m L12 w1.0 exc0.0 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D101,D,AMD tf3m L12 w1.0 exc0.0 mw12 midpoint rbw12,TOO_FEW,14,,,,,,,,,,,,
D101_V,D,AMD tf3m L12 w1.0 exc0.0 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D102,D,AMD tf3m L12 w1.0 exc0.0 mw12 opposite rbw6,TOO_FEW,2,,,,,,,,,,,,
D102_V,D,AMD tf3m L12 w1.0 exc0.0 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D103,D,AMD tf3m L12 w1.0 exc0.0 mw12 opposite rbw12,TOO_FEW,14,,,,,,,,,,,,
D103_V,D,AMD tf3m L12 w1.0 exc0.0 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D104,D,AMD tf3m L12 w1.0 exc0.25 mw6 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D104_V,D,AMD tf3m L12 w1.0 exc0.25 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D105,D,AMD tf3m L12 w1.0 exc0.25 mw6 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D105_V,D,AMD tf3m L12 w1.0 exc0.25 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D106,D,AMD tf3m L12 w1.0 exc0.25 mw6 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D106_V,D,AMD tf3m L12 w1.0 exc0.25 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D107,D,AMD tf3m L12 w1.0 exc0.25 mw6 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D107_V,D,AMD tf3m L12 w1.0 exc0.25 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D108,D,AMD tf3m L12 w1.0 exc0.25 mw12 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D108_V,D,AMD tf3m L12 w1.0 exc0.25 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D109,D,AMD tf3m L12 w1.0 exc0.25 mw12 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D109_V,D,AMD tf3m L12 w1.0 exc0.25 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D110,D,AMD tf3m L12 w1.0 exc0.25 mw12 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D110_V,D,AMD tf3m L12 w1.0 exc0.25 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D111,D,AMD tf3m L12 w1.0 exc0.25 mw12 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D111_V,D,AMD tf3m L12 w1.0 exc0.25 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D112,D,AMD tf3m L12 w1.5 exc0.0 mw6 midpoint rbw6,TOO_FEW,5,,,,,,,,,,,,
D112_V,D,AMD tf3m L12 w1.5 exc0.0 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D113,D,AMD tf3m L12 w1.5 exc0.0 mw6 midpoint rbw12,TOO_FEW,19,,,,,,,,,,,,
D113_V,D,AMD tf3m L12 w1.5 exc0.0 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D114,D,AMD tf3m L12 w1.5 exc0.0 mw6 opposite rbw6,TOO_FEW,4,,,,,,,,,,,,
D114_V,D,AMD tf3m L12 w1.5 exc0.0 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D115,D,AMD tf3m L12 w1.5 exc0.0 mw6 opposite rbw12,TOO_FEW,16,,,,,,,,,,,,
D115_V,D,AMD tf3m L12 w1.5 exc0.0 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D116,D,AMD tf3m L12 w1.5 exc0.0 mw12 midpoint rbw6,TOO_FEW,6,,,,,,,,,,,,
D116_V,D,AMD tf3m L12 w1.5 exc0.0 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D117,D,AMD tf3m L12 w1.5 exc0.0 mw12 midpoint rbw12,TOO_FEW,20,,,,,,,,,,,,
D117_V,D,AMD tf3m L12 w1.5 exc0.0 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D118,D,AMD tf3m L12 w1.5 exc0.0 mw12 opposite rbw6,TOO_FEW,7,,,,,,,,,,,,
D118_V,D,AMD tf3m L12 w1.5 exc0.0 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D119,D,AMD tf3m L12 w1.5 exc0.0 mw12 opposite rbw12,TOO_FEW,19,,,,,,,,,,,,
D119_V,D,AMD tf3m L12 w1.5 exc0.0 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D120,D,AMD tf3m L12 w1.5 exc0.25 mw6 midpoint rbw6,TOO_FEW,3,,,,,,,,,,,,
D120_V,D,AMD tf3m L12 w1.5 exc0.25 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D121,D,AMD tf3m L12 w1.5 exc0.25 mw6 midpoint rbw12,TOO_FEW,5,,,,,,,,,,,,
D121_V,D,AMD tf3m L12 w1.5 exc0.25 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D122,D,AMD tf3m L12 w1.5 exc0.25 mw6 opposite rbw6,TOO_FEW,2,,,,,,,,,,,,
D122_V,D,AMD tf3m L12 w1.5 exc0.25 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D123,D,AMD tf3m L12 w1.5 exc0.25 mw6 opposite rbw12,TOO_FEW,2,,,,,,,,,,,,
D123_V,D,AMD tf3m L12 w1.5 exc0.25 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D124,D,AMD tf3m L12 w1.5 exc0.25 mw12 midpoint rbw6,TOO_FEW,4,,,,,,,,,,,,
D124_V,D,AMD tf3m L12 w1.5 exc0.25 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D125,D,AMD tf3m L12 w1.5 exc0.25 mw12 midpoint rbw12,TOO_FEW,6,,,,,,,,,,,,
D125_V,D,AMD tf3m L12 w1.5 exc0.25 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D126,D,AMD tf3m L12 w1.5 exc0.25 mw12 opposite rbw6,TOO_FEW,5,,,,,,,,,,,,
D126_V,D,AMD tf3m L12 w1.5 exc0.25 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D127,D,AMD tf3m L12 w1.5 exc0.25 mw12 opposite rbw12,TOO_FEW,5,,,,,,,,,,,,
D127_V,D,AMD tf3m L12 w1.5 exc0.25 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D128,D,AMD tf3m L18 w1.0 exc0.0 mw6 midpoint rbw6,TOO_FEW,2,,,,,,,,,,,,
D128_V,D,AMD tf3m L18 w1.0 exc0.0 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D129,D,AMD tf3m L18 w1.0 exc0.0 mw6 midpoint rbw12,TOO_FEW,13,,,,,,,,,,,,
D129_V,D,AMD tf3m L18 w1.0 exc0.0 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D130,D,AMD tf3m L18 w1.0 exc0.0 mw6 opposite rbw6,TOO_FEW,2,,,,,,,,,,,,
D130_V,D,AMD tf3m L18 w1.0 exc0.0 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D131,D,AMD tf3m L18 w1.0 exc0.0 mw6 opposite rbw12,TOO_FEW,13,,,,,,,,,,,,
D131_V,D,AMD tf3m L18 w1.0 exc0.0 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D132,D,AMD tf3m L18 w1.0 exc0.0 mw12 midpoint rbw6,TOO_FEW,2,,,,,,,,,,,,
D132_V,D,AMD tf3m L18 w1.0 exc0.0 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D133,D,AMD tf3m L18 w1.0 exc0.0 mw12 midpoint rbw12,TOO_FEW,13,,,,,,,,,,,,
D133_V,D,AMD tf3m L18 w1.0 exc0.0 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D134,D,AMD tf3m L18 w1.0 exc0.0 mw12 opposite rbw6,TOO_FEW,2,,,,,,,,,,,,
D134_V,D,AMD tf3m L18 w1.0 exc0.0 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D135,D,AMD tf3m L18 w1.0 exc0.0 mw12 opposite rbw12,TOO_FEW,13,,,,,,,,,,,,
D135_V,D,AMD tf3m L18 w1.0 exc0.0 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D136,D,AMD tf3m L18 w1.0 exc0.25 mw6 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D136_V,D,AMD tf3m L18 w1.0 exc0.25 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D137,D,AMD tf3m L18 w1.0 exc0.25 mw6 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D137_V,D,AMD tf3m L18 w1.0 exc0.25 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D138,D,AMD tf3m L18 w1.0 exc0.25 mw6 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D138_V,D,AMD tf3m L18 w1.0 exc0.25 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D139,D,AMD tf3m L18 w1.0 exc0.25 mw6 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D139_V,D,AMD tf3m L18 w1.0 exc0.25 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D140,D,AMD tf3m L18 w1.0 exc0.25 mw12 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D140_V,D,AMD tf3m L18 w1.0 exc0.25 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D141,D,AMD tf3m L18 w1.0 exc0.25 mw12 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D141_V,D,AMD tf3m L18 w1.0 exc0.25 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D142,D,AMD tf3m L18 w1.0 exc0.25 mw12 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D142_V,D,AMD tf3m L18 w1.0 exc0.25 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D143,D,AMD tf3m L18 w1.0 exc0.25 mw12 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D143_V,D,AMD tf3m L18 w1.0 exc0.25 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D144,D,AMD tf3m L18 w1.5 exc0.0 mw6 midpoint rbw6,TOO_FEW,2,,,,,,,,,,,,
D144_V,D,AMD tf3m L18 w1.5 exc0.0 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D145,D,AMD tf3m L18 w1.5 exc0.0 mw6 midpoint rbw12,TOO_FEW,13,,,,,,,,,,,,
D145_V,D,AMD tf3m L18 w1.5 exc0.0 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D146,D,AMD tf3m L18 w1.5 exc0.0 mw6 opposite rbw6,TOO_FEW,2,,,,,,,,,,,,
D146_V,D,AMD tf3m L18 w1.5 exc0.0 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D147,D,AMD tf3m L18 w1.5 exc0.0 mw6 opposite rbw12,TOO_FEW,13,,,,,,,,,,,,
D147_V,D,AMD tf3m L18 w1.5 exc0.0 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D148,D,AMD tf3m L18 w1.5 exc0.0 mw12 midpoint rbw6,TOO_FEW,2,,,,,,,,,,,,
D148_V,D,AMD tf3m L18 w1.5 exc0.0 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D149,D,AMD tf3m L18 w1.5 exc0.0 mw12 midpoint rbw12,TOO_FEW,13,,,,,,,,,,,,
D149_V,D,AMD tf3m L18 w1.5 exc0.0 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D150,D,AMD tf3m L18 w1.5 exc0.0 mw12 opposite rbw6,TOO_FEW,2,,,,,,,,,,,,
D150_V,D,AMD tf3m L18 w1.5 exc0.0 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D151,D,AMD tf3m L18 w1.5 exc0.0 mw12 opposite rbw12,TOO_FEW,13,,,,,,,,,,,,
D151_V,D,AMD tf3m L18 w1.5 exc0.0 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D152,D,AMD tf3m L18 w1.5 exc0.25 mw6 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D152_V,D,AMD tf3m L18 w1.5 exc0.25 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D153,D,AMD tf3m L18 w1.5 exc0.25 mw6 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D153_V,D,AMD tf3m L18 w1.5 exc0.25 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D154,D,AMD tf3m L18 w1.5 exc0.25 mw6 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D154_V,D,AMD tf3m L18 w1.5 exc0.25 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D155,D,AMD tf3m L18 w1.5 exc0.25 mw6 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D155_V,D,AMD tf3m L18 w1.5 exc0.25 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D156,D,AMD tf3m L18 w1.5 exc0.25 mw12 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D156_V,D,AMD tf3m L18 w1.5 exc0.25 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D157,D,AMD tf3m L18 w1.5 exc0.25 mw12 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D157_V,D,AMD tf3m L18 w1.5 exc0.25 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D158,D,AMD tf3m L18 w1.5 exc0.25 mw12 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D158_V,D,AMD tf3m L18 w1.5 exc0.25 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D159,D,AMD tf3m L18 w1.5 exc0.25 mw12 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D159_V,D,AMD tf3m L18 w1.5 exc0.25 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D160,D,AMD tf3m L24 w1.0 exc0.0 mw6 midpoint rbw6,TOO_FEW,2,,,,,,,,,,,,
D160_V,D,AMD tf3m L24 w1.0 exc0.0 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D161,D,AMD tf3m L24 w1.0 exc0.0 mw6 midpoint rbw12,TOO_FEW,13,,,,,,,,,,,,
D161_V,D,AMD tf3m L24 w1.0 exc0.0 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D162,D,AMD tf3m L24 w1.0 exc0.0 mw6 opposite rbw6,TOO_FEW,2,,,,,,,,,,,,
D162_V,D,AMD tf3m L24 w1.0 exc0.0 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D163,D,AMD tf3m L24 w1.0 exc0.0 mw6 opposite rbw12,TOO_FEW,13,,,,,,,,,,,,
D163_V,D,AMD tf3m L24 w1.0 exc0.0 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D164,D,AMD tf3m L24 w1.0 exc0.0 mw12 midpoint rbw6,TOO_FEW,2,,,,,,,,,,,,
D164_V,D,AMD tf3m L24 w1.0 exc0.0 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D165,D,AMD tf3m L24 w1.0 exc0.0 mw12 midpoint rbw12,TOO_FEW,13,,,,,,,,,,,,
D165_V,D,AMD tf3m L24 w1.0 exc0.0 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D166,D,AMD tf3m L24 w1.0 exc0.0 mw12 opposite rbw6,TOO_FEW,2,,,,,,,,,,,,
D166_V,D,AMD tf3m L24 w1.0 exc0.0 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D167,D,AMD tf3m L24 w1.0 exc0.0 mw12 opposite rbw12,TOO_FEW,13,,,,,,,,,,,,
D167_V,D,AMD tf3m L24 w1.0 exc0.0 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D168,D,AMD tf3m L24 w1.0 exc0.25 mw6 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D168_V,D,AMD tf3m L24 w1.0 exc0.25 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D169,D,AMD tf3m L24 w1.0 exc0.25 mw6 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D169_V,D,AMD tf3m L24 w1.0 exc0.25 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D170,D,AMD tf3m L24 w1.0 exc0.25 mw6 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D170_V,D,AMD tf3m L24 w1.0 exc0.25 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D171,D,AMD tf3m L24 w1.0 exc0.25 mw6 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D171_V,D,AMD tf3m L24 w1.0 exc0.25 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D172,D,AMD tf3m L24 w1.0 exc0.25 mw12 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D172_V,D,AMD tf3m L24 w1.0 exc0.25 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D173,D,AMD tf3m L24 w1.0 exc0.25 mw12 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D173_V,D,AMD tf3m L24 w1.0 exc0.25 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D174,D,AMD tf3m L24 w1.0 exc0.25 mw12 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D174_V,D,AMD tf3m L24 w1.0 exc0.25 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D175,D,AMD tf3m L24 w1.0 exc0.25 mw12 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D175_V,D,AMD tf3m L24 w1.0 exc0.25 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D176,D,AMD tf3m L24 w1.5 exc0.0 mw6 midpoint rbw6,TOO_FEW,2,,,,,,,,,,,,
D176_V,D,AMD tf3m L24 w1.5 exc0.0 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D177,D,AMD tf3m L24 w1.5 exc0.0 mw6 midpoint rbw12,TOO_FEW,13,,,,,,,,,,,,
D177_V,D,AMD tf3m L24 w1.5 exc0.0 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D178,D,AMD tf3m L24 w1.5 exc0.0 mw6 opposite rbw6,TOO_FEW,2,,,,,,,,,,,,
D178_V,D,AMD tf3m L24 w1.5 exc0.0 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D179,D,AMD tf3m L24 w1.5 exc0.0 mw6 opposite rbw12,TOO_FEW,13,,,,,,,,,,,,
D179_V,D,AMD tf3m L24 w1.5 exc0.0 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D180,D,AMD tf3m L24 w1.5 exc0.0 mw12 midpoint rbw6,TOO_FEW,2,,,,,,,,,,,,
D180_V,D,AMD tf3m L24 w1.5 exc0.0 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D181,D,AMD tf3m L24 w1.5 exc0.0 mw12 midpoint rbw12,TOO_FEW,13,,,,,,,,,,,,
D181_V,D,AMD tf3m L24 w1.5 exc0.0 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D182,D,AMD tf3m L24 w1.5 exc0.0 mw12 opposite rbw6,TOO_FEW,2,,,,,,,,,,,,
D182_V,D,AMD tf3m L24 w1.5 exc0.0 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D183,D,AMD tf3m L24 w1.5 exc0.0 mw12 opposite rbw12,TOO_FEW,13,,,,,,,,,,,,
D183_V,D,AMD tf3m L24 w1.5 exc0.0 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D184,D,AMD tf3m L24 w1.5 exc0.25 mw6 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D184_V,D,AMD tf3m L24 w1.5 exc0.25 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D185,D,AMD tf3m L24 w1.5 exc0.25 mw6 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D185_V,D,AMD tf3m L24 w1.5 exc0.25 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D186,D,AMD tf3m L24 w1.5 exc0.25 mw6 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D186_V,D,AMD tf3m L24 w1.5 exc0.25 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D187,D,AMD tf3m L24 w1.5 exc0.25 mw6 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D187_V,D,AMD tf3m L24 w1.5 exc0.25 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D188,D,AMD tf3m L24 w1.5 exc0.25 mw12 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D188_V,D,AMD tf3m L24 w1.5 exc0.25 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D189,D,AMD tf3m L24 w1.5 exc0.25 mw12 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D189_V,D,AMD tf3m L24 w1.5 exc0.25 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D190,D,AMD tf3m L24 w1.5 exc0.25 mw12 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D190_V,D,AMD tf3m L24 w1.5 exc0.25 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D191,D,AMD tf3m L24 w1.5 exc0.25 mw12 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D191_V,D,AMD tf3m L24 w1.5 exc0.25 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D192,D,AMD tf5m L12 w1.0 exc0.0 mw6 midpoint rbw6,TOO_FEW,13,,,,,,,,,,,,
D192_V,D,AMD tf5m L12 w1.0 exc0.0 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D193,D,AMD tf5m L12 w1.0 exc0.0 mw6 midpoint rbw12,TOO_FEW,15,,,,,,,,,,,,
D193_V,D,AMD tf5m L12 w1.0 exc0.0 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D194,D,AMD tf5m L12 w1.0 exc0.0 mw6 opposite rbw6,TOO_FEW,13,,,,,,,,,,,,
D194_V,D,AMD tf5m L12 w1.0 exc0.0 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D195,D,AMD tf5m L12 w1.0 exc0.0 mw6 opposite rbw12,TOO_FEW,15,,,,,,,,,,,,
D195_V,D,AMD tf5m L12 w1.0 exc0.0 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
