sess,sym,rk,yr,m1_15_none,m1_15_fix1.0,m1_15_fix1.6,m1_15_trail1,m1_15_trail2,m1_15_trail3,m1_16_none,m1_16_fix1.0,m1_16_fix1.6,m1_16_trail1,m1_16_trail2,m1_16_trail3,m5_15_none,m5_15_fix1.0,m5_15_fix1.6,m5_15_trail1,m5_15_trail2,m5_15_trail3,m5_16_none,m5_16_fix1.0,m5_16_fix1.6,m5_16_trail1,m5_16_trail2,m5_16_trail3
2020-01-22,NFLX,10,2020,0.4682820582629921,0.4682820582629921,0.4682820582629921,-0.018252929690354414,-0.058286420230158065,0.4570843908908273,0.20147018785734438,0.20147018785734438,0.20147018785734438,-0.018252929690354414,-0.058286420230158065,0.4570843908908273,0.4682820582629921,0.4682820582629921,0.4682820582629921,-0.018252929690354414,-0.058286420230158065,0.4570843908908273,0.20147018785734438,0.20147018785734438,0.20147018785734438,-0.018252929690354414,-0.058286420230158065,0.4570843908908273
2020-01-29,AAPL,1,2020,-0.32373113854595736,-0.32373113854595736,-0.32373113854595736,0.014602416036102461,0.11973981149608903,0.065755121908051,0.030178326474628037,0.030178326474628037,0.030178326474628037,0.014602416036102461,0.11973981149608903,0.065755121908051,-0.47534001923341673,-0.47534001923341673,-0.47534001923341673,-0.043075750391108336,-0.031198897402595627,-0.08526516846960597,-0.12089572743507748,-0.12089572743507748,-0.12089572743507748,-0.043075750391108336,-0.031198897402595627,-0.08526516846960597
2020-01-30,MSFT,2,2020,-0.29576076240551696,-1.000000000000012,-0.29576076240551696,-0.009643732545583372,-0.10144323242603503,-0.1932427323064645,0.1670500602475533,-1.000000000000012,0.1670500602475533,-0.009643732545583372,-0.10144323242603503,-0.1932427323064645,-0.3530667542491206,-1.000000000000012,-0.3530667542491206,-0.0671141729653435,-0.15886091018061377,-0.25060764739587293,0.10947806333305721,-1.000000000000012,0.10947806333305721,-0.0671141729653435,-0.15886091018061377,-0.25060764739587293
2020-01-31,AMZN,3,2020,2.0427540556670842,2.0427540556670842,2.0427540556670842,-0.053527162920352644,-0.13146971296023047,-0.10361225214881031,2.389995116922572,2.389995116922572,2.389995116922572,-0.053527162920352644,-0.13146971296023047,-0.10361225214881031,2.0427540556670842,2.0427540556670842,2.0427540556670842,-0.053527162920352644,-0.13146971296023047,-0.10361225214881031,2.389995116922572,2.389995116922572,2.389995116922572,-0.053527162920352644,-0.13146971296023047,-0.10361225214881031
2020-02-04,GOOGL,4,2020,-2.94093349855431,-1.0000000000000009,-1.6000000000000014,-0.03476154733299541,-0.11358202348330515,-0.19240249963357048,-2.8858598375326894,-1.0000000000000009,-1.6000000000000014,-0.03476154733299541,-0.11358202348330515,-0.19240249963357048,2.6779828609097,2.6779828609097,2.6779828609097,0.0049047305144878095,0.12791537181779944,0.7755359889506375,2.623049879147432,2.623049879147432,2.623049879147432,0.0049047305144878095,0.12791537181779944,0.7755359889506375
2020-02-14,NVDA,7,2020,0.05458373404725325,0.05458373404725325,0.05458373404725325,0.0374092821414429,-0.008356649503404867,0.04724721065381132,-0.11696514438697125,-0.11696514438697125,-0.11696514438697125,0.0374092821414429,-0.008356649503404867,0.04724721065381132,0.05458373404725325,0.05458373404725325,0.05458373404725325,0.0374092821414429,-0.008356649503404867,0.04724721065381132,-0.11696514438697125,-0.11696514438697125,-0.11696514438697125,0.0374092821414429,-0.008356649503404867,0.04724721065381132
2020-04-22,NFLX,10,2020,-2.731042654028437,-1.0000000000000009,-1.6000000000000014,-0.13182872139836377,-0.15998445701472797,-0.32143403149365035,-2.4644549763033208,-1.0000000000000009,-1.6000000000000014,-0.13182872139836377,-0.15998445701472797,-0.32143403149365035,-2.731042654028437,-1.0000000000000009,-1.6000000000000014,-0.13182872139836377,-0.15998445701472797,-0.32143403149365035,-2.4644549763033208,-1.0000000000000009,-1.6000000000000014,-0.13182872139836377,-0.15998445701472797,-0.32143403149365035
2020-04-29,GOOGL,4,2020,2.30788956321053,2.30788956321053,2.30788956321053,-0.11783012425470307,-0.2470572340067645,-0.3762843437588148,2.1568795053708234,2.1568795053708234,2.1568795053708234,-0.11783012425470307,-0.2470572340067645,-0.3762843437588148,2.30788956321053,2.30788956321053,2.30788956321053,-0.11783012425470307,-0.2470572340067645,-0.3762843437588148,2.1568795053708234,2.1568795053708234,2.1568795053708234,-0.11783012425470307,-0.2470572340067645,-0.3762843437588148
2020-04-30,MSFT,2,2020,1.8460945882741386,1.8460945882741386,1.8460945882741386,-0.10815700871320555,-0.10901492809305413,0.10472533119385563,1.1527773956585108,1.1527773956585108,1.1527773956585108,-0.10815700871320555,-0.10901492809305413,0.10472533119385563,1.8055708466365727,1.8055708466365727,1.8055708466365727,-0.025629824829320746,-0.1503458546569858,0.06348264925969405,1.1119674116481293,1.1119674116481293,1.1119674116481293,-0.025629824829320746,-0.1503458546569858,0.06348264925969405
2020-05-01,AAPL,1,2020,1.0815708259010681,1.0815708259010681,1.0815708259010681,-0.0017353357280924797,0.033336712671327984,-0.0901461244016355,1.3335598403125815,1.3335598403125815,1.3335598403125815,-0.0017353357280924797,0.033336712671327984,-0.0901461244016355,0.9553778987356099,0.9553778987356099,0.9553778987356099,0.02944689225548025,-0.09419347522712229,-0.21783384270970263,1.2076883823779583,1.2076883823779583,1.2076883823779583,0.02944689225548025,-0.09419347522712229,-0.21783384270970263
2020-05-07,PYPL,8,2020,1.3108718692474985,1.3108718692474985,1.3108718692474985,-0.04071170355760545,-0.13720518878534982,-0.23369867401306088,1.4224354325877098,1.4224354325877098,1.4224354325877098,-0.04071170355760545,-0.13720518878534982,-0.23369867401306088,-1.5459450392776297,-1.0000000000000009,-1.6000000000000014,-0.04919284949693736,-0.053656728598849845,-0.1503741091404942,-1.6577674652651586,-1.0000000000000009,-1.6000000000000014,-0.04919284949693736,-0.053656728598849845,-0.1503741091404942
2020-05-22,NVDA,7,2020,-0.5319575503221152,-0.5319575503221152,-0.5319575503221152,-0.10002768007353335,-0.20272851366627265,-0.30542934725903415,-0.5774011601486384,-0.5774011601486384,-0.5774011601486384,-0.10002768007353335,-0.20272851366627265,-0.30542934725903415,0.3602593867584769,-1.000000000000012,0.3602593867584769,0.28708842409546076,0.21925463753258434,0.1167292063188663,0.4056253836095314,-1.000000000000012,0.4056253836095314,0.28708842409546076,0.21925463753258434,0.1167292063188663
2020-06-12,ADBE,9,2020,-0.09632155780594509,-1.0000000000000009,-1.6000000000000014,-0.10059038592726832,-0.24283333739223423,-0.4006960009338201,-0.5909457735662427,-1.0000000000000009,-1.6000000000000014,-0.10059038592726832,-0.24283333739223423,-0.4006960009338201,-0.26199060984151146,-1.0000000000000009,-0.26199060984151146,0.09950511025333952,-0.057792456466687625,0.13509544541332463,0.23086301263262055,-1.0000000000000009,0.23086301263262055,0.09950511025333952,-0.057792456466687625,0.13509544541332463
2020-07-17,NFLX,10,2020,-1.173508171797799,-1.0000000000000009,-1.173508171797799,-0.07067818360899647,-0.14135636721799294,-0.2120345508269894,-1.009597111364502,-1.0000000000000009,-1.009597111364502,-0.07067818360899647,-0.14135636721799294,-0.2120345508269894,0.972024656235182,0.972024656235182,0.972024656235182,-0.03260476095789944,0.29278004660007184,0.2222426161305524,0.8084400189663388,0.8084400189663388,0.8084400189663388,-0.03260476095789944,0.29278004660007184,0.2222426161305524
2020-07-23,MSFT,2,2020,-2.476730255276016,-1.0000000000000009,-1.6000000000000014,0.009760757395138597,-0.07263589005720439,-0.15503253750954737,-2.5711915952446818,-1.0000000000000009,-1.6000000000000014,0.009760757395138597,-0.07263589005720439,-0.15503253750954737,-2.476730255276016,-1.0000000000000009,-1.6000000000000014,0.009760757395138597,-0.07263589005720439,-0.15503253750954737,-2.5711915952446818,-1.0000000000000009,-1.6000000000000014,0.009760757395138597,-0.07263589005720439,-0.15503253750954737
2020-07-30,PYPL,8,2020,-0.2478778383181668,-0.2478778383181668,-0.2478778383181668,-0.019612975642946395,0.13148237132944995,0.0955001044768089,-0.1332927998503486,-0.1332927998503486,-0.1332927998503486,-0.019612975642946395,0.13148237132944995,0.0955001044768089,-0.26194541244708436,-0.26194541244708436,-0.26194541244708436,-0.03364851784315448,0.1174680320219279,0.08148071585335481,-0.14734429450149467,-0.14734429450149467,-0.14734429450149467,-0.03364851784315448,0.1174680320219279,0.08148071585335481
2020-07-31,AAPL,1,2020,-0.7512405807755917,-1.0000000000000009,-1.6000000000000125,0.005146112846898809,0.12975555963978813,0.24287814739938351,0.14473442381914836,-1.0000000000000009,-1.6000000000000125,0.005146112846898809,0.12975555963978813,0.24287814739938351,-0.8127654689473074,-1.000000000000012,-1.5999999999999903,-0.05684766387327178,0.06768453679257824,0.18073699919642916,0.0826541154861582,-1.000000000000012,-1.5999999999999903,-0.05684766387327178,0.06768453679257824,0.18073699919642916
2020-08-20,NVDA,7,2020,1.2447308600560536,1.2447308600560536,1.2447308600560536,-0.03992716525670348,-0.1107519050537853,-0.1815766448508893,1.2910772218666544,1.2910772218666544,1.2910772218666544,-0.03992716525670348,-0.1107519050537853,-0.1815766448508893,1.2380279825219498,1.2380279825219498,1.2380279825219498,-0.04654499238527787,-0.11736504325136066,-0.18818509411746565,1.284371275985352,1.284371275985352,1.284371275985352,-0.04654499238527787,-0.11736504325136066,-0.18818509411746565
