event_id,series,family,release_ts_utc,release_date_et,surprise_abs,deadband_pass,prior_sign,notes,sigma,surprise_z,z_signed
613ade779348,NFLX_EPS,eps,2021-10-19 20:02:05+00:00,2021-10-19,0.06,True,1.0,post_market,,,
d034c47892fd,TSLA_EPS,eps,2021-10-20 21:14:23+00:00,2021-10-20,0.08,True,1.0,post_market,,,
bd9d1e0af281,INTC_EPS,eps,2021-10-21 20:09:46+00:00,2021-10-21,0.6,True,1.0,post_market,,,
ccca26020d19,META_EPS,eps,2021-10-25 20:08:12+00:00,2021-10-25,0.05,True,1.0,post_market,,,
93a27ba44e34,GOOGL_EPS,eps,2021-10-26 20:01:30+00:00,2021-10-26,0.23,True,1.0,post_market,,,
2071df448895,TXN_EPS,eps,2021-10-26 20:12:18+00:00,2021-10-26,0.03,True,1.0,post_market,,,
0bbeb8921168,AMZN_EPS,eps,2021-10-28 20:07:09+00:00,2021-10-28,-0.13,True,1.0,post_market,,,
123e9ee1a1b8,AAPL_EPS,eps,2021-10-28 20:30:23+00:00,2021-10-28,0.0,False,1.0,post_market,,,
40dc47ef63b1,US_CORE_PCE_MOM,inflation,2021-10-29 12:30:00+00:00,2021-10-29,0.0,False,-1.0,,0.12154310870109944,0.0,-0.0
e57fd269fd26,QCOM_EPS,eps,2021-11-03 20:05:04+00:00,2021-11-03,0.29,True,1.0,post_market,,,
5a7e87bd0e86,US_NFP,labour,2021-11-05 12:30:00+00:00,2021-11-05,76.0,True,-1.0,,289.043078995421,0.2629365846230969,-0.2629365846230969
c6fa49d85b6a,US_UNEMP_RATE,labour,2021-11-05 12:30:00+00:00,2021-11-05,-0.1,True,1.0,,0.29949452365105,-0.33389592163799625,-0.33389592163799625
5e33bdc1cdc1,US_CORE_PPI_MOM,inflation,2021-11-09 13:30:00+00:00,2021-11-09,-0.1,True,-1.0,,0.3613946051147701,-0.2767058461435595,0.2767058461435595
2179eb58dda0,US_PPI_MOM,inflation,2021-11-09 13:30:00+00:00,2021-11-09,0.0,False,-1.0,,0.2874917653629668,0.0,-0.0
4cf61c5957f3,US_CORE_CPI_MOM,inflation,2021-11-10 13:30:00+00:00,2021-11-10,0.2,True,-1.0,,0.26443192398846704,0.7563383308012493,-0.7563383308012493
7fdeeb8f2fc6,US_CPI_MOM,inflation,2021-11-10 13:30:00+00:00,2021-11-10,0.3,True,-1.0,,0.2065224325624583,1.4526267015050356,-1.4526267015050356
e427f057bd72,CSCO_EPS,eps,2021-11-17 21:08:02+00:00,2021-11-17,0.02,True,1.0,post_market,,,
95218bff421e,NVDA_EPS,eps,2021-11-17 21:20:59+00:00,2021-11-17,0.006,True,1.0,post_market,,,
47b51f5ee2ca,AMAT_EPS,eps,2021-11-18 21:03:57+00:00,2021-11-18,-0.02,True,1.0,post_market,,,
25311e343f6a,US_CORE_PCE_MOM,inflation,2021-11-24 13:30:00+00:00,2021-11-24,0.0,False,-1.0,,0.12154310870109944,0.0,-0.0
75cb7fbf67d3,US_NFP,labour,2021-12-03 13:30:00+00:00,2021-12-03,-343.0,True,-1.0,,290.83010764904174,-1.179382708250805,1.179382708250805
bf105ea284f2,US_UNEMP_RATE,labour,2021-12-03 13:30:00+00:00,2021-12-03,-0.3,True,1.0,,0.21373305355470365,-1.4036200531950798,-1.4036200531950798
960252b2691e,AVGO_EPS,eps,2021-12-09 21:26:54+00:00,2021-12-09,0.007,False,1.0,post_market,,,
70084449f362,US_CPI_MOM,inflation,2021-12-10 13:30:00+00:00,2021-12-10,0.1,True,-1.0,,0.202072594216369,0.49487165930539356,-0.49487165930539356
99d03d9d66b3,US_CORE_CPI_MOM,inflation,2021-12-10 13:30:00+00:00,2021-12-10,0.0,False,-1.0,,0.2539088359425425,0.0,-0.0
0b5e0aad7e77,US_CORE_PPI_MOM,inflation,2021-12-14 13:30:00+00:00,2021-12-14,0.3,True,-1.0,,0.3613946051147701,0.8301175384306783,-0.8301175384306783
62f2368271f1,US_PPI_MOM,inflation,2021-12-14 13:30:00+00:00,2021-12-14,0.3,True,-1.0,,0.2933608802492351,1.0226312374885307,-1.0226312374885307
c8e8d8547d64,ADBE_EPS,eps,2021-12-16 13:06:28+00:00,2021-12-16,0.0,False,1.0,pre_market,0.09130534851073438,0.0,0.0
357b742e940e,MU_EPS,eps,2021-12-20 21:00:41+00:00,2021-12-20,0.05,True,1.0,post_market,0.04445971959725643,1.1246134805376835,1.1246134805376835
ca4cff52eec4,US_CORE_PCE_MOM,inflation,2021-12-23 13:30:00+00:00,2021-12-23,0.1,True,-1.0,,0.12154310870109944,0.8227533512074423,-0.8227533512074423
13b3261d1d76,US_UNEMP_RATE,labour,2022-01-07 13:30:00+00:00,2022-01-07,-0.2,True,1.0,,0.22343733444579503,-0.895105558326105,-0.895105558326105
98129185dc40,US_NFP,labour,2022-01-07 13:30:00+00:00,2022-01-07,-227.0,True,-1.0,,296.601916665585,-0.7653355802684839,0.7653355802684839
140f4fba1c9e,US_CPI_MOM,inflation,2022-01-12 13:30:00+00:00,2022-01-12,0.1,True,-1.0,,0.202072594216369,0.49487165930539356,-0.49487165930539356
cc0302cdafb9,US_CORE_CPI_MOM,inflation,2022-01-12 13:30:00+00:00,2022-01-12,0.1,True,-1.0,,0.2552479483786601,0.3917759207672459,-0.3917759207672459
112a9a7d1f87,US_PPI_MOM,inflation,2022-01-13 13:30:00+00:00,2022-01-13,-0.2,True,-1.0,,0.2843120351538664,-0.703452458112659,0.703452458112659
d201ac09e81b,US_CORE_PPI_MOM,inflation,2022-01-13 13:30:00+00:00,2022-01-13,0.0,False,-1.0,,0.34771984543464146,0.0,-0.0
bd13c067f389,NFLX_EPS,eps,2022-01-20 21:01:51+00:00,2022-01-20,0.05,True,1.0,post_market,0.0500666222813829,0.9986693274212015,0.9986693274212015
3d44eadad3c5,TXN_EPS,eps,2022-01-25 21:02:44+00:00,2022-01-25,0.37,True,1.0,post_market,0.22346513523739372,1.655739270499346,1.655739270499346
121a8cb17c8c,INTC_EPS,eps,2022-01-26 21:08:32+00:00,2022-01-26,0.18,True,1.0,post_market,0.21342445970413043,0.8433897419702191,0.8433897419702191
e102baf42c3d,TSLA_EPS,eps,2022-01-26 21:26:43+00:00,2022-01-26,0.06,True,1.0,post_market,0.08899438184514795,0.6741998624632421,0.6741998624632421
969b24952a0f,AAPL_EPS,eps,2022-01-27 21:30:36+00:00,2022-01-27,0.21,True,1.0,post_market,0.1624807680927192,1.2924606552829938,1.2924606552829938
44253d1a6814,US_CORE_PCE_MOM,inflation,2022-01-28 13:30:00+00:00,2022-01-28,0.0,False,-1.0,,0.11645001528813152,0.0,-0.0
47d2808532c3,GOOGL_EPS,eps,2022-02-01 21:01:29+00:00,2022-02-01,0.17,True,1.0,post_market,0.14824529222429517,1.1467480514847646,1.1467480514847646
a035201b8797,QCOM_EPS,eps,2022-02-02 21:03:06+00:00,2022-02-02,0.23,True,1.0,post_market,0.08304617189652191,2.769543673687778,2.769543673687778
6eb739f3f2c9,META_EPS,eps,2022-02-02 21:08:34+00:00,2022-02-02,-0.16,True,1.0,post_market,0.29534161011727866,-0.5417455398054639,-0.5417455398054639
f76396f44525,AMZN_EPS,eps,2022-02-03 21:11:33+00:00,2022-02-03,1.21,True,1.0,post_market,0.20133719643092948,6.00981846101697,6.00981846101697
00b29dd8436b,US_NFP,labour,2022-02-04 13:30:00+00:00,2022-02-04,357.0,True,-1.0,,297.3585097711767,1.200570988449998,-1.200570988449998
a71878ecfdfa,US_UNEMP_RATE,labour,2022-02-04 13:30:00+00:00,2022-02-04,0.1,True,1.0,,0.2256304299271057,0.4432026302139607,0.4432026302139607
883d8254c3ba,US_CPI_MOM,inflation,2022-02-10 13:30:00+00:00,2022-02-10,0.2,True,-1.0,,0.1977142106448322,1.0115610777177466,-1.0115610777177466
87767a1f71dc,US_CORE_CPI_MOM,inflation,2022-02-10 13:30:00+00:00,2022-02-10,0.1,True,-1.0,,0.2539088359425425,0.39384214270758655,-0.39384214270758655
fef5a2ede3ac,US_CORE_PPI_MOM,inflation,2022-02-15 13:30:00+00:00,2022-02-15,0.3,True,-1.0,,0.34771984543464146,0.8627635262664033,-0.8627635262664033
bdee7b1c966b,US_PPI_MOM,inflation,2022-02-15 13:30:00+00:00,2022-02-15,0.5,True,-1.0,,0.2969542358374741,1.6837611310372242,-1.6837611310372242
279a5a51b78f,AMAT_EPS,eps,2022-02-16 21:03:51+00:00,2022-02-16,0.04,True,1.0,post_market,0.054283207962192756,0.736876126183612,0.736876126183612
cc21caab9b67,CSCO_EPS,eps,2022-02-16 21:16:10+00:00,2022-02-16,0.03,True,1.0,post_market,0.0231660671385254,1.2949975419051472,1.2949975419051472
c980b8418e02,NVDA_EPS,eps,2022-02-16 21:21:16+00:00,2022-02-16,0.009,True,1.0,post_market,0.0045107279530766054,1.995243360633492,1.995243360633492
a167078ebc8e,US_CORE_PCE_MOM,inflation,2022-02-25 13:30:00+00:00,2022-02-25,0.0,False,-1.0,,0.10552897060221729,0.0,-0.0
93b041e35fb2,AVGO_EPS,eps,2022-03-03 21:18:22+00:00,2022-03-03,0.031,True,1.0,post_market,0.005492419017761361,5.644143300019961,5.644143300019961
1bb54eb2d759,US_UNEMP_RATE,labour,2022-03-04 13:30:00+00:00,2022-03-04,-0.1,True,1.0,,0.21087839379532602,-0.4742069502722874,-0.4742069502722874
2f4de9fd3827,US_NFP,labour,2022-03-04 13:30:00+00:00,2022-03-04,271.0,True,-1.0,,327.89530849546327,0.8264833103086302,-0.8264833103086302
f9e6af93cf88,US_CORE_CPI_MOM,inflation,2022-03-10 13:30:00+00:00,2022-03-10,0.0,False,-1.0,,0.2367712103711219,0.0,-0.0
5cfaeeae35f7,US_CPI_MOM,inflation,2022-03-10 13:30:00+00:00,2022-03-10,0.0,False,-1.0,,0.19227505550564003,0.0,-0.0
116ee1fc4067,US_PPI_MOM,inflation,2022-03-15 12:30:00+00:00,2022-03-15,-0.2,True,-1.0,,0.23290003057626302,-0.8587375429068915,0.8587375429068915
c19b028c0f3b,US_CORE_PPI_MOM,inflation,2022-03-15 12:30:00+00:00,2022-03-15,-0.4,True,-1.0,,0.2574643252722187,-1.5536132999283587,1.5536132999283587
3125b8542db8,ADBE_EPS,eps,2022-03-22 20:06:38+00:00,2022-03-22,0.03,False,1.0,post_market,0.10799029938797633,0.27780273015281787,0.27780273015281787
fe93a689821b,MU_EPS,eps,2022-03-29 20:00:37+00:00,2022-03-29,0.16,True,1.0,post_market,0.04309458036856673,3.712763847138057,3.712763847138057
3c228647728a,US_CORE_PCE_MOM,inflation,2022-03-31 12:30:00+00:00,2022-03-31,0.0,False,-1.0,,0.09003366373785203,0.0,-0.0
e243deee72b4,US_UNEMP_RATE,labour,2022-04-01 12:30:00+00:00,2022-04-01,-0.1,True,1.0,,0.21087839379532602,-0.4742069502722874,-0.4742069502722874
ef3475361167,US_NFP,labour,2022-04-01 12:30:00+00:00,2022-04-01,-61.0,True,-1.0,,335.5328078616409,-0.18180040392697974,0.18180040392697974
0fa24a2818f0,US_CPI_MOM,inflation,2022-04-12 12:30:00+00:00,2022-04-12,0.0,False,-1.0,,0.19227505550564003,0.0,-0.0
59da795d5f72,US_CORE_CPI_MOM,inflation,2022-04-12 12:30:00+00:00,2022-04-12,-0.2,True,-1.0,,0.23011854652449346,-0.8691172572598894,0.8691172572598894
b877dead27d2,US_CORE_PPI_MOM,inflation,2022-04-13 12:30:00+00:00,2022-04-13,0.5,True,-1.0,,0.3058767824804722,1.6346451533369357,-1.6346451533369357
53223ac2a6dc,US_PPI_MOM,inflation,2022-04-13 12:30:00+00:00,2022-04-13,0.3,True,-1.0,,0.2609713789020946,1.1495513464430414,-1.1495513464430414
c775b75a70d0,NFLX_EPS,eps,2022-04-19 20:03:19+00:00,2022-04-19,0.06,True,1.0,post_market,0.04855041562276123,1.2358287613066492,1.2358287613066492
fcfb8dfe6fbe,TSLA_EPS,eps,2022-04-20 20:12:16+00:00,2022-04-20,0.32,True,1.0,post_market,0.0813282590142302,3.9346717104076805,3.9346717104076805
269f0dd4f0b1,GOOGL_EPS,eps,2022-04-26 20:01:32+00:00,2022-04-26,-0.06,True,1.0,post_market,0.1450779757496604,-0.4135707001008418,-0.4135707001008418
0dfef6506355,TXN_EPS,eps,2022-04-26 20:04:49+00:00,2022-04-26,0.18,True,1.0,post_market,0.2046018200356604,0.8797575699406167,0.8797575699406167
7f9add057521,QCOM_EPS,eps,2022-04-27 20:02:25+00:00,2022-04-27,0.29,True,1.0,post_market,0.07625146368618581,3.8032056826279415,3.8032056826279415
88390ec4d99d,META_EPS,eps,2022-04-27 20:07:54+00:00,2022-04-27,0.19,True,1.0,post_market,0.3707521312914369,0.5124717674263262,0.5124717674263262
7236009f0034,INTC_EPS,eps,2022-04-28 20:09:32+00:00,2022-04-28,0.07,True,1.0,post_market,0.1974600622669713,0.35450206586766964,0.35450206586766964
bb078e356778,AMZN_EPS,eps,2022-04-28 20:27:13+00:00,2022-04-28,-0.8,True,1.0,post_market,0.41406233715180985,-1.9320762315716047,-1.9320762315716047
a5ef05b4df89,AAPL_EPS,eps,2022-04-28 20:32:12+00:00,2022-04-28,0.09,True,1.0,post_market,0.148516473352766,0.6059933822036437,0.6059933822036437
82f029fc0675,US_CORE_PCE_MOM,inflation,2022-04-29 12:30:00+00:00,2022-04-29,0.0,False,-1.0,,0.09003366373785203,0.0,-0.0
ad8d621c9ae7,US_NFP,labour,2022-05-06 12:30:00+00:00,2022-05-06,38.0,True,-1.0,,317.6235622127693,0.11963847938505458,-0.11963847938505458
49e131423923,US_UNEMP_RATE,labour,2022-05-06 12:30:00+00:00,2022-05-06,0.1,True,1.0,,0.2103388319888267,0.4754233873720096,0.4754233873720096
884b797ea51d,US_CPI_MOM,inflation,2022-05-11 12:30:00+00:00,2022-05-11,0.1,True,-1.0,,0.19752253419585197,0.5062713497835429,-0.5062713497835429
a31621969bf9,US_CORE_CPI_MOM,inflation,2022-05-11 12:30:00+00:00,2022-05-11,0.2,True,-1.0,,0.2486326242032244,0.8043996665398438,-0.8043996665398438
1c1f5e955bed,US_CORE_PPI_MOM,inflation,2022-05-12 12:30:00+00:00,2022-05-12,-0.2,True,-1.0,,0.3058767824804722,-0.6538580613347743,0.6538580613347743
4945144c0572,US_PPI_MOM,inflation,2022-05-12 12:30:00+00:00,2022-05-12,0.0,False,-1.0,,0.24541245430351072,0.0,-0.0
c4e13fb4d530,CSCO_EPS,eps,2022-05-18 20:10:07+00:00,2022-05-18,0.01,True,1.0,post_market,0.021157009420498148,0.472656593436661,0.472656593436661
36123f50a395,AMAT_EPS,eps,2022-05-19 20:04:06+00:00,2022-05-19,-0.05,True,1.0,post_market,0.052599112793531674,-0.9505863757867168,-0.9505863757867168
43a2b0dec51c,NVDA_EPS,eps,2022-05-25 20:22:25+00:00,2022-05-25,0.006,True,1.0,post_market,0.004390845454980602,1.3664794312435,1.3664794312435
769d01cfe708,AVGO_EPS,eps,2022-05-26 11:28:34+00:00,2022-05-26,0.036,True,1.0,pre_market,0.009123491395189412,3.94585783453272,3.94585783453272
78866f41ed38,US_CORE_PCE_MOM,inflation,2022-05-27 12:30:00+00:00,2022-05-27,0.0,False,-1.0,,0.0852802865422442,0.0,-0.0
40384a03f6a4,US_UNEMP_RATE,labour,2022-06-03 12:30:00+00:00,2022-06-03,0.1,True,1.0,,0.18504708655481145,0.5404029961335259,0.5404029961335259
2e4b4a3127ff,US_NFP,labour,2022-06-03 12:30:00+00:00,2022-06-03,65.0,True,-1.0,,253.38669693142901,0.25652491147785145,-0.25652491147785145
34eedeaf4ceb,US_CPI_MOM,inflation,2022-06-10 12:30:00+00:00,2022-06-10,0.3,True,-1.0,,0.14034589305344738,2.1375759095832763,-2.1375759095832763
d02776c0f6c9,US_CORE_CPI_MOM,inflation,2022-06-10 12:30:00+00:00,2022-06-10,0.1,True,-1.0,,0.19694638556693236,0.5077524002897476,-0.5077524002897476
d37affde3fed,US_PPI_MOM,inflation,2022-06-14 12:30:00+00:00,2022-06-14,0.0,False,-1.0,,0.2467976720090587,0.0,-0.0
c052af2f6966,US_CORE_PPI_MOM,inflation,2022-06-14 12:30:00+00:00,2022-06-14,-0.1,True,-1.0,,0.3186144245246149,-0.3138589853526057,0.3138589853526057
729e7daff1b3,ADBE_EPS,eps,2022-06-16 20:06:52+00:00,2022-06-16,0.04,True,1.0,post_market,0.10941402365066633,0.365583849906761,0.365583849906761
266e0215d49f,US_CORE_PCE_MOM,inflation,2022-06-30 12:30:00+00:00,2022-06-30,-0.1,True,-1.0,,0.07929614610987594,-1.2610953357233272,1.2610953357233272
2fc35599dc10,MU_EPS,eps,2022-06-30 20:00:27+00:00,2022-06-30,0.15,True,1.0,post_market,0.048329228068677926,3.103711894318765,3.103711894318765
cc9e687229db,US_NFP,labour,2022-07-08 12:30:00+00:00,2022-07-08,112.0,True,-1.0,,254.99107233332435,0.4392310639550297,-0.4392310639550297
3c85d9412fa8,US_UNEMP_RATE,labour,2022-07-08 12:30:00+00:00,2022-07-08,0.0,False,1.0,,0.19227505550563911,0.0,0.0
022fd0407a03,US_CORE_CPI_MOM,inflation,2022-07-13 12:30:00+00:00,2022-07-13,0.2,True,-1.0,,0.19286515936521478,1.0369939322284463,-1.0369939322284463
b9bcd735d08e,US_CPI_MOM,inflation,2022-07-13 12:30:00+00:00,2022-07-13,0.2,True,-1.0,,0.14847711791873702,1.3470089048297798,-1.3470089048297798
0d7035cb6855,US_CORE_PPI_MOM,inflation,2022-07-14 12:30:00+00:00,2022-07-14,-0.1,True,-1.0,,0.3232177237864548,-0.30938897418282835,0.30938897418282835
093f9d13f2e3,US_PPI_MOM,inflation,2022-07-14 12:30:00+00:00,2022-07-14,0.3,True,-1.0,,0.24541245430351072,1.2224318478514493,-1.2224318478514493
b8174200348e,NFLX_EPS,eps,2022-07-19 20:02:32+00:00,2022-07-19,0.03,True,1.0,post_market,0.04793969425970806,0.6257862187747438,0.6257862187747438
771cd610f70b,TSLA_EPS,eps,2022-07-20 20:43:32+00:00,2022-07-20,0.16,True,1.0,post_market,0.1164964745021435,1.3734321204463236,1.3734321204463236
5c82200c23cc,GOOGL_EPS,eps,2022-07-26 20:02:00+00:00,2022-07-26,-0.06,True,1.0,post_market,0.18228705776486556,-0.32915117911110714,-0.32915117911110714
64cad54ac11d,TXN_EPS,eps,2022-07-26 20:04:07+00:00,2022-07-26,0.37,True,1.0,post_market,0.19712215212183246,1.8770087279248018,1.8770087279248018
d659fbe27a38,QCOM_EPS,eps,2022-07-27 20:02:16+00:00,2022-07-27,0.09,True,1.0,post_market,0.07586407017064892,1.1863323414833091,1.1863323414833091
16b3f838cbe2,META_EPS,eps,2022-07-27 20:07:22+00:00,2022-07-27,-0.09,True,1.0,post_market,0.35251899644862095,-0.2553053903667213,-0.2553053903667213
f7d867564243,INTC_EPS,eps,2022-07-28 20:06:34+00:00,2022-07-28,-0.41,True,1.0,post_market,0.19390719429665315,-2.1144135548305263,-2.1144135548305263
0b6a711bf95b,AMZN_EPS,eps,2022-07-28 20:09:30+00:00,2022-07-28,-0.32,True,1.0,post_market,0.5636044712384741,-0.5677740620063332,-0.5677740620063332
a144d9d06e59,AAPL_EPS,eps,2022-07-28 20:31:44+00:00,2022-07-28,0.05,True,1.0,post_market,0.14222718245318447,0.3515502391145097,0.3515502391145097
c5a0b7224e3f,US_CORE_PCE_MOM,inflation,2022-07-29 12:30:00+00:00,2022-07-29,0.1,True,-1.0,,0.07929614610987594,1.2610953357233272,-1.2610953357233272
e1b43f84181c,US_UNEMP_RATE,labour,2022-08-05 12:30:00+00:00,2022-08-05,-0.1,True,1.0,,0.15642792899510183,-0.6392720318066173,-0.6392720318066173
338ab54f7d72,US_NFP,labour,2022-08-05 12:30:00+00:00,2022-08-05,278.0,True,-1.0,,254.2811614943403,1.0932780012733567,-1.0932780012733567
ddee7d6006af,US_CPI_MOM,inflation,2022-08-10 12:30:00+00:00,2022-08-10,-0.2,True,-1.0,,0.12401124093721454,-1.6127570249962881,1.6127570249962881
2625cb391e62,US_CORE_CPI_MOM,inflation,2022-08-10 12:30:00+00:00,2022-08-10,-0.2,True,-1.0,,0.14354811251305466,-1.3932610920384723,1.3932610920384723
fd3f45f44ad3,US_PPI_MOM,inflation,2022-08-11 12:30:00+00:00,2022-08-11,-0.7,True,-1.0,,0.2367712103711219,-2.9564405186880625,2.9564405186880625
04b5227f8a24,US_CORE_PPI_MOM,inflation,2022-08-11 12:30:00+00:00,2022-08-11,-0.2,True,-1.0,,0.2998737107921307,-0.6669474275410487,0.6669474275410487
121412b8ca57,CSCO_EPS,eps,2022-08-17 20:12:07+00:00,2022-08-17,0.01,True,1.0,post_market,0.021001700611413075,0.4761519166960052,0.4761519166960052
8fdb576f8b3b,AMAT_EPS,eps,2022-08-18 20:04:07+00:00,2022-08-18,0.16,True,1.0,post_market,0.06696214282285605,2.3894097956702116,2.3894097956702116
364b77aa9a61,NVDA_EPS,eps,2022-08-24 20:24:34+00:00,2022-08-24,0.0011,True,1.0,post_market,0.004068344696732145,0.2703802361888272,0.2703802361888272
cbb2665df549,US_CORE_PCE_MOM,inflation,2022-08-26 12:30:00+00:00,2022-08-26,-0.1,True,-1.0,,0.057735026918962616,-1.7320508075688763,1.7320508075688763
30be1d362aa1,AVGO_EPS,eps,2022-09-01 20:26:00+00:00,2022-09-01,0.017,True,1.0,post_market,0.011551128578133455,1.4717176668071534,1.4717176668071534
19b8a01d7fd8,US_NFP,labour,2022-09-02 12:30:00+00:00,2022-09-02,20.0,False,-1.0,,268.6753560892749,0.07443927977285138,-0.07443927977285138
a0fbd2b13910,US_UNEMP_RATE,labour,2022-09-02 12:30:00+00:00,2022-09-02,0.2,True,1.0,,0.14222261679238068,1.4062460986213174,1.4062460986213174
ec2bf4c06059,US_CPI_MOM,inflation,2022-09-13 12:30:00+00:00,2022-09-13,0.2,True,-1.0,,0.15050420310248863,1.328866542443378,-1.328866542443378
e35aac0c77fb,US_CORE_CPI_MOM,inflation,2022-09-13 12:30:00+00:00,2022-09-13,0.3,True,-1.0,,0.15447859516333115,1.9420166249104491,-1.9420166249104491
05e5114ddfb5,US_CORE_PPI_MOM,inflation,2022-09-14 12:30:00+00:00,2022-09-14,0.1,True,-1.0,,0.2691175253012008,0.37158486757069553,-0.37158486757069553
f8c066cfe368,US_PPI_MOM,inflation,2022-09-14 12:30:00+00:00,2022-09-14,0.0,False,-1.0,,0.3165869118066518,0.0,-0.0
7124515527c8,ADBE_EPS,eps,2022-09-15 12:03:30+00:00,2022-09-15,0.06,True,1.0,pre_market,0.10763879928311681,0.5574198188720507,0.5574198188720507
823e2ea854eb,MU_EPS,eps,2022-09-29 20:00:31+00:00,2022-09-29,0.08,True,1.0,post_market,0.04910306620885412,1.6292261599251134,1.6292261599251134
eeda587cead0,US_CORE_PCE_MOM,inflation,2022-09-30 12:30:00+00:00,2022-09-30,0.1,True,-1.0,,0.06685579234215218,1.4957567100278102,-1.4957567100278102
78b911b0e55e,US_UNEMP_RATE,labour,2022-10-07 12:30:00+00:00,2022-10-07,-0.2,True,1.0,,0.16213537179739165,-1.2335371226084146,-1.2335371226084146
1c14c3e28c9f,US_NFP,labour,2022-10-07 12:30:00+00:00,2022-10-07,15.0,False,-1.0,,224.83724753427666,0.06671492452652106,-0.06671492452652106
4ed7c95b1dc5,US_CORE_PPI_MOM,inflation,2022-10-12 12:30:00+00:00,2022-10-12,0.0,False,-1.0,,0.2691175253012008,0.0,-0.0
59462cb64ae8,US_PPI_MOM,inflation,2022-10-12 12:30:00+00:00,2022-10-12,0.2,True,-1.0,,0.31574826950748236,0.6334159813827913,-0.6334159813827913
a997871481b9,US_CPI_MOM,inflation,2022-10-13 12:30:00+00:00,2022-10-13,0.2,True,-1.0,,0.14034589305344738,1.4250506063888508,-1.4250506063888508
4223931932f0,US_CORE_CPI_MOM,inflation,2022-10-13 12:30:00+00:00,2022-10-13,0.2,True,-1.0,,0.15569978883230456,1.2845232578665131,-1.2845232578665131
a22a889d87dd,NFLX_EPS,eps,2022-10-18 20:06:07+00:00,2022-10-18,0.1,True,1.0,post_market,0.045000000000000005,2.222222222222222,2.222222222222222
f68bfdbcdd5f,TSLA_EPS,eps,2022-10-19 21:15:46+00:00,2022-10-19,0.05,True,1.0,post_market,0.11079259903080169,0.45129368240652423,0.45129368240652423
58d31488ca1d,GOOGL_EPS,eps,2022-10-25 20:01:23+00:00,2022-10-25,-0.19,True,1.0,post_market,0.19852231892437464,-0.9570712302246422,-0.9570712302246422
7a86f7861bd9,TXN_EPS,eps,2022-10-25 20:04:04+00:00,2022-10-25,0.14,True,1.0,post_market,0.18530005696467317,0.7555313381619226,0.7555313381619226
d8b6041fd336,META_EPS,eps,2022-10-26 20:19:09+00:00,2022-10-26,-0.21,True,1.0,post_market,0.3663369729876822,-0.573242712269343,-0.573242712269343
a796922374c2,INTC_EPS,eps,2022-10-27 20:02:53+00:00,2022-10-27,0.26,True,1.0,post_market,0.28001984056689827,0.9285056354350884,0.9285056354350884
9761124d93ae,AMZN_EPS,eps,2022-10-27 20:09:35+00:00,2022-10-27,0.07,True,1.0,post_market,0.5573548640179293,0.1255932342554172,0.1255932342554172
90e20094db20,AAPL_EPS,eps,2022-10-27 20:30:22+00:00,2022-10-27,0.02,True,1.0,post_market,0.13992061241210235,0.14293819656173912,0.14293819656173912
78c32a3c0886,US_CORE_PCE_MOM,inflation,2022-10-28 12:30:00+00:00,2022-10-28,0.0,False,-1.0,,0.06685579234215218,0.0,-0.0
ab2fc713e0fb,QCOM_EPS,eps,2022-11-02 20:01:48+00:00,2022-11-02,0.0,False,1.0,post_market,0.08336666000266534,0.0,0.0
dab9f77ace0a,US_UNEMP_RATE,labour,2022-11-04 12:30:00+00:00,2022-11-04,0.1,True,1.0,,0.1507556722888806,0.6633249580710854,0.6633249580710854
6827d904fb24,US_NFP,labour,2022-11-04 12:30:00+00:00,2022-11-04,64.0,True,-1.0,,201.2657484897846,0.3179875387651882,-0.3179875387651882
d712511803f2,US_CPI_MOM,inflation,2022-11-10 13:30:00+00:00,2022-11-10,-0.2,True,-1.0,,0.14222261679238193,-1.4062460986213052,1.4062460986213052
c84ae6889598,US_CORE_CPI_MOM,inflation,2022-11-10 13:30:00+00:00,2022-11-10,-0.2,True,-1.0,,0.1585922922197518,-1.2610953357233279,1.2610953357233279
141c879cf812,US_PPI_MOM,inflation,2022-11-15 13:30:00+00:00,2022-11-15,-0.2,True,-1.0,,0.31754264805429416,-0.6298366572977736,0.6298366572977736
ba4fea515172,US_CORE_PPI_MOM,inflation,2022-11-15 13:30:00+00:00,2022-11-15,-0.3,True,-1.0,,0.25390883594254254,-1.1815264281227593,1.1815264281227593
57b004de5ee5,CSCO_EPS,eps,2022-11-16 21:19:56+00:00,2022-11-16,0.02,True,1.0,post_market,0.020615528128088298,0.9701425001453321,0.9701425001453321
4d4cedbffefc,NVDA_EPS,eps,2022-11-16 21:21:18+00:00,2022-11-16,-0.013,True,1.0,post_market,0.004090537861944319,-3.1780661709413502,-3.1780661709413502
c1c5f1b23ee9,AMAT_EPS,eps,2022-11-17 21:03:56+00:00,2022-11-17,0.29,True,1.0,post_market,0.07037597443572471,4.120724470605529,4.120724470605529
8d8d52925162,US_CORE_PCE_MOM,inflation,2022-12-01 13:30:00+00:00,2022-12-01,-0.1,True,-1.0,,0.06685579234215218,-1.4957567100278102,1.4957567100278102
15eb98d2d8ad,US_UNEMP_RATE,labour,2022-12-02 13:30:00+00:00,2022-12-02,0.0,False,1.0,,0.15569978883230343,0.0,0.0
79c6c3dfded3,US_NFP,labour,2022-12-02 13:30:00+00:00,2022-12-02,63.0,True,-1.0,,201.1550547726996,0.3131912348471108,-0.3131912348471108
