sess,rk,04:00_nostop,04:00_s02,04:00_s04,04:00_s16,08:30_nostop,08:30_s02,08:30_s04,08:30_s16,09:30_nostop,09:30_s02,09:30_s04,09:30_s16,11:00_nostop,11:00_s02,11:00_s04,11:00_s16,16:00_nostop,16:00_s02,16:00_s04,16:00_s16,16:00_be,16:00_tp16,16:00_tp20
2020-01-22,10,0.31279749762000986,0.31279749762000986,0.31279749762000986,0.31279749762000986,0.41343669250646364,0.41343669250646364,0.41343669250646364,0.41343669250646364,0.266557867537065,0.266557867537065,0.266557867537065,0.266557867537065,0.4895960832313362,0.4895960832313362,0.4895960832313362,0.4895960832313362,0.09791921664625836,0.09791921664625836,0.09791921664625836,0.09791921664625836,0.0,0.09791921664625836,0.09791921664625836
2020-01-29,1,-0.4563322978805351,-0.20000000000000018,-0.40000000000000036,-0.4563322978805351,-0.5992797646864778,-0.20000000000000018,-0.40000000000000036,-0.5992797646864778,-0.5992797646864778,-0.20000000000000018,-0.40000000000000036,-0.5992797646864778,-0.2391621079253392,-0.20000000000000018,-0.40000000000000036,-0.2391621079253392,-0.17593534376116882,-0.20000000000000018,-0.40000000000000036,-0.17593534376116882,-0.0,-0.17593534376116882,-0.17593534376116882
2020-01-30,2,-1.0321697467488011,-0.20000000000001128,-0.40000000000000036,-1.0321697467488011,-0.9089664613278536,-0.20000000000001128,-0.40000000000000036,-0.9089664613278536,-0.8323066392881606,-0.20000000000001128,-0.40000000000000036,-0.8323066392881606,-1.0650239561943886,-0.20000000000001128,-0.40000000000000036,-1.0650239561943886,0.24366872005474605,-0.20000000000001128,-0.40000000000000036,0.24366872005474605,0.0,0.24366872005474605,0.24366872005474605
2020-01-31,3,0.3688235613169222,-0.20000000000000018,0.3688235613169222,0.3688235613169222,0.36068774746433885,-0.20000000000000018,0.36068774746433885,0.36068774746433885,0.5288279004176388,-0.20000000000000018,0.5288279004176388,0.5288279004176388,1.7003850951890276,-0.20000000000000018,1.7003850951890276,1.7003850951890276,2.3702337690513664,-0.20000000000000018,2.3702337690513664,2.3702337690513664,2.3702337690513664,1.6000000000000125,2.000000000000013
2020-02-04,4,-1.4836631891877117,-0.20000000000000018,-0.40000000000000036,-1.6000000000000014,-1.9295879325057053,-0.20000000000000018,-0.40000000000000036,-1.6000000000000014,-1.984640369952384,-0.20000000000000018,-0.40000000000000036,-1.6000000000000014,-2.2654078009303857,-0.20000000000000018,-0.40000000000000036,-1.6000000000000014,-2.8434583941203906,-0.20000000000000018,-0.40000000000000036,-1.6000000000000014,-1.6000000000000014,-1.6000000000000014,-1.6000000000000014
2020-02-14,7,0.007786342754800835,0.007786342754800835,0.007786342754800835,0.007786342754800835,0.044122608943908403,0.044122608943908403,0.044122608943908403,0.044122608943908403,-0.12198603649199447,-0.12198603649199447,-0.12198603649199447,-0.12198603649199447,0.020763580679483695,-0.19999999999998908,-0.40000000000000036,0.020763580679483695,-0.04152716135897849,-0.19999999999998908,-0.40000000000000036,-0.04152716135897849,0.0,-0.04152716135897849,-0.04152716135897849
2020-04-22,10,0.4844617747843616,-0.19999999999998908,-0.40000000000001146,0.4844617747843616,0.8271298593879317,-0.19999999999998908,-0.40000000000001146,0.8271298593879317,1.2170625073850916,-0.19999999999998908,-0.40000000000001146,1.2170625073850916,1.3943046201110754,-0.19999999999998908,-0.40000000000001146,1.3943046201110754,2.109181141439209,-0.19999999999998908,-0.40000000000001146,2.109181141439209,2.109181141439209,1.6000000000000014,2.0000000000000018
2020-04-29,4,0.5447182295231556,-0.19999999999998908,0.5447182295231556,0.5447182295231556,1.0780287474332573,-0.19999999999998908,1.0780287474332573,1.0780287474332573,0.91261692904403,-0.19999999999998908,0.91261692904403,0.91261692904403,1.7995665069586941,-0.19999999999998908,1.7995665069586941,1.7995665069586941,2.301505817932914,-0.19999999999998908,2.301505817932914,2.301505817932914,2.301505817932914,1.6000000000000014,2.0000000000000018
2020-04-30,2,-0.07707553402334089,-0.20000000000001128,-0.39999999999998925,-0.07707553402334089,-0.3688614842545679,-0.20000000000001128,-0.39999999999998925,-0.3688614842545679,-0.8836159436247493,-0.20000000000001128,-0.39999999999998925,-0.8836159436247493,-1.0680466857520332,-0.20000000000001128,-0.39999999999998925,-1.0680466857520332,-1.2965205901783738,-0.20000000000001128,-0.39999999999998925,-1.6000000000000014,0.0,-1.6000000000000014,-1.6000000000000014
2020-05-01,1,0.9398975171984292,-0.20000000000000018,0.9398975171984292,0.9398975171984292,0.6511338221555363,-0.20000000000000018,0.6511338221555363,0.6511338221555363,0.30008776151515537,-0.20000000000000018,0.30008776151515537,0.30008776151515537,0.12739574781304164,-0.20000000000000018,-0.40000000000000036,0.12739574781304164,1.2824505279846021,-0.20000000000000018,-0.40000000000000036,1.2824505279846021,-0.0,1.5999999999999903,1.2824505279846021
