sess,series,family,z,absz,react,disp,eff,hold,streak,adx,agree,y
2020-12-10,US_CORE_CPI_MOM,inflation,-0.5611452616410313,0.4629100498862757,-1.0,0.3463702984700645,0.699367088607603,3.507936507936541,0,30.691427002977402,1.0,-1.1194258100034604
2022-01-12,US_CPI_MOM,inflation,-0.4433237900363197,0.4948716593053935,1.0,0.2079582328527971,0.40471512770137796,1.8230088495575067,0,20.082509439339546,0.0,-0.25258071601141907
2022-01-13,US_PPI_MOM,inflation,0.703452458112659,0.703452458112659,1.0,0.19203179816737986,0.6800000000000253,1.4724409448819107,2,15.640814478069883,1.0,-2.8231937673412477
2022-01-27,TSLA_EPS,eps,0.6741998624632421,0.6741998624632421,1.0,0.67120399583947,0.46056622851364837,18.979166666665304,1,33.22026773135982,1.0,-2.3491221334077994
2022-01-28,AAPL_EPS,eps,1.2924606552829938,1.2924606552829938,1.0,0.3094551210865781,0.30992907801418024,2.013824884792547,3,23.089474022412197,1.0,2.3706934766033694
2022-02-02,GOOGL_EPS,eps,1.1467480514847646,1.1467480514847646,1.0,0.31859320158876425,0.49099099099099364,2.86842105263159,0,24.869863051713068,1.0,-0.10575191262248707
2022-02-03,META_EPS,eps,-0.5417455398054639,0.5417455398054639,-1.0,0.5612526652406563,0.9653414882772694,2.421994884910509,1,22.081051032670572,1.0,1.4440801209629428
2022-02-04,AMZN_EPS,eps,6.00981846101697,6.00981846101697,-1.0,0.32857314647035923,0.2915766738660914,-2.3684210526315264,0,31.16239124781968,0.0,-1.0392828260233689
2022-02-10,US_CPI_MOM,inflation,-0.7027016102126665,1.0115610777177466,-1.0,0.6641202195146724,0.8939641109298542,1.287896592244422,0,56.17615875677462,1.0,0.3473575410474994
2022-02-15,US_PPI_MOM,inflation,-1.2732623286518137,1.6837611310372242,-1.0,0.12833308038759264,0.7992565055762191,2.3118279569892732,1,22.23827826250188,1.0,-0.932706922758042
2022-02-17,NVDA_EPS,eps,1.995243360633492,1.995243360633492,-1.0,0.2880058023883232,0.6718309859154973,-16.448275862069437,1,22.42959641853795,0.0,2.073792447939171
2022-03-15,US_CORE_PPI_MOM,inflation,1.2061754214176252,1.5536132999283587,1.0,0.2481203982453849,1.0194444444444366,1.3901515151514752,1,20.190778687500483,1.0,2.0072404708201486
2022-04-12,US_CORE_CPI_MOM,inflation,0.8691172572598894,0.8691172572598894,1.0,0.3855925912560414,0.49587628865979294,0.8438596491227972,0,29.63662034185686,1.0,-1.5673815197246532
2022-04-13,US_CORE_PPI_MOM,inflation,-1.3920982498899885,1.6346451533369355,-1.0,0.09063852316684941,0.427480916030543,1.9310344827585728,2,24.125862636297125,1.0,-2.0284812396872187
2022-04-21,TSLA_EPS,eps,3.934671710407681,3.934671710407681,1.0,0.4456974429420066,0.8978583196046114,-15.57142857142778,0,12.365844886382272,1.0,-3.3423731201352447
2022-04-27,GOOGL_EPS,eps,-0.4135707001008418,0.4135707001008418,1.0,0.18935801853054543,0.15837696335078552,-0.4840000000000016,1,13.957935773407899,0.0,-0.5031566864358128
2022-04-28,META_EPS,eps,0.5124717674263262,0.5124717674263262,1.0,0.5319460699253742,0.6041486603284385,9.708333333333414,0,19.662503267780057,1.0,1.504127869717653
2022-04-29,AMZN_EPS,eps,-0.6630414246839806,1.932076231571605,-1.0,0.12416238418554468,0.15276558384547823,-0.6987951807228996,1,22.412642667943256,1.0,3.172899484050762
2022-05-11,US_CPI_MOM,inflation,-0.6553355081616934,0.5062713497835429,-1.0,0.5380101581987234,0.6173677069199445,1.2297297297297247,2,23.96788013547346,1.0,2.107091763744129
2022-05-12,US_CORE_PPI_MOM,inflation,0.6538580613347743,0.6538580613347743,1.0,0.13811535555861074,0.6878787878787881,-9.079999999999941,0,24.18754363556955,1.0,0.8312587028988627
2022-05-26,NVDA_EPS,eps,1.3664794312435,1.3664794312435,1.0,0.1073786396701074,0.22439024390243936,-1.1084337349397513,0,45.84471361376734,1.0,3.047347212894569
