sess,family,z,absz,agree,A_close,B_1100,C_02,D_04
2022-04-27,eps,-0.4135707001008418,0.4135707001008418,0.0,-0.5031566864358128,0.36923665582551113,-0.2,-0.4
2022-04-28,eps,0.5124717674263262,0.5124717674263262,1.0,1.504127869717653,-1.2647491235345143,-0.2,-0.4
2022-04-29,eps,-0.6630414246839806,1.932076231571605,1.0,3.172899484050762,0.6364629232101793,0.2,-0.4
2022-05-06,labour,0.17789245399347756,0.4754233873720096,0.0,0.378683828434645,-0.8260408900051086,-0.2,-0.4
2022-05-11,inflation,-0.6553355081616934,0.8043996665398438,1.0,2.107091763744129,-0.5845084815041979,-0.2,-0.4
2022-05-12,inflation,0.6538580613347743,0.6538580613347743,1.0,0.8312587028988627,1.7616777079201729,-0.2,-0.4
2022-05-26,eps,1.3664794312435,1.3664794312435,1.0,3.047347212894569,2.4680993955674912,0.2,0.4
2022-06-03,labour,0.14193904232783727,0.5404029961335259,0.0,0.7843834587951681,0.768577243000812,-0.2,-0.4
2022-06-10,inflation,-1.322664154936512,0.5077524002897476,1.0,1.7309368643891876,1.5005603752438645,-0.2,0.4
2022-06-14,inflation,0.3138589853526057,0.3138589853526057,1.0,-0.6259849413412732,-0.682892663281387,-0.2,-0.4
2022-06-30,inflation,1.2610953357233272,1.2610953357233272,1.0,-0.25502485411713627,-0.758590879619625,-0.2,-0.4
2022-07-08,labour,-0.4392310639550297,0.4392310639550297,1.0,-1.1798980335032683,-1.0675267922172438,0.2,-0.4
2022-07-13,inflation,-1.192001418529113,1.3470089048297798,1.0,-1.3252311073760348,-1.5385609929536415,0.2,0.4
2022-07-14,inflation,-0.4565214368343104,1.222431847851449,0.0,1.031766418357738,-0.5908040071923915,-0.2,-0.4
2022-07-21,eps,1.3734321204463236,1.3734321204463236,1.0,1.4237016242229839,0.02406256266291873,0.2,-0.4
2022-07-27,eps,-0.3291511791111071,0.3291511791111071,0.0,2.4692360800877333,0.942208504244002,-0.2,0.4
2022-07-28,eps,-0.2553053903667213,0.2553053903667213,0.0,0.8211317768104465,-0.4432132963988922,-0.2,-0.4
2022-07-29,eps,-0.49243971953838356,0.5677740620063332,1.0,-1.3833528722157151,-0.554904259476352,-0.2,-0.4
2022-08-05,labour,-0.8662750165399871,1.0932780012733567,1.0,-0.5530847302999131,-0.4390466415782779,0.2,-0.4
2022-08-10,inflation,1.5030090585173803,1.612757024996288,1.0,0.34275439680844233,-0.03933247176490795,-0.2,-0.4
2022-08-11,inflation,1.8116939731145556,2.9564405186880625,1.0,-1.3280975049548949,-0.13151314205271936,-0.2,0.4
2022-08-25,eps,0.2703802361888272,0.2703802361888272,1.0,1.1666570566414958,0.5208633646620164,-0.2,0.4
2022-08-26,inflation,1.7320508075688763,1.7320508075688763,1.0,-3.9430615817918846,-1.882088756946032,-0.2,-0.4
2022-09-02,labour,1.4062460986213174,1.4062460986213174,1.0,-2.1986674742580203,0.1433474661821199,0.2,-0.4
2022-09-13,inflation,-1.6354415836769136,1.328866542443378,1.0,2.800946346940414,1.3413264896944388,0.2,0.4
2022-09-14,inflation,-0.3715848675706955,0.3715848675706955,0.0,0.4790591524970633,0.38242490285174124,-0.2,-0.4
2022-09-30,inflation,-1.4957567100278102,1.4957567100278102,1.0,1.5376032135683948,-0.935059138585137,0.2,0.4
2022-10-07,labour,-1.2335371226084146,1.2335371226084146,1.0,2.010638063077974,0.7526098567613548,0.2,0.4
2022-10-12,inflation,-0.6334159813827913,0.6334159813827913,1.0,0.09909660766961315,-0.041482300884965184,-0.2,-0.4
2022-10-13,inflation,-1.354786932127682,1.2845232578665131,1.0,-5.182601267174491,-1.0868275551126017,0.2,0.4
2022-10-20,eps,0.4512936824065242,0.4512936824065242,0.0,0.4153942877672012,-1.68178552182503,0.2,-0.4
2022-10-26,eps,-0.9570712302246422,0.9570712302246422,1.0,-0.07427148411900397,-1.5618856219144606,-0.2,-0.4
2022-10-27,eps,-0.573242712269343,0.573242712269343,0.0,-1.8276306308273482,-1.1703823394545454,-0.2,-0.4
2022-10-28,eps,0.13426571540857815,0.1255932342554172,1.0,3.117698110688294,2.127422836415427,-0.2,0.4
2022-11-04,labour,0.1726687096529486,0.3179875387651882,0.0,-0.48193321456305727,-0.3677310310173154,-0.2,-0.4
2022-11-10,inflation,1.3336707171723168,1.4062460986213052,1.0,2.149947294448351,0.5336437104708436,-0.2,-0.4
2022-11-15,inflation,0.9056815427102664,1.181526428122759,1.0,-0.9752344513526467,-0.38052858123142075,0.2,-0.4
2022-11-17,eps,-3.1780661709413502,3.1780661709413502,1.0,-1.284185493460166,-0.4626526861960967,-0.2,-0.4
2022-12-01,inflation,1.4957567100278102,1.4957567100278102,0.0,-0.19107751100773118,-0.2409238182271345,-0.2,-0.4
2022-12-02,labour,-0.3131912348471108,0.3131912348471108,1.0,-1.1662912359739819,-0.07578787814992438,0.2,-0.4
2022-12-09,inflation,-0.5271511987647943,0.7466928139435463,1.0,0.3723873689648438,-0.7318595690638752,0.2,0.4
2022-12-13,inflation,0.919222802456477,1.261095335723328,1.0,-2.598143020035837,-1.4395667046750327,-0.2,-0.4
2024-01-05,labour,-0.5068338152226627,0.5458648159491504,0.0,0.048615225681003515,0.6714978047187126,0.2,0.4
2024-01-11,inflation,-1.3932610920384736,1.3932610920384736,1.0,0.21761505660932157,0.8689898544331665,-0.2,0.4
2024-01-12,inflation,0.8589132270375472,0.6452935653553031,1.0,-0.1852532529589057,-0.3675659780930651,0.2,-0.4
2024-01-25,eps,-0.279310193865464,0.279310193865464,0.0,-0.2798586572438144,0.0438162544169618,0.2,-0.4
2024-01-31,eps,0.2268275895711012,0.2268275895711012,0.0,0.8996708871674697,0.4742674005834946,0.2,0.4
2024-02-02,eps,-0.08816412354659935,0.4155151465350285,1.0,1.2969390524346203,0.805587693362475,-0.2,0.4
2024-02-13,inflation,-1.37842602287557,1.4957567100278115,1.0,-0.3618715143258511,-0.7052946769409818,-0.2,-0.4
2024-02-16,inflation,-1.3983363250653418,0.67005939426049,1.0,0.9543475834356552,0.5790266770844932,0.2,0.4
2024-02-22,eps,2.2370683830889866,2.2370683830889866,1.0,0.8720564600656733,0.11599468939975655,0.2,0.4
2024-03-08,labour,0.05861641386262795,1.075738501767592,0.0,-1.479944297299507,0.28943560057888007,0.2,0.4
2024-03-12,inflation,-1.3932610920384727,1.3932610920384727,0.0,0.7978941051310695,0.4678250907007797,-0.2,-0.4
2024-03-14,inflation,-0.7469012359235306,0.4502943225919301,1.0,0.4222110237936394,0.22881113547525977,-0.2,0.4
2024-04-05,labour,-0.9369833911341559,1.2774811175218876,1.0,-0.8281430854875094,-0.9480240313068489,0.2,-0.4
2024-04-10,inflation,-1.2829325159971654,1.3932610920384727,1.0,-0.3489029553321421,-0.12825286500350863,-0.2,-0.4
2024-04-11,inflation,0.3402785236893603,0.3402785236893603,1.0,1.210212882469719,-0.08077212677116696,-0.2,-0.4
2024-04-24,eps,-0.590178353462243,0.590178353462243,0.0,-0.4397772922686616,-0.2551272112199632,0.2,-0.4
2024-04-25,eps,0.927657559459202,0.927657559459202,0.0,-1.2565384670807145,-0.12392466533135416,0.2,-0.4
2024-04-26,eps,1.7967446244148189,1.7967446244148189,1.0,0.830872274583494,0.9538074580677902,0.2,0.4
2024-05-01,eps,0.3355455786256719,0.3355455786256719,0.0,0.4667894308594933,0.152741495724662,0.2,0.4
2024-05-03,eps,0.5715192179420933,0.2223239024939453,1.0,0.28411464861703983,-0.06267234895963592,0.2,0.4
2024-05-14,inflation,-1.2052183244970793,1.6375944478474411,1.0,-0.660178781334575,-0.2760996145539929,-0.2,-0.4
2024-05-15,inflation,1.1978241142570365,1.1978241142570365,1.0,1.0377957650365532,0.435117495236681,-0.2,0.4
2024-05-23,eps,1.9961615473657628,1.9961615473657628,1.0,-1.4352364383994898,-0.7393642258421651,-0.2,-0.4
2024-05-31,inflation,1.9420166249104476,1.9420166249104476,1.0,-0.028220116911914506,-1.1879325404824281,-0.2,-0.4
2024-06-07,labour,-0.25011155576271177,1.1424847404586853,1.0,-0.15122028192720016,-0.2288028613507187,-0.2,-0.4
2024-06-12,inflation,1.2519783784209406,1.1106956648034083,1.0,0.5766105105647457,0.6617476329300098,0.2,0.4
2024-06-13,inflation,1.3034404111964508,1.472373326191028,0.0,0.21645021645021467,0.3590527119938902,0.2,0.4
2024-07-05,labour,0.6735044524148958,0.6735044524148958,1.0,0.8127398499181204,0.32142944440369803,0.2,0.4
2024-07-11,inflation,1.7412433326650727,1.261095335723328,0.0,2.1715968539379626,1.3647301066644357,0.2,0.4
2024-07-12,inflation,-0.6306827476713581,0.8951055583261015,0.0,0.39590410322833947,0.8455729612160567,0.2,0.4
2024-07-24,eps,-0.07614207204523,0.2139757929261548,0.0,2.1775672371638133,0.989455990220045,0.2,0.4
2024-08-01,eps,1.1302651010000344,1.1302651010000344,0.0,2.577985996441512,1.066267296442791,-0.2,-0.4
2024-08-02,eps,0.8345522694068899,0.5077498177471934,0.0,0.39977462370207606,1.2234713315982915,0.2,0.4
2024-08-13,inflation,0.6202543329538293,0.8735020208029405,1.0,1.3665008291873892,0.5412935323383161,0.2,0.4
2024-08-29,eps,1.7825811412166097,1.7825811412166097,1.0,-0.46576080680549303,0.8378562172010717,0.2,0.4
2024-09-11,inflation,-1.261095335723328,1.261095335723328,0.0,2.0890220301688744,-1.4739800111343793,0.2,-0.4
2024-09-12,inflation,-0.39560029314421785,0.3662599370166148,1.0,-1.1189810903892372,-0.15465592306191933,-0.2,-0.4
2024-09-27,inflation,2.211083193570264,2.211083193570264,0.0,0.6484893146647019,0.27511667894866143,0.2,0.4
2024-10-04,labour,-1.0605324703084908,1.3534154670382343,0.0,0.027198437326148017,-0.42528465637247104,-0.2,-0.4
2024-10-10,inflation,-1.1092612217398332,1.261095335723328,1.0,-0.40176432283667296,-0.13760735216423736,-0.2,-0.4
2024-10-11,inflation,0.3864211005733587,0.3864211005733587,0.0,-0.6100635892894557,-0.5190460376615968,-0.2,-0.4
2024-10-24,eps,1.0959987896046983,1.0959987896046983,1.0,0.1954253266307049,-0.11799265004117654,-0.2,0.1954253266307049
2024-10-30,eps,1.6923145604256231,1.6923145604256231,0.0,0.4882422069032333,-0.03876861196254744,0.2,0.4
2024-10-31,eps,2.143717838563372,2.143717838563372,0.0,1.586033073092763,1.2503842134382492,0.2,0.4
2024-11-01,eps,0.7386849112900365,0.6114354452415371,1.0,0.3324161800774439,0.7781277623535532,0.2,0.4
2024-11-21,eps,2.1235485237294376,2.1235485237294376,1.0,-0.1761702739627502,-0.6279811126291279,0.2,-0.4
2024-12-06,labour,0.7625600286907527,0.7625600286907527,1.0,0.7665018900843368,0.5920325676068705,0.2,0.4
2024-12-12,inflation,-1.1225609997192545,1.1225609997192545,1.0,0.15224035522749535,-0.2306672048901337,0.2,0.15224035522749535
2024-12-20,inflation,2.211083193570264,2.211083193570264,1.0,1.6915188306713125,1.4699121824718553,0.2,0.4
2026-01-09,labour,-1.0038095376047689,1.0038095376047689,1.0,-0.9773286997829311,-0.5460970125281017,-0.2,-0.4
2026-01-13,inflation,1.1266014242982167,1.1266014242982167,1.0,-0.2656630506973623,-0.2926143746811549,0.2,-0.4
2026-01-14,inflation,0.5842137905514205,0.5842137905514205,0.0,0.3721011571082955,0.8909053813793921,0.2,0.4
2026-01-29,eps,0.9466809110667107,1.2293281833494631,1.0,-0.5652419254569274,-2.082117887850643,-0.2,-0.4
2026-01-30,eps,0.3663436989858302,3.3760434764418004,0.0,0.853397177224724,0.21914158283937724,0.2,0.4
2026-02-05,eps,0.726535463770566,0.726535463770566,0.0,0.30045523520485506,0.29539706626201534,-0.2,-0.4
2026-02-11,labour,-1.1687073847304434,1.333605231856119,0.0,-0.7099580702495167,-0.8680538507615077,-0.2,-0.4
2026-02-13,inflation,0.947607082958686,0.947607082958686,1.0,0.23642572796895855,0.33038979934123525,-0.2,-0.4
2026-02-20,inflation,-1.658312395177699,1.658312395177699,1.0,-1.410458626546962,-1.5236997492517945,-0.2,-0.4
2026-02-26,eps,4.3638166903659314,4.3638166903659314,0.0,0.8332015497746537,1.084249229066181,0.2,0.4
2026-02-27,inflation,-0.903108781713198,1.2845232578665131,1.0,-0.6847039159022517,-0.6222750294523349,-0.2,-0.4
2026-03-06,labour,2.1828186519961883,3.3618277663876084,0.0,0.05773438133052089,-0.779920589903571,-0.2,-0.4
2026-03-18,inflation,-0.7424591611476095,1.018493050689377,1.0,1.0923316114148207,0.07021415316715851,-0.2,0.4
2026-04-06,labour,-1.3729115349526326,1.7420135323004964,0.0,0.14077560163587854,-0.05035039766538851,-0.2,0.4
2026-04-10,inflation,1.0292462702971554,1.1266014242982167,0.0,0.16780676557395235,-0.059225917261396255,0.2,0.4
2026-04-14,inflation,1.0680986999376185,1.4478129468509575,0.0,-1.2125694599881331,-0.418462975758338,-0.2,-0.4
2026-04-23,eps,0.8284972098633814,0.8284972098633814,0.0,0.24913405079000084,-0.42139774390130835,-0.2,-0.4
2026-04-30,eps,7.125935738452218,10.795531758198624,1.0,0.5175775910772451,-0.19318036850066722,0.2,-0.4
2026-05-01,eps,1.598596777011687,1.598596777011687,1.0,0.6208093112360258,0.5250221394878185,0.2,0.4
2026-05-08,labour,-0.6975322790331527,0.6975322790331527,1.0,-1.5550094321662877,-0.965715373565712,-0.2,-0.4
2026-05-12,inflation,-1.3932610920384734,1.3932610920384734,0.0,0.027428963270903495,-0.5408648694981366,0.2,0.4
2026-05-13,inflation,-1.8405820566320026,1.629469979408367,1.0,-0.7356270772280293,-0.24520902574267645,0.2,0.4
2026-05-21,eps,6.1588176205143945,6.1588176205143945,0.0,-0.8355520550642481,-0.07533666070251854,-0.2,-0.4
2026-05-28,inflation,1.9420166249104476,1.9420166249104476,1.0,0.7061266874351046,0.38795430944964515,-0.2,-0.4
2026-06-05,labour,-1.2671925495924583,1.2671925495924583,1.0,3.3460747328886375,0.614585155020364,-0.2,0.4
