sess,sym,core,hour,plain,stop
2022-03-23,ADBE,True,16,1.2490045593370191,-0.34397397414918096
2020-09-16,ADBE,True,16,1.7454503158619183,-0.2550595408578493
2020-06-12,ADBE,True,16,0.4032343561159335,-0.16841966972116484
2026-03-19,MU,True,16,0.14194413402009998,-0.0764658397454987
2024-12-19,MU,True,16,-0.7567104965757854,-0.3516453201961367
2024-09-26,MU,True,16,0.5243783292538495,0.02154640953300202
2024-06-27,MU,True,16,-0.4170327182564604,0.00871786938577701
2024-03-21,MU,True,16,0.201285330013512,0.035261781881335
2022-12-22,MU,True,16,-2.6778288169498565,-0.02792958575076332
2022-09-30,MU,True,16,-1.99004132985392,-0.31955587122991513
2022-07-01,MU,True,16,-0.8473872689042317,0.03407751540522863
2022-03-30,MU,True,16,0.8563990165811997,-0.11164933942287014
2020-09-30,MU,True,16,0.6166450890963127,-0.17533402877483173
2020-07-01,MU,True,16,2.7585232764322454,-0.14954793757687712
2026-05-15,AMAT,True,16,1.454870814562692,1.454870814562692
2026-02-13,AMAT,True,16,-0.10595768559736873,-0.022383724706165342
2024-11-15,AMAT,True,16,2.1582948845644045,2.1582948845644045
2024-08-16,AMAT,True,16,-0.04663827376284457,-0.2646098713753431
2024-02-16,AMAT,True,16,-1.216822062173839,-0.30257531758106637
2022-11-18,AMAT,True,16,-0.29966306267938947,0.019684589265911434
2022-08-19,AMAT,True,16,1.804125466834372,1.804125466834372
2022-05-20,AMAT,True,16,-0.40996376624096165,0.10332187528321324
2022-02-17,AMAT,True,16,2.746467893822646,2.746467893822646
2020-11-13,AMAT,True,16,-0.9384590924742309,-0.39073101987940895
2020-08-14,AMAT,True,16,-0.23312536480315504,-0.05879761952334306
2026-05-29,COST,False,16,-0.44409689984692413,-0.3267923373024839
2026-03-06,COST,False,16,-1.6557624972959761,-0.3271769089153609
2024-12-13,COST,False,16,0.4397392091790353,0.08608626804795794
2024-09-27,COST,False,16,0.3992329514581505,-0.38263036105512516
2024-03-08,COST,False,16,-1.1950169821834833,0.09067187141993394
2022-12-09,COST,False,18,-0.823152406941352,-0.3667383429598159
2020-12-11,COST,False,16,-0.2962753859410694,-0.2982894398480984
2020-09-25,COST,False,17,1.8566067205552983,-0.14699482183363477
2026-05-08,GILD,False,16,-2.2940650649838634,0.32083617987124224
2026-02-11,GILD,False,16,0.03685318334829546,-0.06504957866175776
2024-11-07,GILD,False,16,1.3586237111572697,1.3586237111572697
2024-08-09,GILD,False,16,0.18126538874352338,-0.26150837652598735
2024-04-26,GILD,False,16,0.2880873937240125,-0.09278724623700274
2024-02-07,GILD,False,16,0.8703757226087072,-0.2405906519161949
2022-10-28,GILD,False,16,4.29749432123574,0.1402697536816211
2022-08-03,GILD,False,16,-2.9103534107738804,-0.2934463847506841
2022-04-29,GILD,False,16,3.502176094331977,0.7679365923666581
2022-02-02,GILD,False,16,0.2831117234980196,0.30633500633863164
2020-10-29,GILD,False,16,1.3191009285776323,-0.11013383363259743
2020-07-31,GILD,False,18,-0.03907994768488354,-0.19272133337241426
2026-05-01,AMGN,False,16,0.6892942636192556,-0.3271025316129328
2026-02-04,AMGN,False,16,1.6480391986541276,0.06619166251053965
2024-10-31,AMGN,False,16,2.340966757204266,-0.017393056129777484
2024-08-07,AMGN,False,16,0.6919762100576987,0.13942078488067278
2024-05-03,AMGN,False,16,1.655456698214497,0.12086956060153309
2024-02-07,AMGN,False,16,0.9246916398180094,-0.18687295947993343
2022-11-04,AMGN,False,16,-1.651532359930452,-0.05575424755772662
2022-08-05,AMGN,False,16,-0.9577917883984433,-0.27822801218048143
2022-04-28,AMGN,False,16,2.571733072587956,0.4060927898958955
2022-02-08,AMGN,False,16,0.7750792705589982,-0.23380009906853738
2020-10-29,AMGN,False,16,1.4896909514678258,0.05804980005195137
2020-07-29,AMGN,False,16,0.9520789834316812,0.06343717646031255
2026-04-29,BKNG,False,16,0.4813075675402345,-0.03327905179623114
2026-02-19,BKNG,False,16,-0.5456021824087331,-0.3346013384053603
2024-10-31,BKNG,False,16,2.524931247471174,0.17101397720272749
2024-08-02,BKNG,False,16,-2.123022359439475,-0.11918358440510257
2024-05-03,BKNG,False,16,1.6568947236590192,0.12228587766538457
2024-02-23,BKNG,False,16,-0.46936525750844726,-0.39881147589631016
2022-11-03,BKNG,False,16,-1.9705700107775392,-0.09677032800725627
2022-08-04,BKNG,False,16,-0.7806317327577972,-0.18906078340474863
2022-05-05,BKNG,False,16,-5.068453147890228,-0.33248835305181856
2022-02-24,BKNG,False,16,-3.542267665186083,-0.19113328395601314
2020-11-06,BKNG,False,16,-0.2481182419915573,-0.3228064095559535
2020-08-07,BKNG,False,16,-1.334477075831686,-0.31929478078823736
2026-04-22,ISRG,False,16,1.5707610635613989,1.5707610635613989
2026-01-23,ISRG,False,16,-0.5844002312907604,-0.12516427212243553
2024-10-18,ISRG,False,16,-0.6858202275823233,-0.35032781418409265
2024-07-19,ISRG,False,16,-1.0629021707637798,0.12664681324467963
2024-04-19,ISRG,False,16,1.9300349488495572,-0.1304802712802422
2024-01-24,ISRG,False,16,0.2540373797858875,0.2540373797858875
2022-10-19,ISRG,False,16,-1.3274638455760046,0.1387581157486384
2022-07-22,ISRG,False,16,1.5313258856404999,0.4197713415401316
2022-04-22,ISRG,False,16,2.4169374110963426,-0.2917245354727038
2022-01-21,ISRG,False,16,2.2805873556438594,0.0690507810486296
2020-10-16,ISRG,False,16,-0.730487470214225,-0.2205844613206276
2020-07-22,ISRG,False,16,-0.1559295044181508,-0.3076297887872226
