sess,sym,rk,yr,15_none,15_1.0,15_1.6,16_none,16_1.0,16_1.6
2020-07-30,PYPL,8,2020,-0.4004871422549128,-0.4004871422549128,-0.4004871422549128,-0.28572766874326305,-0.28572766874326305,-0.28572766874326305
2020-07-31,AAPL,1,2020,-0.9219549113593128,-1.0,-1.6,-0.027521042130129736,-1.0,-1.6
2020-08-20,NVDA,7,2020,-1.3431418030795061,-1.0,-1.3431418030795061,-1.3895332140411387,-1.0,-1.3895332140411387
2020-09-16,ADBE,9,2020,0.6296182939093176,0.6296182939093176,0.6296182939093176,1.7533120545669134,1.7533120545669134,1.7533120545669134
2020-10-21,NFLX,10,2020,0.48961963609930326,0.48961963609930326,0.48961963609930326,-0.3442303991789797,-0.3442303991789797,-0.3442303991789797
2020-10-22,TSLA,6,2020,0.12217078189300512,0.12217078189300512,0.12217078189300512,0.08359053497942748,0.08359053497942748,0.08359053497942748
2020-10-28,MSFT,2,2020,2.6222260748959725,2.6222260748959725,2.6222260748959725,3.4544036061026406,3.4544036061026406,3.4544036061026406
2020-10-30,AAPL,1,2020,2.059000870943972,2.059000870943972,2.059000870943972,1.2461198329574152,1.2461198329574152,1.2461198329574152
2020-11-03,PYPL,8,2020,1.6147219340580055,1.6147219340580055,1.6147219340580055,1.54706598710026,1.54706598710026,1.54706598710026
2020-11-19,NVDA,7,2020,-0.9921011058451779,-1.0,-0.9921011058451779,-0.9478672985782088,-1.0,-0.9478672985782088
2022-01-26,MSFT,2,2022,0.4401704113560445,0.4401704113560445,0.4401704113560445,0.042426063745160114,-1.0,0.042426063745160114
2022-01-28,AAPL,1,2022,0.46605232496557125,-1.0,-1.6,1.9207004907672243,-1.0,-1.6
2022-02-02,GOOGL,3,2022,-0.17534572884271293,-1.0,-0.17534572884271293,0.004962614967252144,-1.0,0.004962614967252144
2022-02-03,META,6,2022,1.6282636910681436,1.6282636910681436,1.6282636910681436,2.218214303774002,2.218214303774002,2.218214303774002
2022-02-04,AMZN,4,2022,0.10668924640135913,-1.0,-1.6,-0.5571549534292952,-1.0,-1.6
2022-02-10,PEP,7,2022,2.003194462930924,2.003194462930924,2.003194462930924,2.149607347264737,2.149607347264737,2.149607347264737
2022-02-17,NVDA,5,2022,-2.529652386739012,-1.0,-1.6,-3.015729029387093,-1.0,-1.6
2022-03-04,AVGO,8,2022,-2.3017902813299185,-1.0,-1.6,-1.7210144927536253,-1.0,-1.6
2022-04-26,PEP,7,2022,2.2556112725052313,2.2556112725052313,2.2556112725052313,3.713709453583258,3.713709453583258,3.713709453583258
2022-04-27,MSFT,2,2022,-0.6751933946794741,-1.0,-1.6,-0.3279510774157446,-1.0,-1.6
2022-04-28,META,6,2022,2.3412449959208548,-1.0,2.3412449959208548,2.1723869694727505,-1.0,2.1723869694727505
2022-04-29,AAPL,1,2022,1.9121759504194702,-1.0,1.9121759504194702,2.8399213967198245,-1.0,2.8399213967198245
2022-05-19,CSCO,10,2022,1.0148338025801618,-1.0,-1.6,-0.18699836113795776,-1.0,-1.6
2022-05-26,NVDA,5,2022,3.3900441083805966,3.3900441083805966,3.3900441083805966,3.129594622978371,3.129594622978371,3.129594622978371
2022-07-12,PEP,7,2022,0.5155615412133607,-1.0,0.5155615412133607,0.8585677910818323,-1.0,0.8585677910818323
2022-07-27,MSFT,2,2022,2.283587856111602,2.283587856111602,2.283587856111602,2.6130101470199563,2.6130101470199563,2.6130101470199563
2022-07-28,META,6,2022,1.2062078969854673,-1.0,1.2062078969854673,1.2558869701726927,-1.0,1.2558869701726927
2022-07-29,AAPL,1,2022,-0.6464638620877095,-0.6464638620877095,-0.6464638620877095,-0.7318825105317339,-1.0,-0.7318825105317339
2022-08-18,CSCO,10,2022,-0.35398558111088274,-0.35398558111088274,-0.35398558111088274,-0.2928257686676483,-0.2928257686676483,-0.2928257686676483
2022-08-25,NVDA,5,2022,-0.9271599930462893,-1.0,-0.9271599930462893,-1.6708195708021956,-1.0,-1.6
2022-09-02,AVGO,8,2022,-1.4113967751106737,-1.0,-1.6,-1.626660168149141,-1.0,-1.6
2022-10-12,PEP,7,2022,0.020731594950706977,-1.0,0.020731594950706977,0.14512116465493774,-1.0,0.14512116465493774
2022-10-26,MSFT,2,2022,0.3022724801565735,-1.0,-1.6,0.3762096335761633,-1.0,-1.6
2022-10-27,META,6,2022,1.5137263480258123,1.5137263480258123,1.5137263480258123,1.6515366947391419,1.6515366947391419,1.6515366947391419
2022-10-28,AAPL,1,2022,3.608685918961263,3.608685918961263,3.608685918961263,3.734049697783748,3.734049697783748,3.734049697783748
2022-11-17,NVDA,5,2022,0.747330205303498,0.747330205303498,0.747330205303498,0.5350204878877274,0.5350204878877274,0.5350204878877274
2022-12-09,AVGO,8,2022,-0.178318222833318,-0.178318222833318,-0.178318222833318,0.5628840287027925,0.5628840287027925,0.5628840287027925
2024-01-25,TSLA,8,2024,0.009940216696724402,0.009940216696724402,0.009940216696724402,-0.18602405532439636,-0.18602405532439636,-0.18602405532439636
2024-01-31,MSFT,1,2024,0.5168809598808721,0.5168809598808721,0.5168809598808721,1.2700094499012105,1.2700094499012105,1.2700094499012105
2024-02-01,QCOM,10,2024,0.9132354005354948,0.9132354005354948,0.9132354005354948,0.9638902959693274,0.9638902959693274,0.9638902959693274
2024-02-02,AAPL,2,2024,0.8892045454545361,0.8892045454545361,0.8892045454545361,0.7372159090909047,0.7372159090909047,0.7372159090909047
2024-02-22,NVDA,3,2024,2.07105192473529,2.07105192473529,2.07105192473529,2.0385371163605948,2.0385371163605948,2.0385371163605948
2024-03-08,AVGO,7,2024,-0.5421835209069248,-1.0,-0.5421835209069248,-1.199375667460778,-1.0,-1.199375667460778
2024-04-24,TSLA,8,2024,-0.3141272356803282,-0.3141272356803282,-0.3141272356803282,-0.05518451437627192,-0.05518451437627192,-0.05518451437627192
2024-04-25,META,6,2024,-0.34766435367337145,-0.34766435367337145,-0.34766435367337145,-0.5350883468059342,-0.5350883468059342,-0.5350883468059342
2024-04-26,MSFT,1,2024,0.5656474693607638,0.5656474693607638,0.5656474693607638,0.40523997804950973,0.40523997804950973,0.40523997804950973
2024-05-01,AMZN,5,2024,-1.6774876297800612,-1.0,-1.6,0.2860166461688074,-1.0,-1.6
2024-05-02,QCOM,10,2024,0.9429110234870475,0.9429110234870475,0.9429110234870475,0.852905880336019,0.852905880336019,0.852905880336019
2024-05-03,AAPL,2,2024,1.5767798713753889,1.5767798713753889,1.5767798713753889,1.5542141487081107,1.5542141487081107,1.5542141487081107
2024-05-23,NVDA,3,2024,1.074555585035819,1.074555585035819,1.074555585035819,0.7866808171928863,0.7866808171928863,0.7866808171928863
2024-06-13,AVGO,7,2024,0.007654916370047893,0.007654916370047893,0.007654916370047893,-0.014034013345065599,-0.014034013345065599,-0.014034013345065599
2024-07-24,GOOGL,4,2024,3.0188869429359833,3.0188869429359833,3.0188869429359833,3.2116622777728754,3.2116622777728754,3.2116622777728754
2024-07-31,MSFT,1,2024,3.005924950625416,3.005924950625416,3.005924950625416,2.680710994075053,2.680710994075053,2.680710994075053
2024-08-01,META,6,2024,-3.7555218902369125,-1.0,-1.6,-3.1088082901554404,-1.0,-1.6
2024-08-02,AAPL,2,2024,-2.126225652139435,-1.0,-1.6,-1.8896847001612205,-1.0,-1.6
2024-08-29,NVDA,3,2024,-0.751664585934253,-1.0,-1.6,-0.8817103620474498,-1.0,-1.6
2024-09-06,AVGO,7,2024,2.2651283881113815,2.2651283881113815,2.2651283881113815,2.4263568964833726,2.4263568964833726,2.4263568964833726
2024-10-24,TSLA,8,2024,0.3585951940850318,0.3585951940850318,0.3585951940850318,0.4559457794208299,0.4559457794208299,0.4559457794208299
2024-10-30,GOOGL,4,2024,-0.6895470929321412,-0.6895470929321412,-0.6895470929321412,-0.9824840572372318,-1.0,-0.9824840572372318
2024-10-31,MSFT,1,2024,1.8977977231318555,1.8977977231318555,1.8977977231318555,2.120348744787781,2.120348744787781,2.120348744787781
2024-11-01,AAPL,2,2024,0.2499036441173219,0.2499036441173219,0.2499036441173219,0.1951983687881631,0.1951983687881631,0.1951983687881631
2024-11-07,QCOM,10,2024,-1.7159770404189256,-1.0,-1.6,-1.7207702723754048,-1.0,-1.6
2024-11-21,NVDA,3,2024,0.6126978000771999,-1.0,0.6126978000771999,0.4619355461211949,-1.0,0.4619355461211949
2024-12-13,AVGO,7,2024,0.3901709155780697,0.3901709155780697,0.3901709155780697,0.3510387293548911,0.3510387293548911,0.3510387293548911
2026-01-29,MSFT,4,2026,-1.462782431363585,-1.0,-1.6,-0.9253170950189182,-1.0,-1.6
2026-01-30,AAPL,2,2026,1.1171570279770782,1.1171570279770782,1.1171570279770782,1.0911542350845127,1.0911542350845127,1.0911542350845127
2026-02-04,AMD,10,2026,1.1878145591001754,1.1878145591001754,1.1878145591001754,1.5295820980784192,1.5295820980784192,1.5295820980784192
2026-02-05,GOOGL,3,2026,-1.5081738437001557,-1.0,-1.6,-1.7613636363636331,-1.0,-1.6
2026-02-06,AMZN,5,2026,-2.5090741782117565,-1.0,-1.6,-2.8444353560656443,-1.0,-1.6
2026-02-26,NVDA,1,2026,1.03354326666798,1.03354326666798,1.03354326666798,0.9565457740222327,0.9565457740222327,0.9565457740222327
2026-03-05,AVGO,6,2026,-1.2633335319706784,-1.0,-1.2633335319706784,-0.49162743579047596,-1.0,-0.49162743579047596
2026-03-19,MU,9,2026,0.2743567857578344,0.2743567857578344,0.2743567857578344,0.11482339552086884,0.11482339552086884,0.11482339552086884
2026-04-23,TSLA,8,2026,0.8102695669026105,0.8102695669026105,0.8102695669026105,0.6035493129320169,0.6035493129320169,0.6035493129320169
2026-04-30,GOOGL,3,2026,0.45289277285194274,0.45289277285194274,0.45289277285194274,0.5203254995944873,0.5203254995944873,0.5203254995944873
2026-05-01,AAPL,2,2026,0.652122790832288,0.652122790832288,0.652122790832288,0.7118178035853129,0.7118178035853129,0.7118178035853129
2026-05-06,AMD,10,2026,1.344418892623378,1.344418892623378,1.344418892623378,1.575269768264631,1.575269768264631,1.575269768264631
2026-05-21,NVDA,1,2026,-0.7008483954260347,-1.0,-0.7008483954260347,-1.0396918668988508,-1.0,-1.0396918668988508
2026-06-04,AVGO,6,2026,-0.30349760482970556,-0.30349760482970556,-0.30349760482970556,-0.02460791390510586,-0.02460791390510586,-0.02460791390510586
