sess,yr,day,az,entry,atr,r_ns,r_s5,mae,size
2021-01-08,2021,NFP,0.0520564994070783,12987.0,19.089285714285715,-0.08085008085008116,-0.08085008085008116,0.2233002233002157,6
2021-01-15,2021,PPI,0.31362502409359,12907.5,21.428571428571427,-0.17819097423977803,-0.17819097423977803,0.1785090612751672,6
2021-02-05,2021,NFP,0.1993602258353917,13589.0,17.517857142857142,-0.06255059239090865,-0.06255059239090865,0.07364312541424667,6
2021-02-10,2021,CPI,1.0829473067097717,13729.75,13.035714285714286,0.08193885540523915,0.08193885540523915,0.0036418595334763992,6
2021-02-17,2021,PPI,3.805621975536937,13715.5,20.642857142857142,0.2406036965477032,0.2406036965477032,0.04739163719877926,6
2021-03-05,2021,NFP,0.0531925177939931,12448.25,49.57142857142857,-0.596469383246645,-0.5,0.6808185889582763,6
2021-03-10,2021,CPI,0.5163977794943223,12819.25,40.30357142857143,0.5460537862979509,0.5460537862979509,0.0,6
2021-03-12,2021,PPI,0.2386806734657481,12888.25,46.625,-0.3685527515372544,-0.3685527515372544,0.4070582736054762,6
2021-04-05,2021,NFP,0.0813627709137178,13353.5,9.875,-0.10858576403189879,-0.10858576403189879,0.2733365784251429,6
2021-04-09,2021,PPI,1.2757297666876868,13707.0,25.125,0.2790544977019027,0.2790544977019027,0.07295542423579882,6
2021-04-13,2021,CPI,0.8519427513705974,13823.0,18.357142857142858,0.5082109527599021,0.5082109527599021,0.08326394671107629,6
2021-05-07,2021,NFP,0.2342668910093975,13706.25,19.035714285714285,0.4906520747834042,0.4906520747834042,0.038318370921830436,6
2021-05-12,2021,CPI,5.31843156256751,13127.75,40.32142857142857,-0.22852354744720138,-0.5,0.6989011826093572,6
2021-05-13,2021,PPI,0.7703288865196432,13046.75,46.714285714285715,-0.3794048326211552,-0.5,0.5595263188150401,6
2021-06-04,2021,NFP,0.0580911196115876,13599.5,24.482142857142858,-0.04228096621199384,-0.5,0.5378232021734819,6
2021-06-10,2021,CPI,1.0369939322284465,13740.0,24.392857142857142,-0.6713973799126638,-0.5,0.6950509461426391,6
2021-06-15,2021,PPI,0.8059815749833232,14134.25,12.392857142857142,0.14857526929267229,0.14857526929267229,0.012381272441053248,6
2021-07-02,2021,NFP,0.5747756732215211,14596.25,16.910714285714285,-0.3254260512117746,-0.3254260512117746,0.33056435728355815,6
2021-07-13,2021,CPI,2.161611984534092,14852.75,14.0,0.3820841258352803,0.3820841258352803,0.1110905387891048,6
2021-07-14,2021,PPI,1.403201249649068,14944.75,22.0,0.14720888606367666,0.14720888606367666,0.0451867719909016,6
2021-08-06,2021,NFP,0.6409277507978096,15135.0,9.392857142857142,0.1816980508754562,0.1816980508754562,0.11232243145027354,6
