sess,beat,ab,agree,gap,price_plain,price_stop,print_plain,print_stop
2022-08-25,2.2044,2.2044,0.0,-0.04823461315840438,-1.6040922690859993,-0.042466943345242925,1.6040922690859993,-0.07142167744426109
2022-09-02,1.7782,1.7782,1.0,0.10575554199714343,-1.5866888789565659,-0.08329608711551417,-1.5866888789565659,-0.08329608711551417
2022-09-30,5.8394,5.8394,1.0,0.17138914238654657,-1.9620478179717349,-0.2910852368678385,-1.9620478179717349,-0.2910852368678385
2022-10-19,47.619,47.619,1.0,0.3368197128168715,-1.4620141342756132,-0.00441696113073764,-1.4620141342756132,-0.00441696113073764
2022-10-20,5.0,5.0,0.0,-0.1098556183301902,0.45786107058691794,-0.022444170126800778,-0.45786107058691794,-0.16159802491302333
2022-10-26,-15.2,15.2,1.0,-1.7805232558139483,0.30249613718961177,-0.3264346804204399,0.30249613718961177,-0.3264346804204399
2022-10-27,-11.3514,11.3514,1.0,-0.19218169906093374,1.6235613321080034,-0.1203448426764675,1.6235613321080034,-0.1203448426764675
2022-10-28,78.7879,78.7879,1.0,0.22905906130699094,3.82236960028679,-0.31591683097329515,3.82236960028679,-0.31591683097329515
2022-11-17,-18.3099,18.3099,1.0,-0.26685869196881873,0.5117859418135473,-0.0976852834996711,0.5117859418135473,-0.0976852834996711
2022-11-18,16.6667,16.6667,1.0,0.15359344667960073,-0.25346652750857235,-0.012779824916397953,-0.25346652750857235,-0.012779824916397953
2022-12-09,1.6537,1.6537,1.0,0.05794364444062783,-0.7292381606039844,-0.1544269045984925,-0.7292381606039844,-0.1544269045984925
2022-12-16,2.8571,2.8571,0.0,-0.07410474924260946,1.04259820708007,-0.019630510175150384,-1.04259820708007,-0.13741357122603048
2022-12-22,-100.0,100.0,0.0,0.11247105524314627,-2.5927394484095534,-0.028636884306987298,2.5927394484095534,-0.09251916468411281
2024-01-24,-4.5455,4.5455,0.0,0.16243944143630173,0.29163228725068713,0.29163228725068713,-0.29163228725068713,-0.018493754801274243
2024-01-25,-4.0541,4.0541,1.0,-0.03403241587611738,-0.07801750429097254,-0.01844050101422745,-0.07801750429097254,-0.01844050101422745
2024-01-26,20.0,20.0,0.0,-0.35632151273388146,0.10542662164665373,-0.1353449872490753,-0.10542662164665373,-0.005698736305226326
2024-01-31,3.1447,3.1447,0.0,-0.8652288807433295,1.1780386087106076,-0.10175272654313616,-1.1780386087106076,-0.19633976811843645
2024-02-01,16.0338,16.0338,1.0,0.2901325905938945,0.9069343593600898,-0.09691324095235654,0.9069343593600898,-0.09691324095235654
2024-02-02,25.0,25.0,1.0,0.505909422205697,0.8417819614088495,-0.01848507685525691,0.8417819614088495,-0.01848507685525691
2024-02-15,3.5714,3.5714,1.0,0.0573819820576249,0.2293962960890683,-0.04476025289542607,0.2293962960890683,-0.04476025289542607
2024-02-16,11.5183,11.5183,1.0,0.10457479886780696,-1.122656489400231,-0.023678858957576487,-1.122656489400231,-0.023678858957576487
2024-02-22,11.9306,11.9306,1.0,1.5625,1.9693437875256015,1.9693437875256015,1.9693437875256015,1.9693437875256015
2024-03-08,6.8027,6.8027,1.0,0.1961133891959399,-1.2291267451409849,-0.04790583082397992,-1.2291267451409849,-0.04790583082397992
2024-03-15,2.2831,2.2831,0.0,-0.054748771574442134,1.0777721477383206,-0.042453540762243946,-1.0777721477383206,-0.03012831925062187
2024-03-21,268.0,268.0,1.0,0.36652330330817495,0.03503618159521604,0.03503618159521604,0.03503618159521604,0.03503618159521604
2024-04-19,15.5556,15.5556,0.0,-0.21195180585783513,2.028510334996436,-0.029935851746265563,-2.028510334996436,-0.06414825374198019
2024-04-24,12.1495,12.1495,1.0,0.2766310592841714,-0.07497948674419774,-0.0367823897235664,-0.07497948674419774,-0.0367823897235664
2024-04-25,9.0278,9.0278,0.0,-0.5423487544483963,-0.5724999642187534,-0.04866249695858471,0.5724999642187534,-0.1703187393550798
2024-04-26,38.4615,38.4615,0.0,-0.08575726476500733,-0.4038272126072995,-0.3348811031377519,0.4038272126072995,-0.07035317292809484
2024-05-01,19.5122,19.5122,0.0,-0.42845145403043183,0.3230786825251575,-0.08720265324793086,-0.3230786825251575,-0.19584858188471665
2024-05-02,5.1724,5.1724,1.0,0.1745350500715226,0.815457998914626,-0.10568107166318841,0.815457998914626,-0.10568107166318841
2024-05-03,2.0,2.0,1.0,0.5875856600781493,1.3555170812043382,-0.2139549287051512,1.3555170812043382,-0.2139549287051512
2024-05-16,7.3171,7.3171,1.0,0.06689142184406194,-0.25936522366908354,-0.06417283884595504,-0.25936522366908354,-0.06417283884595504
2024-05-23,9.4812,9.4812,0.0,-0.12978757217778636,0.8261503779339652,-0.11139106219333339,-0.8261503779339652,-0.013260840737305823
2024-06-13,1.107,1.107,1.0,0.20713463751438344,-0.0025519318123778945,-0.03827897718573503,-0.0025519318123778945,-0.03827897718573503
2024-06-14,1.8182,1.8182,0.0,-0.10446525256385675,-0.42977567495186,-0.02933187099078971,0.42977567495186,-0.05483784576536532
2024-06-27,16.9811,16.9811,0.0,-0.2799335157899985,-0.4975249075756638,-0.07143304718340016,0.4975249075756638,-0.013785324895043694
2024-07-19,2.0833,2.0833,1.0,0.46269519953729965,-1.3203674501264029,-0.14267477660133698,-1.3203674501264029,-0.14267477660133698
2024-07-24,-7.1429,7.1429,1.0,-0.6315710329444446,3.1262216729510572,3.1262216729510572,3.1262216729510572,3.1262216729510572
2024-08-01,8.4034,8.4034,1.0,0.30900454568669744,-3.117441890068484,-0.2915043662007677,-3.117441890068484,-0.2915043662007677
2024-08-02,-80.0,80.0,1.0,-0.3908151852095587,1.920790509656789,1.920790509656789,1.920790509656789,1.920790509656789
2024-08-15,2.3529,2.3529,0.0,-0.12003862112157648,-2.3500979751796214,-0.06531678641410466,2.3500979751796214,-0.019595035924235837
2024-08-16,4.4335,4.4335,1.0,0.038317112422414645,0.11490730810479466,-0.10341657729431297,0.11490730810479466,-0.10341657729431297
2024-08-29,7.9365,7.9365,0.0,-1.0070221467705864,-0.783411934364886,-0.11302958257006779,0.783411934364886,-0.28712112354003505
2024-09-06,2.4793,2.4793,0.0,-0.13197835554968895,2.4276463591912267,-0.08589929959033071,-2.4276463591912267,-0.027752081406107187
2024-09-13,2.4229,2.4229,1.0,0.048918640576722794,0.5031009547337817,-0.0836357085874595,0.5031009547337817,-0.0836357085874595
2024-09-26,3.5088,3.5088,1.0,0.19930675909878293,0.525073819201638,-0.016061081528517818,0.525073819201638,-0.016061081528517818
2024-10-18,5.8824,5.8824,1.0,0.008584322574312075,0.46596608257409855,-0.05272774092285326,0.46596608257409855,-0.05272774092285326
2024-10-23,2.1277,2.1277,0.0,-0.058480244642356016,1.4116614450634501,-0.06460972071533622,-1.4116614450634501,-0.03657154002755236
2024-10-24,20.0,20.0,1.0,0.13698799195349665,0.4683263495193435,-0.002464875523788823,0.4683263495193435,-0.002464875523788823
2024-10-30,14.5946,14.5946,1.0,0.14127875384895017,-0.9574108908503298,-0.06752520136980023,-0.9574108908503298,-0.06752520136980023
2024-10-31,13.7736,13.7736,0.0,-0.42505511101367244,2.095207808410182,2.095207808410182,-2.095207808410182,-0.020793072237579313
2024-11-01,-1433.3333,1433.3333,0.0,0.11219427061257559,0.34865766797829156,-0.06475070976739161,-0.34865766797829156,-0.06973153359566275
2024-11-07,4.6693,4.6693,1.0,0.07417776342080185,1.4848466734413313,-0.02391057445154665,1.4848466734413313,-0.02391057445154665
2024-11-14,4.5977,4.5977,0.0,-0.10744562778944866,0.6725529827547483,-0.07682942685247607,-0.6725529827547483,-0.020093850099878185
2024-11-15,5.9361,5.9361,0.0,-0.20490094468865738,2.153489871196479,2.153489871196479,-2.153489871196479,-0.017905957909059023
2024-11-21,8.0,8.0,1.0,0.2688627830931267,0.6075466228621096,-0.05072953908590305,0.6075466228621096,-0.05072953908590305
2024-12-12,2.9979,2.9979,1.0,0.02872143653136483,-0.5685211558781655,-0.08843662424771193,-0.5685211558781655,-0.08843662424771193
2024-12-13,2.1583,2.1583,1.0,0.28726681203059545,0.3013988588256966,-0.07017301674949739,0.3013988588256966,-0.07017301674949739
2024-12-19,1.1299,1.1299,1.0,0.12443741495806737,-0.6818129021766928,-0.2764420284804947,-0.6818129021766928,-0.2764420284804947
2026-01-21,1.8182,1.8182,1.0,0.07259275464643888,1.2441123278414956,-0.08446449510105536,1.2441123278414956,-0.08446449510105536
2026-01-23,87.5,87.5,0.0,-0.24848957318261977,-0.5636692228789153,-0.10452791481463386,0.5636692228789153,-0.061544473208619
2026-01-28,-3.0534,3.0534,0.0,0.24829358079607733,0.02486348987769116,-0.12049229709958365,-0.02486348987769116,-0.020082049516600975
2026-01-29,11.1111,11.1111,1.0,0.19507343941247424,-0.776865814086658,-0.1317045237640757,-0.776865814086658,-0.1317045237640757
2026-01-30,6.367,6.367,0.0,-0.28187170508331416,0.9193960735131013,-0.3733539144276765,-0.9193960735131013,-0.049201678645505176
2026-02-05,7.2243,7.2243,1.0,0.2517608272141425,-1.7877963466770286,-0.12656083390634176,-1.7877963466770286,-0.12656083390634176
2026-02-12,1.9608,1.9608,0.0,-0.08603128770049429,1.964587931392825,-0.14548837577568197,-1.964587931392825,-0.03859895683845371
2026-02-13,7.6923,7.6923,1.0,0.24718761035160686,-0.15297906602254052,-0.17008856682769746,-0.15297906602254052,-0.17008856682769746
2026-02-26,5.1948,5.1948,0.0,-0.018706679269064885,1.1974514766270428,1.1974514766270428,-1.1974514766270428,-0.08567292637051693
2026-03-05,1.4851,1.4851,1.0,0.12828800159117026,-0.48965078860593314,-0.12315760200229953,-0.48965078860593314,-0.12315760200229953
2026-03-13,3.2368,3.2368,1.0,0.052964483239792415,-0.6505074772729547,-0.07227860858588508,-0.6505074772729547,-0.07227860858588508
2026-03-19,31.0419,31.0419,0.0,-0.27170607080578835,0.07014476252439339,-0.1484222511385802,-0.07014476252439339,-0.01728204294079161
2026-04-17,-6.8182,6.8182,0.0,0.03589036438165216,1.3151931719475707,-0.12745949620454056,-1.3151931719475707,-0.01699459949393578
2026-04-23,22.6277,22.6277,0.0,-0.04612375927087742,0.5989626594311237,-0.01845801723978635,-0.5989626594311237,-0.08306107757904968
2026-04-24,2800.0,2800.0,1.0,0.2549152290992618,1.46272907150915,1.46272907150915,1.46272907150915,1.46272907150915
2026-04-30,101.9763,101.9763,1.0,0.3381774974865248,0.48278374931680634,-0.8671889233011432,0.48278374931680634,-0.8671889233011432
2026-05-01,3.6082,3.6082,1.0,0.12226378184518882,0.7209277082278032,-0.12663723858455933,0.7209277082278032,-0.12663723858455933
2026-05-14,1.9231,1.9231,1.0,0.31810662934215195,0.4118044985624847,-0.1251479790292609,0.4118044985624847,-0.1251479790292609
2026-05-15,6.3197,6.3197,0.0,-0.11186905432798433,1.5418168345178396,-0.09767927515240693,-1.5418168345178396,-0.04968170029303609
2026-05-21,5.6497,5.6497,0.0,-0.5568204104951735,-0.9989710169782118,-0.42359801063283076,0.9989710169782118,0.9989710169782118
2026-06-04,1.6667,1.6667,0.0,-0.49191848208011146,-0.13631585862567963,-0.18065957167257007,0.13631585862567963,-0.039416633819466806
