sess,beat,ab,agree,gap,price_plain,price_stop,print_plain,print_stop
2020-06-12,5.6034,5.6034,1.0,0.23692980629035354,0.3662432790462189,-0.29611158731395193,0.3662432790462189,-0.29611158731395193
2020-07-01,7.8947,7.8947,1.0,0.21816540448367228,2.739897410233949,-0.1676466908544949,2.739897410233949,-0.1676466908544949
2020-07-17,-11.1111,11.1111,0.0,0.10681731864792265,0.8251725037346169,0.8251725037346169,-0.8251725037346169,-0.028454224266716288
2020-07-22,70.6522,70.6522,0.0,-0.05757715338553515,-0.10139416983523386,-0.05530591081921443,0.10139416983523386,-0.05069708491761693
2020-07-23,1600.0,1600.0,1.0,0.14987318422872153,-2.640727523886266,-0.24634511338782472,-2.640727523886266,-0.24634511338782472
2020-07-24,10.8108,10.8108,1.0,0.39595978755690986,-1.0958127671634066,-0.196018232057249,-1.0958127671634066,-0.196018232057249
2020-07-30,21.1268,21.1268,1.0,0.37079627326277453,0.11924524772615186,-0.028057705347328543,0.11924524772615186,-0.028057705347328543
2020-07-31,550.0,550.0,1.0,0.1515986769569988,-0.025228200541260737,-0.17889087656529634,-0.025228200541260737,-0.17889087656529634
2020-08-13,8.1081,8.1081,0.0,-0.011234692731154627,-0.40449438202248,-0.04044943820225022,0.40449438202248,-0.16179775280898978
2020-08-14,11.5789,11.5789,1.0,0.1701975186993332,-0.20344287949921602,-0.02906326849988483,-0.20344287949921602,-0.02906326849988483
2020-08-20,12.2449,12.2449,0.0,-0.04191207288288812,-1.284371275985352,-0.004413646996503928,1.284371275985352,-0.14123670388842546
2020-09-04,3.0534,3.0534,0.0,-0.78618351345624,0.7326085563553297,-0.34387748563617926,-0.7326085563553297,-0.040581815075080296
2020-09-16,6.639,6.639,1.0,0.03709360680776985,-1.9783191920954457,-0.10251488647021745,-1.9783191920954457,-0.10251488647021745
2020-09-30,11.3402,11.3402,1.0,0.20115387165939858,0.6154864328259402,-0.17648356496801076,0.6154864328259402,-0.17648356496801076
2020-10-21,-19.0476,19.0476,0.0,0.4896171108295544,-0.3953413826263463,-0.22651992734266102,0.3953413826263463,-0.008547921786505874
2020-10-22,25.0,25.0,0.0,-0.18604054400821468,0.12854296548621136,-0.14996679306724658,-0.12854296548621136,-0.059986717226900854
2020-10-30,63.1579,63.1579,0.0,-0.3974774614735499,1.4134433173559224,-0.14268197525360016,-1.4134433173559224,-0.22294058633374192
2020-11-05,22.8814,22.8814,1.0,0.1548315941291234,2.2129984540776304,-0.1164736028461899,2.2129984540776304,-0.1164736028461899
2020-11-13,8.5714,8.5714,0.0,-0.023197452497947246,-0.6792102598717431,-0.1328889638879449,0.6792102598717431,-0.025312183597703264
2020-11-19,14.0625,14.0625,1.0,0.029452602347790346,0.7928829814082716,-0.1661478926558435,0.7928829814082716,-0.1661478926558435
2020-12-11,1.6,1.6,1.0,0.024220405691788294,-0.10694755534031986,-0.10896543374295797,-0.10694755534031986,-0.10896543374295797
2022-01-21,62.5,62.5,0.0,-0.7340533243334502,1.9753506162345946,-0.3263918402039989,-1.9753506162345946,-0.02889927751805743
2022-01-26,18.8776,18.8776,1.0,0.30130625121851384,0.003534130868865226,0.003534130868865226,0.003534130868865226,0.003534130868865226
2022-01-27,19.7802,19.7802,1.0,1.2989548027611653,-1.9847595690636766,-0.6026101427695552,-1.9847595690636766,-0.6026101427695552
2022-01-28,11.1111,11.1111,1.0,1.1526090064331695,1.9945234519918698,-0.07596502075788436,1.9945234519918698,-0.07596502075788436
2022-02-02,12.5,12.5,1.0,0.8186880981758682,-0.016538493343254412,-0.07938476804763006,-0.016538493343254412,-0.07938476804763006
2022-02-03,7.6667,7.6667,0.0,-1.7663515817703201,2.2396359959555134,-0.20896528479945609,-2.2396359959555134,-0.06235254465790652
2022-02-04,672.2222,672.2222,1.0,0.734780162640436,-0.621107500676954,-0.23354995938261736,-0.621107500676954,-0.23354995938261736
2022-02-17,7.3171,7.3171,1.0,0.1268382983099725,-2.9974664475486135,-0.1369487811558434,-2.9974664475486135,-0.1369487811558434
2022-03-04,3.8366,3.8366,1.0,0.06402731832249042,-1.6476485016529763,-0.1101987131634119,-1.6476485016529763,-0.1101987131634119
2022-03-23,0.8982,0.8982,0.0,-0.10405294759825434,1.3438519201543597,-0.09220839096357736,-1.3438519201543597,-0.07171763741611326
2022-03-30,8.0808,8.0808,0.0,-0.23455696617786792,0.8220574453742802,-0.1463262252766162,-0.8220574453742802,-0.02466172336123007
2022-04-20,20.6897,20.6897,0.0,-0.05493239771056091,0.6879188681252479,-0.03014077514982283,-0.6879188681252479,-0.1347469947874158
2022-04-21,42.6667,42.6667,1.0,0.1226862964740949,-2.5253063399040987,-0.1012253596164081,-2.5253063399040987,-0.1012253596164081
2022-04-27,8.2949,8.2949,1.0,0.15819732222093208,0.17528314970336467,0.17528314970336467,0.17528314970336467,0.17528314970336467
2022-04-28,9.9315,9.9315,1.0,1.3465163697918614,2.2131116425615938,-0.13286262005086646,2.2131116425615938,-0.13286262005086646
2022-04-29,-190.4762,190.4762,1.0,-0.44294294294294767,3.0597240027147254,-0.030163637734714754,3.0597240027147254,-0.030163637734714754
2022-05-19,1.1628,1.1628,1.0,0.14515620069421864,-0.20796571716662493,-0.09873119905889904,-0.20796571716662493,-0.09873119905889904
2022-05-20,-2.6316,2.6316,0.0,0.5269592344336216,-0.7338757024238918,-0.2222594984483739,0.7338757024238918,-0.02516145265454295
2022-05-26,4.6154,4.6154,1.0,0.4129445474464921,3.0214015946286255,-0.23080151070079546,3.0214015946286255,-0.23080151070079546
2022-06-17,1.2085,1.2085,1.0,0.08269265152869298,0.866438891494159,-0.04019561867756316,0.866438891494159,-0.04019561867756316
2022-07-01,6.1475,6.1475,0.0,-0.4355174206968293,-1.0859393701986964,-0.21109442667188727,1.0859393701986964,-0.05875824247567607
2022-07-20,10.3448,10.3448,1.0,0.2685328342419968,1.1686414543093715,-0.040577828274634964,1.1686414543093715,-0.040577828274634964
2022-07-21,26.6667,26.6667,1.0,0.02614589408902468,1.701049583785741,-0.02613905979812481,1.701049583785741,-0.02613905979812481
2022-07-27,17.2093,17.2093,1.0,1.5598851263403546,2.656847587273181,2.656847587273181,2.656847587273181,2.656847587273181
2022-07-28,-3.5294,3.5294,0.0,0.09950050745259897,1.300172958788104,-0.041748672988606295,-1.300172958788104,-0.07156915369475048
2022-07-29,-266.6667,266.6667,0.0,0.5889809848854233,0.6029819493184929,-0.14735250208426365,-0.6029819493184929,-0.20164026601003915
2022-08-18,1.2195,1.2195,0.0,-0.12218601895734871,-0.3058387395736828,-0.11492122335496902,0.3058387395736828,-0.02409638554217164
2022-08-19,8.9888,8.9888,0.0,-0.04987439042412056,1.9516161821508393,1.9516161821508393,-1.9516161821508393,-0.035114306307637566
